Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Al P  
      1.39000      0.36005      0.06640      0.29364
      1.40000      0.23284      0.04069      0.19216
      1.41000      0.18699      0.03018      0.15681
      1.42000      0.30062      0.05535      0.24527
      1.43000      0.47647      0.09328      0.38319
      1.44000      0.63535      0.12297      0.51238
      1.45000      0.72840      0.13854      0.58986
      1.46000      0.68452      0.12988      0.55464
      1.47000      0.53078      0.09855      0.43223
      1.48000      0.41939      0.07470      0.34470
      1.49000      0.44567      0.08457      0.36110
      1.50000      0.43099      0.08867      0.34232
      1.51000      0.38805      0.08018      0.30787
      1.52000      0.57079      0.11244      0.45835
      1.53000      0.76827      0.15769      0.61058
      1.54000      0.68881      0.15998      0.52883
      1.55000      0.58425      0.14630      0.43794
      1.56000      0.77195      0.16358      0.60837
      1.57000      0.97320      0.17818      0.79503
      1.58000      1.00923      0.16558      0.84365
      1.59000      0.96628      0.17066      0.79563
      1.60000      0.78163      0.16954      0.61208
      1.61000      0.69499      0.15443      0.54057
      1.62000      0.84665      0.17670      0.66995
      1.63000      0.99091      0.20858      0.78233
      1.64000      0.97506      0.18720      0.78787
      1.65000      1.10409      0.18343      0.92066
      1.66000      1.17674      0.18659      0.99015
      1.67000      0.95995      0.15718      0.80276
      1.68000      0.79617      0.14093      0.65524
      1.69000      0.98597      0.20232      0.78365
      1.70000      1.51663      0.34881      1.16782
      1.71000      1.90205      0.46713      1.43492
      1.72000      1.92115      0.48318      1.43797
      1.73000      1.96740      0.44884      1.51856
      1.74000      2.06271      0.40774      1.65497
      1.75000      1.90287      0.35067      1.55220
      1.76000      1.67654      0.32083      1.35571
      1.77000      1.76702      0.36812      1.39891
      1.78000      1.96575      0.41538      1.55038
      1.79000      1.93467      0.39166      1.54301
      1.80000      2.01111      0.40046      1.61065
      1.81000      2.09113      0.43392      1.65720
      1.82000      1.91551      0.42138      1.49413
      1.83000      1.63561      0.37264      1.26297
      1.84000      1.58137      0.35171      1.22966
      1.85000      1.84067      0.40269      1.43798
      1.86000      2.17031      0.48603      1.68427
      1.87000      2.09037      0.47244      1.61794
      1.88000      1.79023      0.39874      1.39149
      1.89000      1.94936      0.43651      1.51285
      1.90000      2.40543      0.55169      1.85374
      1.91000      2.34190      0.55472      1.78718
      1.92000      2.13328      0.52172      1.61157
      1.93000      2.31068      0.57439      1.73629
      1.94000      2.46475      0.60812      1.85663
      1.95000      2.36486      0.54592      1.81895
      1.96000      2.32414      0.49812      1.82602
      1.97000      2.39560      0.52005      1.87555
      1.98000      2.22400      0.51724      1.70676
      1.99000      2.00661      0.48660      1.52001
      2.00000      1.63093      0.38614      1.24479
      2.01000      1.07899      0.24050      0.83849
      2.02000      1.02431      0.22412      0.80020
      2.03000      1.51715      0.34129      1.17585
      2.04000      1.86020      0.43026      1.42994
      2.05000      1.68714      0.40359      1.28355
      2.06000      1.59322      0.37386      1.21937
      2.07000      1.58598      0.35266      1.23332
      2.08000      1.23709      0.26421      0.97288
      2.09000      0.92388      0.18998      0.73390
      2.10000      0.76633      0.16206      0.60427
      2.11000      0.82830      0.19866      0.62964
      2.12000      1.07407      0.27001      0.80407
      2.13000      1.15598      0.28358      0.87239
      2.14000      1.02260      0.24006      0.78254
      2.15000      0.96161      0.21869      0.74292
      2.16000      1.12105      0.25988      0.86118
      2.17000      1.12661      0.26668      0.85993
      2.18000      1.01277      0.23978      0.77299
      2.19000      1.10866      0.25851      0.85015
      2.20000      1.23281      0.29185      0.94095
      2.21000      1.11138      0.27210      0.83928
      2.22000      0.88946      0.22794      0.66152
      2.23000      0.73776      0.19588      0.54188
      2.24000      0.74067      0.18683      0.55384
      2.25000      0.90117      0.20950      0.69167
      2.26000      0.90713      0.20949      0.69764
      2.27000      0.69745      0.16921      0.52824
      2.28000      0.55447      0.14174      0.41274
      2.29000      0.60943      0.16552      0.44391
      2.30000      0.82638      0.21686      0.60952
      2.31000      0.96751      0.23835      0.72916
      2.32000      1.01125      0.24614      0.76511
      2.33000      1.15217      0.28261      0.86956
      2.34000      1.30246      0.32590      0.97656
      2.35000      1.24790      0.32252      0.92538
      2.36000      1.16643      0.30794      0.85849
      2.37000      1.01262      0.26806      0.74456
      2.38000      0.73252      0.19533      0.53719
      2.39000      0.63200      0.16660      0.46541
      2.40000      0.81345      0.22003      0.59342
      2.41000      0.97720      0.26834      0.70887
      2.42000      1.05110      0.27798      0.77312
      2.43000      1.12554      0.28612      0.83943
      2.44000      1.06948      0.26811      0.80137
      2.45000      0.88233      0.22133      0.66101
      2.46000      0.66459      0.17014      0.49445
      2.47000      0.78318      0.21163      0.57155
      2.48000      1.02122      0.28322      0.73800
      2.49000      0.98277      0.27755      0.70522
      2.50000      0.80579      0.22895      0.57683
      2.51000      0.80658      0.23187      0.57472
      2.52000      0.88813      0.26764      0.62049
      2.53000      0.84731      0.25673      0.59058
      2.54000      0.72064      0.21029      0.51034
      2.55000      0.72284      0.20300      0.51985
      2.56000      0.93286      0.25973      0.67313
      2.57000      1.09546      0.31053      0.78493
      2.58000      1.05453      0.29959      0.75494
      2.59000      1.05699      0.30390      0.75309
      2.60000      1.14635      0.33423      0.81212
      2.61000      1.05151      0.30549      0.74602
      2.62000      0.89895      0.26350      0.63545
      2.63000      0.97265      0.28551      0.68714
      2.64000      1.11031      0.32076      0.78955
      2.65000      1.28083      0.37338      0.90745
      2.66000      1.37663      0.41925      0.95738
      2.67000      1.31540      0.41517      0.90022
      2.68000      1.23662      0.39749      0.83913
      2.69000      1.13191      0.36272      0.76919
      2.70000      1.05762      0.33551      0.72211
      2.71000      1.09951      0.34705      0.75246
      2.72000      1.18389      0.37573      0.80816
      2.73000      1.18565      0.37939      0.80626
      2.74000      1.20691      0.38657      0.82034
      2.75000      1.35321      0.42913      0.92408
      2.76000      1.32302      0.42022      0.90280
      2.77000      1.27205      0.41196      0.86009
      2.78000      1.48494      0.48934      0.99560
      2.79000      1.67333      0.55017      1.12316
      2.80000      1.52199      0.50207      1.01991
      2.81000      1.30982      0.44397      0.86585
      2.82000      1.34374      0.46347      0.88027
      2.83000      1.52795      0.52565      1.00229
      2.84000      1.52158      0.52269      0.99889
      2.85000      1.47366      0.50649      0.96717
      2.86000      1.53890      0.53273      1.00617
      2.87000      1.34503      0.46752      0.87751
      2.88000      1.16365      0.40596      0.75769
      2.89000      1.15474      0.40667      0.74807
      2.90000      1.05572      0.37453      0.68119
      2.91000      1.00900      0.35873      0.65026
      2.92000      0.98514      0.35097      0.63417
      2.93000      0.76571      0.27582      0.48990
      2.94000      0.59788      0.21987      0.37801
      2.95000      0.58188      0.21687      0.36501
      2.96000      0.71008      0.26332      0.44676
      2.97000      0.83067      0.30772      0.52295
      2.98000      0.72537      0.27140      0.45397
      2.99000      0.51191      0.19341      0.31850
      3.00000      0.40643      0.15206      0.25437
      3.01000      0.48091      0.17679      0.30412
      3.02000      0.51060      0.18840      0.32220
      3.03000      0.55386      0.20972      0.34413
      3.04000      0.56535      0.21588      0.34947
      3.05000      0.46960      0.17893      0.29068
      3.06000      0.40522      0.15820      0.24703
      3.07000      0.28654      0.11548      0.17107
      3.08000      0.15986      0.06559      0.09427
      3.09000      0.20710      0.08321      0.12389
      3.10000      0.31939      0.12576      0.19363
      3.11000      0.35474      0.14026      0.21448
      3.12000      0.32234      0.12714      0.19520
      3.13000      0.30534      0.11990      0.18543
      3.14000      0.34318      0.14026      0.20292
      3.15000      0.43930      0.18315      0.25615
      3.16000      0.43475      0.17912      0.25563
      3.17000      0.27247      0.10852      0.16394
      3.18000      0.21048      0.07910      0.13138
      3.19000      0.20560      0.07935      0.12626
      3.20000      0.16354      0.06649      0.09706
      3.21000      0.12695      0.05009      0.07687
      3.22000      0.11652      0.04549      0.07103
      3.23000      0.17137      0.06969      0.10168
      3.24000      0.22352      0.09201      0.13151
      3.25000      0.17992      0.07322      0.10670
      3.26000      0.12834      0.04926      0.07908
      3.27000      0.18587      0.06798      0.11789
      3.28000      0.27760      0.10112      0.17649
      3.29000      0.34798      0.12605      0.22193
      3.30000      0.33614      0.12203      0.21412
      3.31000      0.35372      0.13044      0.22328
      3.32000      0.37426      0.13729      0.23697
      3.33000      0.27876      0.10095      0.17781
      3.34000      0.21810      0.07883      0.13926
      3.35000      0.31343      0.11447      0.19896
      3.36000      0.35300      0.13180      0.22120
      3.37000      0.26577      0.10079      0.16498
      3.38000      0.24837      0.09146      0.15691
      3.39000      0.24838      0.08979      0.15860
      3.40000      0.21380      0.07818      0.13562
      3.41000      0.19047      0.07147      0.11901
      3.42000      0.21823      0.07957      0.13866
      3.43000      0.30669      0.10828      0.19841
      3.44000      0.38401      0.13554      0.24847
      3.45000      0.35623      0.12732      0.22891
      3.46000      0.27031      0.09880      0.17151
      3.47000      0.30854      0.11559      0.19295
      3.48000      0.36878      0.13999      0.22879
      3.49000      0.25326      0.09642      0.15685
      3.50000      0.11193      0.04231      0.06962
      3.51000      0.17086      0.06513      0.10573
      3.52000      0.37464      0.14382      0.23082
      3.53000      0.40299      0.15484      0.24815
      3.54000      0.25252      0.09540      0.15712
      3.55000      0.19161      0.06872      0.12289
      3.56000      0.15139      0.05312      0.09827
      3.57000      0.13078      0.04734      0.08344
      3.58000      0.17821      0.06919      0.10902
      3.59000      0.27571      0.10760      0.16810
      3.60000      0.32999      0.12378      0.20621
      3.61000      0.26068      0.09569      0.16499
      3.62000      0.27718      0.10571      0.17147
      3.63000      0.38717      0.15078      0.23640
      3.64000      0.35641      0.13689      0.21952
      3.65000      0.22159      0.08230      0.13929
      3.66000      0.13940      0.05243      0.08697
      3.67000      0.16429      0.06556      0.09872
      3.68000      0.24960      0.09688      0.15272
      3.69000      0.28608      0.10463      0.18145
      3.70000      0.25020      0.08845      0.16175
      3.71000      0.25957      0.09278      0.16679
      3.72000      0.32556      0.11856      0.20699
      3.73000      0.32301      0.11982      0.20319
      3.74000      0.28022      0.10498      0.17524
      3.75000      0.28572      0.10762      0.17810
      3.76000      0.27488      0.10256      0.17232
      3.77000      0.26633      0.09810      0.16822
      3.78000      0.34437      0.12678      0.21760
      3.79000      0.43707      0.16353      0.27355
      3.80000      0.42504      0.16174      0.26330
      3.81000      0.42228      0.16120      0.26109
      3.82000      0.50859      0.19465      0.31393
      3.83000      0.56180      0.21721      0.34460
      3.84000      0.44620      0.17372      0.27248
      3.85000      0.23411      0.09102      0.14308
      3.86000      0.14008      0.05315      0.08693
      3.87000      0.27632      0.10217      0.17414
      3.88000      0.46637      0.17116      0.29521
      3.89000      0.43809      0.16132      0.27676
      3.90000      0.33816      0.12999      0.20817
      3.91000      0.32853      0.12744      0.20108
      3.92000      0.32994      0.12044      0.20950
      3.93000      0.31289      0.11004      0.20284
      3.94000      0.28213      0.09906      0.18307
      3.95000      0.30274      0.10941      0.19333
      3.96000      0.43337      0.16283      0.27054
      3.97000      0.46893      0.17905      0.28988
      3.98000      0.45126      0.16769      0.28357
      3.99000      0.47008      0.16555      0.30453
      4.00000      0.43077      0.15133      0.27944
      4.01000      0.35899      0.12828      0.23071
      4.02000      0.34701      0.11987      0.22714
      4.03000      0.37774      0.13169      0.24605
      4.04000      0.32385      0.12102      0.20283
      4.05000      0.27037      0.10662      0.16375
      4.06000      0.32806      0.13046      0.19760
      4.07000      0.42546      0.16532      0.26013
      4.08000      0.59493      0.22300      0.37193
      4.09000      0.79062      0.28666      0.50396
      4.10000      0.76867      0.26865      0.50002
      4.11000      0.49831      0.17247      0.32584
      4.12000      0.32360      0.11180      0.21180
      4.13000      0.35166      0.11951      0.23215
      4.14000      0.48445      0.16849      0.31596
      4.15000      0.58937      0.20926      0.38012
      4.16000      0.51176      0.18384      0.32791
      4.17000      0.43945      0.16340      0.27604
      4.18000      0.52421      0.19515      0.32906
      4.19000      0.56383      0.19197      0.37186
      4.20000      0.51895      0.15504      0.36391
      4.21000      0.48142      0.15087      0.33055
      4.22000      0.57823      0.20138      0.37685
      4.23000      0.73260      0.25806      0.47454
      4.24000      0.72272      0.26440      0.45832
      4.25000      0.49943      0.19475      0.30468
      4.26000      0.29746      0.11854      0.17892
      4.27000      0.30955      0.12078      0.18877
      4.28000      0.35872      0.13219      0.22653
      4.29000      0.44560      0.13880      0.30679
      4.30000      0.52191      0.14642      0.37549
      4.31000      0.42866      0.12829      0.30037
      4.32000      0.52926      0.18493      0.34433
      4.33000      0.78227      0.28053      0.50174
      4.34000      0.75751      0.27677      0.48074
      4.35000      0.59589      0.22963      0.36626
      4.36000      0.48646      0.18881      0.29765
      4.37000      0.49268      0.18127      0.31141
      4.38000      0.53945      0.18608      0.35337
      4.39000      0.61455      0.19470      0.41985
      4.40000      0.65481      0.20968      0.44514
      4.41000      0.64724      0.22590      0.42134
      4.42000      0.81450      0.29033      0.52417
      4.43000      0.97760      0.34580      0.63180
      4.44000      1.02215      0.36405      0.65810
      4.45000      0.99303      0.34803      0.64500
      4.46000      1.01574      0.34826      0.66749
      4.47000      1.22572      0.41541      0.81031
      4.48000      1.41799      0.46821      0.94978
      4.49000      1.37515      0.44947      0.92569
      4.50000      1.06799      0.35490      0.71309
      4.51000      0.94000      0.30861      0.63140
      4.52000      1.02781      0.31912      0.70868
      4.53000      0.94045      0.28780      0.65265
      4.54000      0.81314      0.26354      0.54960
      4.55000      0.85440      0.28963      0.56478
      4.56000      0.98152      0.33135      0.65017
      4.57000      1.13612      0.37475      0.76137
      4.58000      1.26956      0.40615      0.86341
      4.59000      1.34401      0.42340      0.92062
      4.60000      1.27303      0.40417      0.86885
      4.61000      1.01755      0.33222      0.68532
      4.62000      0.87666      0.30633      0.57033
      4.63000      0.99612      0.34893      0.64721
      4.64000      1.11677      0.37315      0.74388
      4.65000      1.08141      0.33697      0.74539
      4.66000      0.96090      0.27622      0.68600
      4.67000      0.75227      0.20163      0.55131
      4.68000      0.78817      0.19928      0.58903
      4.69000      0.99783      0.27149      0.72682
      4.70000      1.20706      0.36754      0.84323
      4.71000      1.62700      0.49726      1.14119
      4.72000      1.90409      0.55634      1.36238
      4.73000      1.76198      0.48738      1.28476
      4.74000      1.46648      0.39199      1.08136
      4.75000      1.33955      0.37799      0.96574
      4.76000      1.45284      0.43375      1.02094
      4.77000      1.50692      0.42647      1.08355
      4.78000      1.66183      0.41874      1.25065
      4.79000      1.65231      0.38551      1.27742
      4.80000      1.31273      0.30696      1.01678
      4.81000      1.18626      0.31232      0.88336
      4.82000      1.61608      0.42653      1.20270
      4.83000      2.28307      0.55706      1.75254
      4.84000      2.23337      0.54354      1.71521
      4.85000      1.67109      0.40995      1.27358
      4.86000      1.51586      0.34721      1.17904
      4.87000      1.61577      0.36218      1.26863
      4.88000      1.71114      0.40403      1.32263
      4.89000      1.89859      0.49173      1.42169
      4.90000      2.18107      0.59507      1.60253
      4.91000      2.46582      0.63140      1.85338
      4.92000      2.52273      0.59607      1.94890
      4.93000      2.38343      0.56244      1.84255
      4.94000      2.28542      0.55861      1.75247
      4.95000      2.04598      0.49656      1.58005
      4.96000      1.95204      0.46731      1.50825
      4.97000      1.86718      0.44709      1.44265
      4.98000      1.75255      0.40079      1.38880
      4.99000      2.01254      0.41015      1.65644
      5.00000      2.21596      0.42134      1.85002
      5.01000      1.98810      0.41763      1.60434
      5.02000      1.70152      0.44512      1.27144
      5.03000      1.50746      0.40953      1.11119
      5.04000      1.38893      0.34779      1.05455
      5.05000      1.61453      0.43505      1.18900
      5.06000      1.92994      0.53851      1.40221
      5.07000      2.02919      0.52265      1.52833
      5.08000      1.97853      0.47398      1.54039
      5.09000      1.75881      0.40191      1.40613
      5.10000      1.46862      0.31317      1.20614
      5.11000      1.31270      0.30309      1.04593
      5.12000      1.50968      0.41443      1.12422
      5.13000      1.72605      0.50025      1.25544
      5.14000      1.77580      0.49244      1.31345
      5.15000      1.68229      0.45682      1.24636
