Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Al P  
     -4.54000      1.36503      0.76333      0.60169
     -4.53000      1.48479      0.84223      0.64256
     -4.52000      1.29995      0.73648      0.56347
     -4.51000      1.27309      0.71553      0.55756
     -4.50000      1.46790      0.81552      0.65238
     -4.49000      1.62733      0.89457      0.73276
     -4.48000      1.58879      0.86471      0.72408
     -4.47000      1.46536      0.78966      0.67570
     -4.46000      1.29174      0.68069      0.61105
     -4.45000      1.15684      0.60287      0.55397
     -4.44000      1.37200      0.73166      0.64034
     -4.43000      1.70394      0.92671      0.77723
     -4.42000      1.74049      0.93268      0.80781
     -4.41000      1.81669      0.93506      0.88163
     -4.40000      1.97227      1.01615      0.95611
     -4.39000      1.90061      1.00871      0.89190
     -4.38000      1.91719      1.04279      0.87440
     -4.37000      2.02531      1.11070      0.91461
     -4.36000      2.01090      1.09516      0.91574
     -4.35000      1.99464      1.07354      0.92110
     -4.34000      2.00006      1.07002      0.93004
     -4.33000      2.00331      1.08790      0.91541
     -4.32000      2.01795      1.12310      0.89485
     -4.31000      2.04324      1.13664      0.90660
     -4.30000      2.21889      1.21988      0.99901
     -4.29000      2.43015      1.32702      1.10312
     -4.28000      2.40463      1.31125      1.09338
     -4.27000      2.20558      1.19296      1.01263
     -4.26000      1.98819      1.06373      0.92446
     -4.25000      1.99274      1.04466      0.94808
     -4.24000      2.40788      1.24675      1.16113
     -4.23000      2.65489      1.38600      1.26889
     -4.22000      2.49279      1.29486      1.19792
     -4.21000      2.28099      1.16943      1.11156
     -4.20000      2.21013      1.13369      1.07644
     -4.19000      2.44165      1.26756      1.17409
     -4.18000      2.86997      1.50347      1.36650
     -4.17000      2.81154      1.47875      1.33279
     -4.16000      2.39702      1.27837      1.11865
     -4.15000      2.35029      1.26325      1.08704
     -4.14000      2.31668      1.22590      1.09078
     -4.13000      1.97956      1.03470      0.94486
     -4.12000      1.69562      0.88331      0.81231
     -4.11000      1.89598      0.96396      0.93202
     -4.10000      2.13676      1.06855      1.06821
     -4.09000      1.87132      0.93395      0.93738
     -4.08000      1.54911      0.78398      0.76513
     -4.07000      1.42631      0.73086      0.69544
     -4.06000      1.37226      0.70976      0.66250
     -4.05000      1.35977      0.70629      0.65347
     -4.04000      1.35753      0.70535      0.65217
     -4.03000      1.38257      0.72801      0.65456
     -4.02000      1.30791      0.69408      0.61384
     -4.01000      1.10635      0.57559      0.53076
     -4.00000      1.09936      0.53231      0.56706
     -3.99000      1.06922      0.49029      0.57893
     -3.98000      0.91374      0.42711      0.48663
     -3.97000      0.92186      0.44841      0.47345
     -3.96000      1.01855      0.50383      0.51471
     -3.95000      1.07561      0.53013      0.54548
     -3.94000      0.97688      0.47365      0.50323
     -3.93000      0.88656      0.43893      0.44763
     -3.92000      0.99223      0.50596      0.48627
     -3.91000      1.11639      0.55854      0.55785
     -3.90000      1.02524      0.51332      0.51193
     -3.89000      0.78501      0.40954      0.37547
     -3.88000      0.58358      0.30666      0.27693
     -3.87000      0.55349      0.27494      0.27855
     -3.86000      0.65689      0.32205      0.33483
     -3.85000      0.72702      0.36765      0.35937
     -3.84000      0.81686      0.41748      0.39938
     -3.83000      0.87989      0.44037      0.43952
     -3.82000      0.77530      0.37104      0.40427
     -3.81000      0.63579      0.29550      0.34029
     -3.80000      0.51578      0.24454      0.27123
     -3.79000      0.40720      0.19381      0.21339
     -3.78000      0.40798      0.19246      0.21552
     -3.77000      0.40420      0.19383      0.21037
     -3.76000      0.35482      0.16318      0.19163
     -3.75000      0.33137      0.12703      0.20433
     -3.74000      0.30129      0.10385      0.19744
     -3.73000      0.30972      0.12284      0.18689
     -3.72000      0.43551      0.19248      0.24302
     -3.71000      0.68243      0.32519      0.35723
     -3.70000      0.94141      0.48198      0.45943
     -3.69000      0.99129      0.53430      0.45700
     -3.68000      0.93990      0.51395      0.42595
     -3.67000      0.98077      0.52501      0.45576
     -3.66000      1.01118      0.51719      0.49399
     -3.65000      1.00666      0.47967      0.52699
     -3.64000      0.95414      0.44833      0.50581
     -3.63000      0.80781      0.40294      0.40487
     -3.62000      0.57896      0.30101      0.27795
     -3.61000      0.44630      0.22250      0.22380
     -3.60000      0.50209      0.22747      0.27463
     -3.59000      0.60575      0.26955      0.33620
     -3.58000      0.82475      0.38164      0.44312
     -3.57000      0.93576      0.43647      0.49929
     -3.56000      0.61100      0.28691      0.32409
     -3.55000      0.27374      0.13240      0.14134
     -3.54000      0.33021      0.16328      0.16693
     -3.53000      0.49489      0.23946      0.25543
     -3.52000      0.59087      0.27387      0.31699
     -3.51000      0.68748      0.31275      0.37473
     -3.50000      0.75449      0.35202      0.40247
     -3.49000      0.80360      0.37875      0.42485
     -3.48000      0.82756      0.38621      0.44135
     -3.47000      0.74567      0.35063      0.39504
     -3.46000      0.57474      0.28463      0.29010
     -3.45000      0.64442      0.33810      0.30632
     -3.44000      0.99021      0.50747      0.48274
     -3.43000      1.38698      0.68085      0.70612
     -3.42000      1.49605      0.72845      0.76760
     -3.41000      1.11365      0.53955      0.57410
     -3.40000      0.74655      0.33780      0.40875
     -3.39000      0.70034      0.30544      0.39490
     -3.38000      0.73870      0.33812      0.40058
     -3.37000      0.83000      0.38772      0.44228
     -3.36000      1.01197      0.46119      0.55079
     -3.35000      1.11346      0.48241      0.63105
     -3.34000      1.14644      0.48083      0.66561
     -3.33000      1.20965      0.52582      0.68383
     -3.32000      1.00398      0.44845      0.55553
     -3.31000      0.59741      0.25930      0.33811
     -3.30000      0.41715      0.17285      0.24430
     -3.29000      0.52077      0.22829      0.29248
     -3.28000      0.62747      0.28028      0.34719
     -3.27000      0.61205      0.27015      0.34190
     -3.26000      0.67972      0.29564      0.38408
     -3.25000      0.88817      0.39489      0.49328
     -3.24000      0.91516      0.41305      0.50210
     -3.23000      0.77019      0.34349      0.42670
     -3.22000      0.90540      0.40222      0.50319
     -3.21000      1.26507      0.56041      0.70466
     -3.20000      1.42640      0.62661      0.79979
     -3.19000      1.13580      0.50742      0.62838
     -3.18000      0.80253      0.37715      0.42537
     -3.17000      0.60418      0.28908      0.31510
     -3.16000      0.41534      0.18905      0.22629
     -3.15000      0.47134      0.20413      0.26721
     -3.14000      0.79944      0.34303      0.45642
     -3.13000      1.08994      0.45570      0.63424
     -3.12000      1.00398      0.41208      0.59190
     -3.11000      0.79885      0.33038      0.46847
     -3.10000      0.91653      0.37796      0.53856
     -3.09000      1.26687      0.51992      0.74694
     -3.08000      1.39510      0.57179      0.82331
     -3.07000      1.30777      0.54032      0.76745
     -3.06000      1.33138      0.55640      0.77499
     -3.05000      1.27560      0.53103      0.74457
     -3.04000      0.86485      0.35795      0.50690
     -3.03000      0.57607      0.22765      0.34842
     -3.02000      0.72930      0.27312      0.45618
     -3.01000      0.99135      0.38216      0.60919
     -3.00000      1.00245      0.40068      0.60177
     -2.99000      0.86570      0.35439      0.51131
     -2.98000      0.74500      0.30811      0.43688
     -2.97000      0.66393      0.27619      0.38774
     -2.96000      0.64916      0.27253      0.37664
     -2.95000      0.61852      0.26735      0.35117
     -2.94000      0.76497      0.34096      0.42401
     -2.93000      1.03774      0.45254      0.58520
     -2.92000      1.09492      0.44860      0.64631
     -2.91000      1.07971      0.42022      0.65949
     -2.90000      1.12548      0.42960      0.69589
     -2.89000      1.10884      0.41738      0.69146
     -2.88000      1.03995      0.39174      0.64821
     -2.87000      1.08916      0.41157      0.67759
     -2.86000      1.01365      0.38730      0.62635
     -2.85000      0.71222      0.27695      0.43527
     -2.84000      0.46725      0.18657      0.28068
     -2.83000      0.48367      0.19187      0.29180
     -2.82000      0.76465      0.28684      0.47781
     -2.81000      1.04264      0.38232      0.66032
     -2.80000      1.10483      0.39930      0.70553
     -2.79000      0.93377      0.34336      0.59041
     -2.78000      0.77338      0.30371      0.46966
     -2.77000      0.85288      0.34245      0.51043
     -2.76000      1.04890      0.41305      0.63585
     -2.75000      1.28061      0.48149      0.79912
     -2.74000      1.38711      0.50766      0.87946
     -2.73000      1.42526      0.53261      0.89265
     -2.72000      1.39897      0.53977      0.85921
     -2.71000      1.13543      0.44511      0.69033
     -2.70000      0.96169      0.36874      0.59296
     -2.69000      1.01682      0.37095      0.64587
     -2.68000      1.14159      0.41213      0.72945
     -2.67000      1.04783      0.38484      0.66299
     -2.66000      0.84954      0.31907      0.53047
     -2.65000      0.77536      0.29710      0.47826
     -2.64000      0.69826      0.26968      0.42858
     -2.63000      0.70665      0.27293      0.43372
     -2.62000      0.80018      0.29162      0.50856
     -2.61000      0.91182      0.32266      0.58915
     -2.60000      1.07395      0.38906      0.68489
     -2.59000      1.25123      0.44949      0.80174
     -2.58000      1.30698      0.47452      0.83245
     -2.57000      1.31844      0.49597      0.82246
     -2.56000      1.27683      0.46525      0.81158
     -2.55000      1.16022      0.39808      0.76214
     -2.54000      1.07223      0.36995      0.70228
     -2.53000      0.93154      0.32250      0.60903
     -2.52000      0.68762      0.22958      0.45804
     -2.51000      0.58278      0.19338      0.38940
     -2.50000      0.81329      0.27973      0.53356
     -2.49000      1.01283      0.35785      0.65498
     -2.48000      1.16758      0.42378      0.74380
     -2.47000      1.43456      0.53085      0.90371
     -2.46000      1.65303      0.61543      1.03760
     -2.45000      1.67418      0.60944      1.06473
     -2.44000      1.53507      0.52895      1.00612
     -2.43000      1.50492      0.50413      1.00079
     -2.42000      1.45554      0.49204      0.96350
     -2.41000      1.24707      0.43266      0.81441
     -2.40000      1.01411      0.37134      0.64278
     -2.39000      1.02308      0.38555      0.63753
     -2.38000      1.20815      0.42880      0.77935
     -2.37000      1.28078      0.43221      0.84857
     -2.36000      1.16019      0.40698      0.75321
     -2.35000      1.14104      0.41163      0.72942
     -2.34000      1.29693      0.45061      0.84632
     -2.33000      1.35227      0.45986      0.89240
     -2.32000      1.16205      0.40170      0.76035
     -2.31000      1.04714      0.37890      0.66824
     -2.30000      1.25141      0.45415      0.79725
     -2.29000      1.60351      0.56515      1.03836
     -2.28000      1.70767      0.58738      1.12028
     -2.27000      1.48619      0.51492      0.97127
     -2.26000      1.21700      0.43562      0.78138
     -2.25000      1.21376      0.43256      0.78120
     -2.24000      1.45766      0.49969      0.95797
     -2.23000      1.43752      0.47899      0.95853
     -2.22000      1.02046      0.34061      0.67985
     -2.21000      0.88324      0.29453      0.58871
     -2.20000      1.23845      0.40224      0.83621
     -2.19000      1.71865      0.56372      1.15493
     -2.18000      1.75920      0.58232      1.17688
     -2.17000      1.62308      0.54632      1.07676
     -2.16000      1.59736      0.54507      1.05229
     -2.15000      1.49358      0.50472      0.98886
     -2.14000      1.36833      0.45437      0.91397
     -2.13000      1.34902      0.44247      0.90654
     -2.12000      1.48089      0.49190      0.98899
     -2.11000      1.50732      0.50591      1.00141
     -2.10000      1.33971      0.44858      0.89114
     -2.09000      1.23133      0.40799      0.82334
     -2.08000      1.25887      0.40591      0.85297
     -2.07000      1.25437      0.39437      0.85999
     -2.06000      1.24393      0.38753      0.85639
     -2.05000      1.38202      0.43394      0.94808
     -2.04000      1.51423      0.49343      1.02081
     -2.03000      1.65810      0.54550      1.11260
     -2.02000      1.85154      0.60233      1.24921
     -2.01000      1.89414      0.60458      1.28956
     -2.00000      1.85785      0.58525      1.27260
     -1.99000      1.68590      0.53314      1.15276
     -1.98000      1.27698      0.39997      0.87701
     -1.97000      1.14008      0.34881      0.79127
     -1.96000      1.29499      0.38272      0.91227
     -1.95000      1.45593      0.42922      1.02671
     -1.94000      1.44794      0.43783      1.01011
     -1.93000      1.36323      0.42084      0.94239
     -1.92000      1.48125      0.45939      1.02186
     -1.91000      1.48899      0.45085      1.03813
     -1.90000      1.35125      0.39557      0.95568
     -1.89000      1.20012      0.35169      0.84843
     -1.88000      1.16049      0.35306      0.80743
     -1.87000      1.30298      0.40327      0.89971
     -1.86000      1.49504      0.45890      1.03615
     -1.85000      1.48050      0.44847      1.03202
     -1.84000      1.52884      0.46513      1.06371
     -1.83000      1.78610      0.55309      1.23301
     -1.82000      1.71014      0.53396      1.17618
     -1.81000      1.56077      0.47729      1.08348
     -1.80000      1.80863      0.54376      1.26486
     -1.79000      2.03233      0.60731      1.42502
     -1.78000      1.92381      0.56163      1.36218
     -1.77000      1.79194      0.50524      1.28671
     -1.76000      1.90470      0.53435      1.37035
     -1.75000      1.85762      0.53274      1.32488
     -1.74000      1.37220      0.39969      0.97250
     -1.73000      0.93332      0.26681      0.66652
     -1.72000      1.12090      0.30330      0.81761
     -1.71000      1.65613      0.45435      1.20178
     -1.70000      1.97501      0.56869      1.40631
     -1.69000      1.94451      0.56787      1.37664
     -1.68000      1.82431      0.51173      1.31258
     -1.67000      1.92115      0.51939      1.40176
     -1.66000      2.01266      0.55410      1.45856
     -1.65000      1.75422      0.49651      1.25771
     -1.64000      1.65042      0.46664      1.18378
     -1.63000      1.96639      0.54687      1.41952
     -1.62000      2.09139      0.58001      1.51138
     -1.61000      1.72664      0.48594      1.24070
     -1.60000      1.34412      0.38597      0.95815
     -1.59000      1.29704      0.37899      0.91804
     -1.58000      1.32524      0.38253      0.94272
     -1.57000      1.44159      0.40350      1.03809
     -1.56000      1.58403      0.43388      1.15015
     -1.55000      1.83923      0.50201      1.33722
     -1.54000      2.19925      0.60986      1.58939
     -1.53000      2.25523      0.62719      1.62804
     -1.52000      2.13908      0.57729      1.56180
     -1.51000      2.07074      0.55229      1.51845
     -1.50000      1.91568      0.51560      1.40008
     -1.49000      1.69636      0.45446      1.24190
     -1.48000      1.57519      0.41910      1.15609
     -1.47000      1.56386      0.42562      1.13824
     -1.46000      1.66680      0.46128      1.20552
     -1.45000      1.78626      0.48902      1.29724
     -1.44000      1.96907      0.52908      1.43999
     -1.43000      2.01074      0.53839      1.47235
     -1.42000      1.84357      0.47941      1.36415
     -1.41000      1.82273      0.45512      1.36761
     -1.40000      1.72569      0.43561      1.29008
     -1.39000      1.71059      0.44311      1.26748
     -1.38000      1.79264      0.47050      1.32214
     -1.37000      1.77945      0.47268      1.30677
     -1.36000      1.81991      0.48552      1.33439
     -1.35000      1.78110      0.47739      1.30371
     -1.34000      1.45986      0.40322      1.05664
     -1.33000      1.28907      0.36864      0.92043
     -1.32000      1.68006      0.46308      1.21698
     -1.31000      2.03751      0.53335      1.50417
     -1.30000      1.95586      0.49924      1.45662
     -1.29000      1.90152      0.49028      1.41124
     -1.28000      2.01786      0.51781      1.50005
     -1.27000      2.02187      0.50987      1.51200
     -1.26000      1.78107      0.45216      1.32891
     -1.25000      1.64029      0.41292      1.22737
     -1.24000      1.88031      0.46510      1.41522
     -1.23000      1.95391      0.48669      1.46722
     -1.22000      1.82371      0.45540      1.36831
     -1.21000      1.77731      0.43835      1.33896
     -1.20000      1.56447      0.38823      1.17623
     -1.19000      1.40967      0.35701      1.05266
     -1.18000      1.54214      0.39794      1.14420
     -1.17000      1.60381      0.41668      1.18713
     -1.16000      1.62740      0.41524      1.21216
     -1.15000      1.99107      0.50083      1.49024
     -1.14000      2.36774      0.59178      1.77597
     -1.13000      2.21948      0.55483      1.66465
     -1.12000      2.02387      0.50828      1.51559
     -1.11000      2.07122      0.51165      1.55957
     -1.10000      1.83702      0.44009      1.39692
     -1.09000      1.54673      0.36171      1.18502
     -1.08000      1.42311      0.33180      1.09131
     -1.07000      1.35466      0.31717      1.03749
     -1.06000      1.41635      0.33773      1.07862
     -1.05000      1.57838      0.37980      1.19858
     -1.04000      1.79968      0.43482      1.36486
     -1.03000      1.70057      0.41406      1.28651
     -1.02000      1.28866      0.31046      0.97820
     -1.01000      1.15460      0.26584      0.88876
     -1.00000      1.48095      0.34047      1.14048
     -0.99000      1.92360      0.44524      1.47836
     -0.98000      1.90841      0.43513      1.47328
     -0.97000      1.69998      0.39122      1.30876
     -0.96000      1.58477      0.37745      1.20731
     -0.95000      1.57025      0.37399      1.19627
     -0.94000      1.67155      0.38703      1.28452
     -0.93000      1.64838      0.37594      1.27244
     -0.92000      1.28756      0.29507      0.99249
     -0.91000      1.00953      0.23158      0.77795
     -0.90000      1.16031      0.26003      0.90029
     -0.89000      1.44664      0.32357      1.12308
     -0.88000      1.43424      0.32061      1.11363
     -0.87000      1.25400      0.27567      0.97833
     -0.86000      1.40891      0.30288      1.10604
     -0.85000      1.46208      0.31157      1.15051
     -0.84000      1.19525      0.25680      0.93845
     -0.83000      1.17369      0.25628      0.91741
     -0.82000      1.43687      0.31545      1.12141
     -0.81000      1.51220      0.33480      1.17739
     -0.80000      1.38604      0.31533      1.07071
     -0.79000      1.32411      0.30404      1.02007
     -0.78000      1.27229      0.27618      0.99611
     -0.77000      1.20620      0.25351      0.95268
     -0.76000      1.11979      0.23548      0.88430
     -0.75000      1.11246      0.22494      0.88752
     -0.74000      1.11497      0.22185      0.89312
     -0.73000      1.09833      0.22352      0.87481
     -0.72000      1.37562      0.28118      1.09444
     -0.71000      1.63777      0.33594      1.30182
     -0.70000      1.46284      0.30105      1.16179
     -0.69000      1.25765      0.25995      0.99770
     -0.68000      1.31101      0.28016      1.03085
     -0.67000      1.27448      0.27476      0.99972
     -0.66000      1.14105      0.23767      0.90338
     -0.65000      1.03236      0.21166      0.82070
     -0.64000      0.89190      0.18446      0.70744
     -0.63000      0.80361      0.16852      0.63509
     -0.62000      0.79270      0.16315      0.62955
     -0.61000      0.88712      0.17458      0.71254
     -0.60000      1.10293      0.21221      0.89072
     -0.59000      1.16518      0.22570      0.93949
     -0.58000      1.09000      0.20771      0.88229
     -0.57000      1.25248      0.23216      1.02032
     -0.56000      1.36826      0.25848      1.10978
     -0.55000      1.08438      0.21981      0.86457
     -0.54000      0.89251      0.18604      0.70646
     -0.53000      1.07200      0.20319      0.86881
     -0.52000      1.37661      0.24241      1.13420
     -0.51000      1.50772      0.25890      1.24882
     -0.50000      1.21113      0.20883      1.00230
     -0.49000      0.81672      0.14524      0.67147
     -0.48000      0.69661      0.12552      0.57109
     -0.47000      0.65434      0.11369      0.54064
     -0.46000      0.70262      0.11152      0.59110
     -0.45000      0.94002      0.13885      0.80117
     -0.44000      0.98512      0.14546      0.83966
     -0.43000      0.80560      0.12082      0.68478
     -0.42000      0.72589      0.10773      0.61815
     -0.41000      0.79167      0.11623      0.67544
     -0.40000      0.88572      0.13262      0.75310
     -0.39000      0.92513      0.14185      0.78327
     -0.38000      0.93290      0.14124      0.79167
     -0.37000      0.88124      0.12655      0.75470
     -0.36000      0.77464      0.10202      0.67262
     -0.35000      0.70925      0.08965      0.61960
     -0.34000      0.59065      0.07439      0.51627
     -0.33000      0.54921      0.06695      0.48226
     -0.32000      0.55136      0.06588      0.48547
     -0.31000      0.60982      0.07365      0.53617
     -0.30000      0.68433      0.08221      0.60212
     -0.29000      0.66300      0.08119      0.58181
     -0.28000      0.70002      0.09091      0.60911
     -0.27000      0.73274      0.09605      0.63669
     -0.26000      0.66143      0.08078      0.58065
     -0.25000      0.53123      0.05712      0.47411
     -0.24000      0.38515      0.03567      0.34948
     -0.23000      0.39238      0.03302      0.35936
     -0.22000      0.48277      0.04191      0.44086
     -0.21000      0.48331      0.04537      0.43795
     -0.20000      0.48960      0.04859      0.44101
     -0.19000      0.53175      0.05149      0.48025
     -0.18000      0.57390      0.05120      0.52270
     -0.17000      0.60910      0.05126      0.55784
     -0.16000      0.53384      0.04348      0.49035
     -0.15000      0.37215      0.02809      0.34405
     -0.14000      0.37728      0.02480      0.35248
     -0.13000      0.40971      0.02556      0.38414
     -0.12000      0.36994      0.02096      0.34898
     -0.11000      0.38415      0.01906      0.36509
     -0.10000      0.38755      0.01736      0.37018
     -0.09000      0.33908      0.01434      0.32474
     -0.08000      0.23905      0.01030      0.22875
     -0.07000      0.20598      0.00793      0.19809
     -0.06000      0.26335      0.00677      0.25679
     -0.05000      0.31892      0.00575      0.31370
     -0.04000      0.28354      0.00415      0.28011
     -0.03000      0.15021      0.00171      0.14910
     -0.02000      0.07851      0.00030      0.07882
     -0.01000      0.08081      0.00002      0.08159
      0.00000      0.04745      0.00000      0.04793
      0.01000      0.01058      0.00000      0.01069
      0.02000      0.00087      0.00000      0.00088
      0.03000      0.00003      0.00000      0.00003
      0.04000      0.00000      0.00000      0.00000
      0.05000      0.00000      0.00000      0.00000
      0.06000      0.00000      0.00000      0.00000
      0.07000      0.00000      0.00000      0.00000
      0.08000      0.00000      0.00000      0.00000
      0.09000      0.00000      0.00000      0.00000
      0.10000      0.00000      0.00000      0.00000
      0.11000      0.00000      0.00000      0.00000
      0.12000      0.00000      0.00000      0.00000
      0.13000      0.00000      0.00000      0.00000
      0.14000      0.00000      0.00000      0.00000
      0.15000      0.00000      0.00000      0.00000
      0.16000      0.00000      0.00000      0.00000
      0.17000      0.00005      0.00000      0.00005
      0.18000      0.00146      0.00009      0.00137
      0.19000      0.01484      0.00089      0.01395
      0.20000      0.05562      0.00333      0.05229
      0.21000      0.07668      0.00459      0.07209
      0.22000      0.03890      0.00233      0.03657
      0.23000      0.00726      0.00043      0.00682
      0.24000      0.00061      0.00004      0.00057
      0.25000      0.00258      0.00018      0.00240
      0.26000      0.02121      0.00148      0.01973
      0.27000      0.06457      0.00451      0.06006
      0.28000      0.07230      0.00505      0.06725
      0.29000      0.02978      0.00208      0.02770
      0.30000      0.00451      0.00032      0.00420
      0.31000      0.00025      0.00002      0.00023
      0.32000      0.00001      0.00000      0.00001
      0.33000      0.00007      0.00000      0.00006
      0.34000      0.00175      0.00013      0.00162
      0.35000      0.01672      0.00121      0.01551
      0.36000      0.05953      0.00431      0.05522
      0.37000      0.08694      0.00645      0.08049
      0.38000      0.08589      0.00702      0.07888
      0.39000      0.09661      0.00846      0.08815
      0.40000      0.09830      0.00870      0.08960
      0.41000      0.09935      0.00871      0.09064
      0.42000      0.09451      0.00798      0.08653
      0.43000      0.09302      0.00768      0.08534
      0.44000      0.08355      0.00738      0.07617
      0.45000      0.10689      0.01018      0.09671
      0.46000      0.12499      0.01195      0.11304
      0.47000      0.08853      0.00839      0.08015
      0.48000      0.03064      0.00289      0.02775
      0.49000      0.00446      0.00042      0.00404
      0.50000      0.00286      0.00029      0.00256
      0.51000      0.02153      0.00222      0.01931
      0.52000      0.06553      0.00675      0.05878
      0.53000      0.08052      0.00824      0.07228
      0.54000      0.07176      0.00715      0.06461
      0.55000      0.08452      0.00829      0.07623
      0.56000      0.07411      0.00757      0.06653
      0.57000      0.07855      0.00876      0.06979
      0.58000      0.08155      0.00930      0.07225
      0.59000      0.07131      0.00813      0.06317
      0.60000      0.08183      0.00933      0.07251
      0.61000      0.05351      0.00609      0.04742
      0.62000      0.02472      0.00271      0.02201
      0.63000      0.08150      0.00859      0.07290
      0.64000      0.20835      0.02209      0.18627
      0.65000      0.20182      0.02152      0.18029
      0.66000      0.07443      0.00800      0.06643
      0.67000      0.02683      0.00310      0.02374
      0.68000      0.08786      0.01026      0.07760
      0.69000      0.21500      0.02453      0.19047
      0.70000      0.26700      0.03030      0.23670
      0.71000      0.17654      0.02045      0.15608
      0.72000      0.13629      0.01681      0.11948
      0.73000      0.18534      0.02377      0.16157
      0.74000      0.19893      0.02617      0.17276
      0.75000      0.20629      0.02752      0.17877
      0.76000      0.17663      0.02353      0.15309
      0.77000      0.09765      0.01313      0.08452
      0.78000      0.08748      0.01213      0.07534
      0.79000      0.13568      0.01800      0.11769
      0.80000      0.19186      0.02441      0.16745
      0.81000      0.20028      0.02620      0.17408
      0.82000      0.12690      0.01740      0.10950
      0.83000      0.07851      0.01116      0.06735
      0.84000      0.10618      0.01536      0.09082
      0.85000      0.13086      0.01928      0.11157
      0.86000      0.12847      0.01910      0.10937
      0.87000      0.12297      0.01828      0.10469
      0.88000      0.13927      0.02123      0.11804
      0.89000      0.16619      0.02594      0.14025
      0.90000      0.11137      0.01739      0.09398
      0.91000      0.06111      0.00870      0.05241
      0.92000      0.09315      0.01254      0.08061
      0.93000      0.13747      0.01977      0.11770
      0.94000      0.20752      0.03098      0.17655
      0.95000      0.32027      0.04720      0.27306
      0.96000      0.36739      0.05416      0.31322
      0.97000      0.34180      0.05050      0.29130
      0.98000      0.27568      0.03969      0.23599
      0.99000      0.16418      0.02323      0.14095
      1.00000      0.13865      0.02177      0.11689
      1.01000      0.25595      0.04167      0.21428
      1.02000      0.42768      0.06840      0.35929
      1.03000      0.47175      0.07580      0.39595
      1.04000      0.31881      0.05313      0.26569
      1.05000      0.18329      0.03095      0.15235
      1.06000      0.14246      0.02262      0.11984
      1.07000      0.12430      0.01916      0.10514
      1.08000      0.09937      0.01515      0.08422
      1.09000      0.12419      0.01903      0.10516
      1.10000      0.24995      0.04062      0.20933
      1.11000      0.38253      0.06403      0.31850
      1.12000      0.30356      0.05123      0.25233
      1.13000      0.16028      0.02673      0.13355
      1.14000      0.24597      0.04030      0.20567
      1.15000      0.37774      0.06366      0.31408
      1.16000      0.32240      0.05696      0.26544
      1.17000      0.24516      0.04472      0.20045
      1.18000      0.23769      0.04214      0.19555
      1.19000      0.27534      0.04723      0.22811
      1.20000      0.31157      0.05338      0.25819
      1.21000      0.28208      0.05001      0.23207
      1.22000      0.24423      0.04598      0.19825
      1.23000      0.40020      0.07574      0.32446
      1.24000      0.62765      0.11605      0.51160
      1.25000      0.64111      0.11723      0.52388
      1.26000      0.44124      0.08145      0.35978
      1.27000      0.24631      0.04596      0.20035
      1.28000      0.19445      0.03420      0.16025
      1.29000      0.18839      0.03039      0.15799
      1.30000      0.11800      0.01891      0.09909
      1.31000      0.08437      0.01567      0.06870
      1.32000      0.17753      0.03385      0.14368
      1.33000      0.39725      0.07290      0.32435
      1.34000      0.58665      0.10602      0.48063
      1.35000      0.54969      0.10011      0.44958
      1.36000      0.48868      0.08937      0.39931
      1.37000      0.52112      0.09444      0.42668
      1.38000      0.48407      0.08836      0.39571
