Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Al P  
   -149.10942      0.42337      0.20962      0.22321
   -149.09942      0.27743      0.13398      0.14582
   -149.08942      0.22022      0.11358      0.10739
   -149.07942      0.34196      0.16396      0.17928
   -149.06942      0.46805      0.20165      0.26750
   -149.05942      0.42463      0.17494      0.25004
   -149.04942      0.32515      0.14669      0.17850
   -149.03942      0.30583      0.13796      0.16787
   -149.02942      0.33943      0.12327      0.21616
   -149.01942      0.29554      0.08926      0.20627
   -149.00942      0.20858      0.07021      0.13836
   -148.99942      0.23019      0.08473      0.14545
   -148.98942      0.28832      0.08429      0.20403
   -148.97942      0.24950      0.06457      0.18493
   -148.96942      0.17418      0.06081      0.11337
   -148.95942      0.21079      0.09949      0.11132
   -148.94942      0.32366      0.16058      0.16329
   -148.93942      0.32757      0.15269      0.17581
   -148.92942      0.27602      0.10859      0.16897
   -148.91942      0.25210      0.09290      0.16014
   -148.90942      0.36051      0.13577      0.22495
   -148.89942      0.44978      0.18797      0.26184
   -148.88942      0.37843      0.19421      0.18457
   -148.87942      0.29881      0.16326      0.13894
   -148.86942      0.30792      0.12075      0.19918
   -148.85942      0.37487      0.11955      0.27119
   -148.84942      0.33757      0.11747      0.22892
   -148.83942      0.25921      0.10930      0.15402
   -148.82942      0.27879      0.12727      0.15381
   -148.81942      0.38836      0.15079      0.23822
   -148.80942      0.46307      0.13977      0.32337
   -148.79942      0.40035      0.09656      0.30379
   -148.78942      0.27677      0.05909      0.21768
   -148.77942      0.16475      0.03877      0.12598
   -148.76942      0.08297      0.02512      0.05785
   -148.75942      0.06910      0.03545      0.03365
   -148.74942      0.09947      0.06472      0.03475
   -148.73942      0.10441      0.06509      0.03932
   -148.72942      0.11097      0.04659      0.06438
   -148.71942      0.15630      0.04576      0.11054
   -148.70942      0.15383      0.04592      0.10791
   -148.69942      0.09108      0.02994      0.06115
   -148.68942      0.05476      0.01817      0.03664
   -148.67942      0.09001      0.03058      0.06051
   -148.66942      0.15457      0.06477      0.09821
   -148.65942      0.22874      0.12036      0.13610
   -148.64942      0.29546      0.19009      0.14872
   -148.63942      0.29141      0.21466      0.11103
   -148.62942      0.26038      0.17577      0.09727
   -148.61942      0.22736      0.11438      0.11491
   -148.60942      0.26346      0.07760      0.18597
   -148.59942      0.35838      0.10142      0.25696
   -148.58942      0.38618      0.15699      0.22919
   -148.57942      0.34910      0.18165      0.16744
   -148.56942      0.27482      0.12920      0.14562
   -148.55942      0.26008      0.10325      0.15683
   -148.54942      0.29775      0.14717      0.15058
   -148.53942      0.29290      0.15681      0.13611
   -148.52942      0.26689      0.13216      0.13493
   -148.51942      0.30701      0.15055      0.15753
   -148.50942      0.42289      0.20130      0.22372
   -148.49942      0.44598      0.19211      0.25562
   -148.48942      0.47835      0.19225      0.28775
   -148.47942      0.65725      0.27519      0.38512
   -148.46942      0.70073      0.29473      0.40873
   -148.45942      0.50981      0.20967      0.30104
   -148.44942      0.30205      0.12488      0.17728
   -148.43942      0.30783      0.12879      0.17905
   -148.42942      0.53242      0.22988      0.30254
   -148.41942      0.56990      0.25665      0.31324
   -148.40942      0.30927      0.14870      0.16058
   -148.39942      0.14531      0.08549      0.05984
   -148.38942      0.11766      0.07626      0.04171
   -148.37942      0.11518      0.06419      0.05203
   -148.36942      0.19152      0.07069      0.12215
   -148.35942      0.38038      0.11234      0.26866
   -148.34942      0.40578      0.12386      0.28203
   -148.33942      0.25752      0.08683      0.17070
   -148.32942      0.22855      0.07557      0.15298
   -148.31942      0.23065      0.06819      0.16246
   -148.30942      0.23492      0.07222      0.16270
   -148.29942      0.27913      0.10235      0.17677
   -148.28942      0.30862      0.11245      0.19617
   -148.27942      0.30323      0.10243      0.20081
   -148.26942      0.30353      0.11773      0.18588
   -148.25942      0.29947      0.16574      0.13494
   -148.24942      0.28560      0.20570      0.08682
   -148.23942      0.24770      0.18987      0.07246
   -148.22942      0.21056      0.12919      0.09284
   -148.21942      0.18908      0.08464      0.10856
   -148.20942      0.22994      0.10633      0.12664
   -148.19942      0.33507      0.16770      0.17044
   -148.18942      0.32892      0.16921      0.16099
   -148.17942      0.29616      0.14272      0.15381
   -148.16942      0.36018      0.15954      0.20264
   -148.15942      0.37639      0.18375      0.20107
   -148.14942      0.34354      0.19349      0.16320
   -148.13942      0.25679      0.14969      0.11464
   -148.12942      0.18558      0.11021      0.07697
   -148.11942      0.18193      0.09576      0.08639
   -148.10942      0.29588      0.14174      0.15460
   -148.09942      0.42969      0.20078      0.23018
   -148.08942      0.42123      0.19633      0.22724
   -148.07942      0.34951      0.17536      0.17722
   -148.06942      0.28071      0.14305      0.14047
   -148.05942      0.29319      0.14143      0.15309
   -148.04942      0.30272      0.14427      0.15871
   -148.03942      0.28033      0.12637      0.15400
   -148.02942      0.33761      0.14406      0.19375
   -148.01942      0.40722      0.18098      0.22688
   -148.00942      0.38568      0.18658      0.19987
   -147.99942      0.30452      0.16397      0.14089
   -147.98942      0.22915      0.12393      0.10527
   -147.97942      0.23552      0.11271      0.12283
   -147.96942      0.26717      0.11732      0.15025
   -147.95942      0.30049      0.11466      0.18895
   -147.94942      0.48848      0.17914      0.31855
   -147.93942      0.64275      0.23985      0.41374
   -147.92942      0.54089      0.20889      0.33769
   -147.91942      0.50348      0.24453      0.26143
   -147.90942      0.54576      0.31957      0.22870
   -147.89942      0.45338      0.29713      0.15799
   -147.88942      0.30494      0.20249      0.10291
   -147.87942      0.20550      0.11783      0.08772
   -147.86942      0.13339      0.06900      0.06440
   -147.85942      0.10697      0.05420      0.05286
   -147.84942      0.15853      0.08313      0.07620
   -147.83942      0.21312      0.12503      0.09057
   -147.82942      0.21887      0.13091      0.09086
   -147.81942      0.22340      0.10133      0.12414
   -147.80942      0.33159      0.11037      0.22542
   -147.79942      0.41729      0.12428      0.29977
   -147.78942      0.40230      0.13610      0.27038
   -147.77942      0.35059      0.16162      0.18992
   -147.76942      0.27862      0.15224      0.12645
   -147.75942      0.18528      0.09572      0.08956
   -147.74942      0.17133      0.07909      0.09225
   -147.73942      0.28416      0.12822      0.15603
   -147.72942      0.31439      0.14318      0.17200
   -147.71942      0.21174      0.10583      0.10906
   -147.70942      0.20272      0.09383      0.11598
   -147.69942      0.23706      0.08990      0.15591
   -147.68942      0.27088      0.10312      0.17252
   -147.67942      0.37292      0.16039      0.21354
   -147.66942      0.39394      0.16980      0.22422
   -147.65942      0.28753      0.10681      0.18075
   -147.64942      0.21985      0.07269      0.14758
   -147.63942      0.26950      0.11484      0.15689
   -147.62942      0.29149      0.15513      0.14077
   -147.61942      0.23479      0.12596      0.11293
   -147.60942      0.26541      0.12818      0.14331
   -147.59942      0.33626      0.17471      0.17235
   -147.58942      0.32586      0.18162      0.15291
   -147.57942      0.29421      0.15574      0.14144
   -147.56942      0.20029      0.09982      0.10093
   -147.55942      0.11296      0.05362      0.05937
   -147.54942      0.13340      0.05539      0.07801
   -147.53942      0.23821      0.09816      0.14005
   -147.52942      0.33564      0.13240      0.20323
   -147.51942      0.46788      0.16413      0.30376
   -147.50942      0.47404      0.14917      0.32487
   -147.49942      0.29147      0.08121      0.21026
   -147.48942      0.20038      0.05937      0.14101
   -147.47942      0.15610      0.07403      0.08207
   -147.46942      0.15968      0.10046      0.05922
   -147.45942      0.21878      0.11144      0.10734
   -147.44942      0.24975      0.11127      0.13848
   -147.43942      0.20106      0.09003      0.11103
   -147.42942      0.11807      0.05260      0.06548
   -147.41942      0.07567      0.03265      0.04321
   -147.40942      0.11348      0.04365      0.07134
   -147.39942      0.15673      0.04687      0.11426
   -147.38942      0.18899      0.05143      0.14233
   -147.37942      0.29149      0.10558      0.18816
   -147.36942      0.34256      0.15999      0.18433
   -147.35942      0.23985      0.14333      0.09869
   -147.34942      0.20637      0.10767      0.09983
   -147.33942      0.27515      0.10684      0.16853
   -147.32942      0.25397      0.09060      0.16339
   -147.31942      0.24218      0.07891      0.16338
   -147.30942      0.37517      0.11467      0.26140
   -147.29942      0.50086      0.16025      0.34336
   -147.28942      0.40418      0.13502      0.27231
   -147.27942      0.25430      0.09168      0.16395
   -147.26942      0.31232      0.13284      0.17969
   -147.25942      0.37977      0.18026      0.19952
   -147.24942      0.29668      0.15410      0.14259
   -147.23942      0.20163      0.11063      0.09100
   -147.22942      0.12640      0.07336      0.05304
   -147.21942      0.10706      0.07120      0.03585
   -147.20942      0.19923      0.11783      0.08141
   -147.19942      0.27450      0.12494      0.14970
   -147.18942      0.27228      0.10232      0.17160
   -147.17942      0.25201      0.10153      0.15802
   -147.16942      0.25404      0.11513      0.15171
   -147.15942      0.22573      0.11607      0.11765
   -147.14942      0.17649      0.09562      0.08271
   -147.13942      0.18162      0.08403      0.09775
   -147.12942      0.22732      0.09136      0.13597
   -147.11942      0.25856      0.09786      0.16070
   -147.10942      0.29920      0.11819      0.18101
   -147.09942      0.26358      0.12327      0.14032
   -147.08942      0.16582      0.09306      0.07276
   -147.07942      0.15818      0.08295      0.07524
   -147.06942      0.18219      0.09127      0.09093
   -147.05942      0.12686      0.06651      0.06035
   -147.04942      0.08202      0.04289      0.03912
   -147.03942      0.10533      0.05251      0.05282
   -147.02942      0.14430      0.06423      0.08010
   -147.01942      0.17225      0.06552      0.10697
   -147.00942      0.18997      0.07954      0.11125
   -146.99942      0.18426      0.08877      0.09647
   -146.98942      0.19211      0.09957      0.09297
   -146.97942      0.23427      0.14533      0.08902
   -146.96942      0.31976      0.19933      0.12055
   -146.95942      0.43915      0.22198      0.21777
   -146.94942      0.46622      0.18972      0.27773
   -146.93942      0.34368      0.11555      0.22906
   -146.92942      0.23258      0.06800      0.16491
   -146.91942      0.20446      0.05393      0.15081
   -146.90942      0.15754      0.03928      0.11857
   -146.89942      0.08480      0.02703      0.05827
   -146.88942      0.09548      0.05492      0.04477
   -146.87942      0.16679      0.12734      0.05651
   -146.86942      0.17718      0.15491      0.04783
   -146.85942      0.11726      0.09771      0.03364
   -146.84942      0.10251      0.06767      0.03769
   -146.83942      0.18867      0.09039      0.09849
   -146.82942      0.31292      0.10185      0.21107
   -146.81942      0.33533      0.09178      0.24355
   -146.80942      0.31044      0.09250      0.21794
   -146.79942      0.34798      0.11083      0.23715
   -146.78942      0.33572      0.11039      0.22534
   -146.77942      0.25577      0.09764      0.15825
   -146.76942      0.23344      0.10729      0.12806
   -146.75942      0.38738      0.18546      0.21275
   -146.74942      0.51333      0.25090      0.28505
   -146.73942      0.41637      0.22510      0.20963
   -146.72942      0.35022      0.21350      0.14757
   -146.71942      0.41415      0.23429      0.19272
   -146.70942      0.41391      0.18848      0.23485
   -146.69942      0.34072      0.13333      0.21002
   -146.68942      0.36512      0.15290      0.21249
   -146.67942      0.36362      0.15572      0.20791
   -146.66942      0.30128      0.13188      0.16941
   -146.65942      0.31087      0.15063      0.16025
   -146.64942      0.32786      0.17294      0.15493
   -146.63942      0.22050      0.11785      0.10275
   -146.62942      0.14750      0.06146      0.08736
   -146.61942      0.24336      0.07598      0.17415
   -146.60942      0.35854      0.10789      0.26363
   -146.59942      0.34305      0.10704      0.24661
   -146.58942      0.22628      0.06973      0.16233
   -146.57942      0.17068      0.06160      0.11173
   -146.56942      0.20491      0.08318      0.12234
   -146.55942      0.24787      0.09032      0.15761
   -146.54942      0.34122      0.11972      0.22150
   -146.53942      0.46286      0.19085      0.27201
   -146.52942      0.51107      0.23169      0.27938
   -146.51942      0.48618      0.19420      0.29198
   -146.50942      0.41258      0.14355      0.26904
   -146.49942      0.27900      0.10161      0.17739
   -146.48942      0.15379      0.05936      0.09443
   -146.47942      0.15387      0.04861      0.10527
   -146.46942      0.19844      0.05493      0.14351
   -146.45942      0.18310      0.04874      0.13436
   -146.44942      0.16088      0.05776      0.10312
   -146.43942      0.14654      0.07237      0.07417
   -146.42942      0.15102      0.06816      0.08295
   -146.41942      0.18129      0.06194      0.12018
   -146.40942      0.23363      0.06197      0.17446
   -146.39942      0.25962      0.06091      0.20311
   -146.38942      0.22077      0.04845      0.17952
   -146.37942      0.23135      0.05194      0.19092
   -146.36942      0.22565      0.05866      0.17521
   -146.35942      0.17614      0.05442      0.12396
   -146.34942      0.19914      0.05878      0.14065
   -146.33942      0.24446      0.06262      0.18188
   -146.32942      0.22813      0.06661      0.16152
   -146.31942      0.22930      0.08781      0.14149
   -146.30942      0.23965      0.09474      0.14491
   -146.29942      0.23966      0.08795      0.15171
   -146.28942      0.32236      0.12249      0.19996
   -146.27942      0.36474      0.14374      0.22192
   -146.26942      0.31152      0.12549      0.18981
   -146.25942      0.27083      0.10421      0.17245
   -146.24942      0.22331      0.08413      0.14254
   -146.23942      0.15528      0.06935      0.08666
   -146.22942      0.08581      0.04660      0.03927
   -146.21942      0.06185      0.03126      0.03059
   -146.20942      0.11026      0.05145      0.05881
   -146.19942      0.20065      0.10130      0.09935
   -146.18942      0.26804      0.14465      0.12339
   -146.17942      0.33195      0.17242      0.15953
   -146.16942      0.30585      0.14093      0.16492
   -146.15942      0.21114      0.08836      0.12279
   -146.14942      0.23058      0.09750      0.13308
   -146.13942      0.33993      0.13750      0.20249
   -146.12942      0.35623      0.13316      0.22382
   -146.11942      0.24360      0.11519      0.13156
   -146.10942      0.15353      0.11208      0.04639
   -146.09942      0.14028      0.09403      0.04908
   -146.08942      0.17029      0.08790      0.08299
   -146.07942      0.17446      0.08890      0.08561
   -146.06942      0.17441      0.09955      0.07487
   -146.05942      0.18399      0.10013      0.08386
   -146.04942      0.18018      0.06638      0.11380
   -146.03942      0.19323      0.04992      0.14331
   -146.02942      0.20794      0.06565      0.14229
   -146.01942      0.25670      0.10848      0.14823
   -146.00942      0.24350      0.12156      0.12195
   -145.99942      0.15656      0.08115      0.07558
   -145.98942      0.10213      0.03697      0.06602
   -145.97942      0.14197      0.03787      0.10589
   -145.96942      0.26461      0.08859      0.17784
   -145.95942      0.43222      0.15902      0.27452
   -145.94942      0.41959      0.16163      0.25860
   -145.93942      0.29855      0.11126      0.18743
   -145.92942      0.29836      0.09412      0.20428
   -145.91942      0.39521      0.13034      0.26512
   -145.90942      0.43749      0.18002      0.25866
   -145.89942      0.42377      0.20489      0.22099
   -145.88942      0.40098      0.17606      0.22630
   -145.87942      0.33911      0.12797      0.21147
   -145.86942      0.26168      0.09921      0.16250
   -145.85942      0.17186      0.06958      0.10234
   -145.84942      0.15958      0.06440      0.09607
   -145.83942      0.33179      0.13869      0.19877
   -145.82942      0.51526      0.25361      0.27475
   -145.81942      0.48653      0.27181      0.22585
   -145.80942      0.45437      0.23002      0.22784
   -145.79942      0.53221      0.22671      0.30590
   -145.78942      0.49241      0.20621      0.28622
   -145.77942      0.36239      0.16784      0.19456
   -145.76942      0.32948      0.16177      0.16772
   -145.75942      0.36242      0.15466      0.20775
   -145.74942      0.42818      0.15006      0.27812
   -145.73942      0.46083      0.15334      0.30748
   -145.72942      0.40530      0.13582      0.26948
   -145.71942      0.25581      0.09173      0.16408
   -145.70942      0.11420      0.05785      0.05635
   -145.69942      0.05474      0.04121      0.01353
   -145.68942      0.04333      0.02878      0.01459
   -145.67942      0.13115      0.06358      0.06795
   -145.66942      0.32879      0.15137      0.17876
   -145.65942      0.41103      0.18660      0.22619
   -145.64942      0.27096      0.12256      0.14927
   -145.63942      0.12118      0.05196      0.06959
   -145.62942      0.11002      0.03720      0.07414
   -145.61942      0.18953      0.06257      0.13004
   -145.60942      0.22592      0.08118      0.14740
   -145.59942      0.23812      0.10109      0.13798
   -145.58942      0.22094      0.11327      0.10924
   -145.57942      0.19423      0.13410      0.06734
   -145.56942      0.26455      0.19914      0.07842
   -145.55942      0.32480      0.20330      0.13024
   -145.54942      0.31600      0.14979      0.16911
   -145.53942      0.27584      0.10009      0.17805
   -145.52942      0.22547      0.07730      0.15032
   -145.51942      0.18004      0.08128      0.10059
   -145.50942      0.18485      0.11830      0.07219
   -145.49942      0.22069      0.15792      0.07348
   -145.48942      0.25807      0.15579      0.10996
   -145.47942      0.29592      0.14985      0.14812
   -145.46942      0.34207      0.14685      0.19543
   -145.45942      0.48225      0.16807      0.31422
   -145.44942      0.47441      0.15704      0.31773
   -145.43942      0.30267      0.10701      0.19696
   -145.42942      0.20251      0.07294      0.13166
   -145.41942      0.22404      0.07364      0.15239
   -145.40942      0.32362      0.11768      0.20722
   -145.39942      0.32770      0.14169      0.18711
   -145.38942      0.27439      0.15504      0.12354
   -145.37942      0.29843      0.18697      0.12000
   -145.36942      0.33160      0.17456      0.16358
   -145.35942      0.33193      0.13359      0.20104
   -145.34942      0.44039      0.13716      0.30777
   -145.33942      0.52393      0.14849      0.38328
   -145.32942      0.39261      0.11083      0.28695
   -145.31942      0.27699      0.07734      0.20090
   -145.30942      0.23174      0.08137      0.15048
   -145.29942      0.26574      0.13761      0.12814
   -145.28942      0.36509      0.19172      0.17337
   -145.27942      0.39483      0.17599      0.21883
   -145.26942      0.31789      0.12376      0.19413
   -145.25942      0.23693      0.08267      0.15427
   -145.24942      0.18852      0.05860      0.13010
   -145.23942      0.26665      0.07960      0.18822
   -145.22942      0.50757      0.16517      0.34530
