Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Al P  
     -4.05730      2.72037      0.00000      0.00000
     -4.04730      2.71552      0.00000      0.00000
     -4.03730      2.76391      0.00000      0.00000
     -4.02730      2.61337      0.00000      0.00000
     -4.01730      2.21412      0.00000      0.00000
     -4.00730      2.19976      0.00000      0.00000
     -3.99730      2.13640      0.00000      0.00000
     -3.98730      1.82726      0.00000      0.00000
     -3.97730      1.84494      0.00000      0.00000
     -3.96730      2.03823      0.00000      0.00000
     -3.95730      2.14874      0.00000      0.00000
     -3.94730      1.95076      0.00000      0.00000
     -3.93730      1.77465      0.00000      0.00000
     -3.92730      1.98702      0.00000      0.00000
     -3.91730      2.23243      0.00000      0.00000
     -3.90730      2.04820      0.00000      0.00000
     -3.89730      1.56859      0.00000      0.00000
     -3.88730      1.16724      0.00000      0.00000
     -3.87730      1.10838      0.00000      0.00000
     -3.86730      1.31405      0.00000      0.00000
     -3.85730      1.45437      0.00000      0.00000
     -3.84730      1.63484      0.00000      0.00000
     -3.83730      1.75822      0.00000      0.00000
     -3.82730      1.54878      0.00000      0.00000
     -3.81730      1.27087      0.00000      0.00000
     -3.80730      1.03079      0.00000      0.00000
     -3.79730      0.81530      0.00000      0.00000
     -3.78730      0.81674      0.00000      0.00000
     -3.77730      0.80789      0.00000      0.00000
     -3.76730      0.70881      0.00000      0.00000
     -3.75730      0.66250      0.00000      0.00000
     -3.74730      0.60273      0.00000      0.00000
     -3.73730      0.61950      0.00000      0.00000
     -3.72730      0.87213      0.00000      0.00000
     -3.71730      1.36589      0.00000      0.00000
     -3.70730      1.88336      0.00000      0.00000
     -3.69730      1.98409      0.00000      0.00000
     -3.68730      1.87982      0.00000      0.00000
     -3.67730      1.95968      0.00000      0.00000
     -3.66730      2.02276      0.00000      0.00000
     -3.65730      2.01535      0.00000      0.00000
     -3.64730      1.90679      0.00000      0.00000
     -3.63730      1.61328      0.00000      0.00000
     -3.62730      1.15751      0.00000      0.00000
     -3.61730      0.89242      0.00000      0.00000
     -3.60730      1.00449      0.00000      0.00000
     -3.59730      1.21269      0.00000      0.00000
     -3.58730      1.64800      0.00000      0.00000
     -3.57730      1.86957      0.00000      0.00000
     -3.56730      1.22192      0.00000      0.00000
     -3.55730      0.55074      0.00000      0.00000
     -3.54730      0.66115      0.00000      0.00000
     -3.53730      0.98795      0.00000      0.00000
     -3.52730      1.18411      0.00000      0.00000
     -3.51730      1.37464      0.00000      0.00000
     -3.50730      1.50670      0.00000      0.00000
     -3.49730      1.60970      0.00000      0.00000
     -3.48730      1.65618      0.00000      0.00000
     -3.47730      1.48575      0.00000      0.00000
     -3.46730      1.15081      0.00000      0.00000
     -3.45730      1.29530      0.00000      0.00000
     -3.44730      1.98465      0.00000      0.00000
     -3.43730      2.77015      0.00000      0.00000
     -3.42730      2.98459      0.00000      0.00000
     -3.41730      2.22611      0.00000      0.00000
     -3.40730      1.49805      0.00000      0.00000
     -3.39730      1.40367      0.00000      0.00000
     -3.38730      1.47924      0.00000      0.00000
     -3.37730      1.65814      0.00000      0.00000
     -3.36730      2.02033      0.00000      0.00000
     -3.35730      2.22741      0.00000      0.00000
     -3.34730      2.29665      0.00000      0.00000
     -3.33730      2.41879      0.00000      0.00000
     -3.32730      2.00229      0.00000      0.00000
     -3.31730      1.19302      0.00000      0.00000
     -3.30730      0.83785      0.00000      0.00000
     -3.29730      1.04383      0.00000      0.00000
     -3.28730      1.25486      0.00000      0.00000
     -3.27730      1.22357      0.00000      0.00000
     -3.26730      1.36185      0.00000      0.00000
     -3.25730      1.77551      0.00000      0.00000
     -3.24730      1.82704      0.00000      0.00000
     -3.23730      1.54553      0.00000      0.00000
     -3.22730      1.81212      0.00000      0.00000
     -3.21730      2.52767      0.00000      0.00000
     -3.20730      2.85028      0.00000      0.00000
     -3.19730      2.27108      0.00000      0.00000
     -3.18730      1.60318      0.00000      0.00000
     -3.17730      1.20909      0.00000      0.00000
     -3.16730      0.83554      0.00000      0.00000
     -3.15730      0.94117      0.00000      0.00000
     -3.14730      1.59718      0.00000      0.00000
     -3.13730      2.18047      0.00000      0.00000
     -3.12730      2.00897      0.00000      0.00000
     -3.11730      1.60229      0.00000      0.00000
     -3.10730      1.83547      0.00000      0.00000
     -3.09730      2.53140      0.00000      0.00000
     -3.08730      2.79143      0.00000      0.00000
     -3.07730      2.61535      0.00000      0.00000
     -3.06730      2.65735      0.00000      0.00000
     -3.05730      2.54415      0.00000      0.00000
     -3.04730      1.72980      0.00000      0.00000
     -3.03730      1.15984      0.00000      0.00000
     -3.02730      1.46897      0.00000      0.00000
     -3.01730      1.97861      0.00000      0.00000
     -3.00730      1.99107      0.00000      0.00000
     -2.99730      1.73106      0.00000      0.00000
     -2.98730      1.49284      0.00000      0.00000
     -2.97730      1.32963      0.00000      0.00000
     -2.96730      1.29876      0.00000      0.00000
     -2.95730      1.24258      0.00000      0.00000
     -2.94730      1.53346      0.00000      0.00000
     -2.93730      2.07085      0.00000      0.00000
     -2.92730      2.19386      0.00000      0.00000
     -2.91730      2.16265      0.00000      0.00000
     -2.90730      2.24677      0.00000      0.00000
     -2.89730      2.22005      0.00000      0.00000
     -2.88730      2.08140      0.00000      0.00000
     -2.87730      2.16653      0.00000      0.00000
     -2.86730      2.01671      0.00000      0.00000
     -2.85730      1.42904      0.00000      0.00000
     -2.84730      0.93998      0.00000      0.00000
     -2.83730      0.97480      0.00000      0.00000
     -2.82730      1.53526      0.00000      0.00000
     -2.81730      2.08119      0.00000      0.00000
     -2.80730      2.20230      0.00000      0.00000
     -2.79730      1.86306      0.00000      0.00000
     -2.78730      1.55193      0.00000      0.00000
     -2.77730      1.71213      0.00000      0.00000
     -2.76730      2.10541      0.00000      0.00000
     -2.75730      2.56064      0.00000      0.00000
     -2.74730      2.77113      0.00000      0.00000
     -2.73730      2.84774      0.00000      0.00000
     -2.72730      2.78730      0.00000      0.00000
     -2.71730      2.27145      0.00000      0.00000
     -2.70730      1.93383      0.00000      0.00000
     -2.69730      2.03824      0.00000      0.00000
     -2.68730      2.27405      0.00000      0.00000
     -2.67730      2.08540      0.00000      0.00000
     -2.66730      1.70622      0.00000      0.00000
     -2.65730      1.55153      0.00000      0.00000
     -2.64730      1.39510      0.00000      0.00000
     -2.63730      1.41722      0.00000      0.00000
     -2.62730      1.60106      0.00000      0.00000
     -2.61730      1.82780      0.00000      0.00000
     -2.60730      2.15532      0.00000      0.00000
     -2.59730      2.49766      0.00000      0.00000
     -2.58730      2.60828      0.00000      0.00000
     -2.57730      2.63664      0.00000      0.00000
     -2.56730      2.55045      0.00000      0.00000
     -2.55730      2.32028      0.00000      0.00000
     -2.54730      2.14598      0.00000      0.00000
     -2.53730      1.85904      0.00000      0.00000
     -2.52730      1.36854      0.00000      0.00000
     -2.51730      1.17286      0.00000      0.00000
     -2.50730      1.63066      0.00000      0.00000
     -2.49730      2.03457      0.00000      0.00000
     -2.48730      2.34213      0.00000      0.00000
     -2.47730      2.86824      0.00000      0.00000
     -2.46730      3.30480      0.00000      0.00000
     -2.45730      3.34602      0.00000      0.00000
     -2.44730      3.07480      0.00000      0.00000
     -2.43730      2.98863      0.00000      0.00000
     -2.42730      2.89986      0.00000      0.00000
     -2.41730      2.49461      0.00000      0.00000
     -2.40730      2.03884      0.00000      0.00000
     -2.39730      2.06447      0.00000      0.00000
     -2.38730      2.41875      0.00000      0.00000
     -2.37730      2.54907      0.00000      0.00000
     -2.36730      2.32445      0.00000      0.00000
     -2.35730      2.28616      0.00000      0.00000
     -2.34730      2.58840      0.00000      0.00000
     -2.33730      2.70237      0.00000      0.00000
     -2.32730      2.31278      0.00000      0.00000
     -2.31730      2.09750      0.00000      0.00000
     -2.30730      2.51603      0.00000      0.00000
     -2.29730      3.21127      0.00000      0.00000
     -2.28730      3.40798      0.00000      0.00000
     -2.27730      2.95946      0.00000      0.00000
     -2.26730      2.44679      0.00000      0.00000
     -2.25730      2.43714      0.00000      0.00000
     -2.24730      2.89897      0.00000      0.00000
     -2.23730      2.85450      0.00000      0.00000
     -2.22730      2.05486      0.00000      0.00000
     -2.21730      1.78810      0.00000      0.00000
     -2.20730      2.48325      0.00000      0.00000
     -2.19730      3.42002      0.00000      0.00000
     -2.18730      3.51471      0.00000      0.00000
     -2.17730      3.25338      0.00000      0.00000
     -2.16730      3.19906      0.00000      0.00000
     -2.15730      2.98896      0.00000      0.00000
     -2.14730      2.72806      0.00000      0.00000
     -2.13730      2.68967      0.00000      0.00000
     -2.12730      2.96556      0.00000      0.00000
     -2.11730      3.01507      0.00000      0.00000
     -2.10730      2.69699      0.00000      0.00000
     -2.09730      2.47848      0.00000      0.00000
     -2.08730      2.48673      0.00000      0.00000
     -2.07730      2.48943      0.00000      0.00000
     -2.06730      2.50917      0.00000      0.00000
     -2.05730      2.76204      0.00000      0.00000
     -2.04730      3.03408      0.00000      0.00000
     -2.03730      3.33545      0.00000      0.00000
     -2.02730      3.69851      0.00000      0.00000
     -2.01730      3.78155      0.00000      0.00000
     -2.00730      3.69165      0.00000      0.00000
     -1.99730      3.35900      0.00000      0.00000
     -1.98730      2.59153      0.00000      0.00000
     -1.97730      2.30653      0.00000      0.00000
     -1.96730      2.57450      0.00000      0.00000
     -1.95730      2.88237      0.00000      0.00000
     -1.94730      2.88720      0.00000      0.00000
     -1.93730      2.74300      0.00000      0.00000
     -1.92730      2.95568      0.00000      0.00000
     -1.91730      2.98311      0.00000      0.00000
     -1.90730      2.69619      0.00000      0.00000
     -1.89730      2.40112      0.00000      0.00000
     -1.88730      2.35566      0.00000      0.00000
     -1.87730      2.61254      0.00000      0.00000
     -1.86730      2.92935      0.00000      0.00000
     -1.85730      2.95049      0.00000      0.00000
     -1.84730      3.11407      0.00000      0.00000
     -1.83730      3.59040      0.00000      0.00000
     -1.82730      3.43606      0.00000      0.00000
     -1.81730      3.13595      0.00000      0.00000
     -1.80730      3.54713      0.00000      0.00000
     -1.79730      4.02419      0.00000      0.00000
     -1.78730      3.87134      0.00000      0.00000
     -1.77730      3.63346      0.00000      0.00000
     -1.76730      3.81166      0.00000      0.00000
     -1.75730      3.65869      0.00000      0.00000
     -1.74730      2.71047      0.00000      0.00000
     -1.73730      1.91181      0.00000      0.00000
     -1.72730      2.27971      0.00000      0.00000
     -1.71730      3.32036      0.00000      0.00000
     -1.70730      3.95617      0.00000      0.00000
     -1.69730      3.88032      0.00000      0.00000
     -1.68730      3.63541      0.00000      0.00000
     -1.67730      3.82450      0.00000      0.00000
     -1.66730      4.02247      0.00000      0.00000
     -1.65730      3.53599      0.00000      0.00000
     -1.64730      3.33316      0.00000      0.00000
     -1.63730      3.91438      0.00000      0.00000
     -1.62730      4.10489      0.00000      0.00000
     -1.61730      3.40564      0.00000      0.00000
     -1.60730      2.73271      0.00000      0.00000
     -1.59730      2.64349      0.00000      0.00000
     -1.58730      2.66421      0.00000      0.00000
     -1.57730      2.87602      0.00000      0.00000
     -1.56730      3.19399      0.00000      0.00000
     -1.55730      3.70288      0.00000      0.00000
     -1.54730      4.34804      0.00000      0.00000
     -1.53730      4.49078      0.00000      0.00000
     -1.52730      4.30070      0.00000      0.00000
     -1.51730      4.10888      0.00000      0.00000
     -1.50730      3.82702      0.00000      0.00000
     -1.49730      3.42658      0.00000      0.00000
     -1.48730      3.18644      0.00000      0.00000
     -1.47730      3.11460      0.00000      0.00000
     -1.46730      3.27677      0.00000      0.00000
     -1.45730      3.62971      0.00000      0.00000
     -1.44730      3.92610      0.00000      0.00000
     -1.43730      3.94761      0.00000      0.00000
     -1.42730      3.73548      0.00000      0.00000
     -1.41730      3.66629      0.00000      0.00000
     -1.40730      3.48315      0.00000      0.00000
     -1.39730      3.40657      0.00000      0.00000
     -1.38730      3.54244      0.00000      0.00000
     -1.37730      3.57759      0.00000      0.00000
     -1.36730      3.62303      0.00000      0.00000
     -1.35730      3.52894      0.00000      0.00000
     -1.34730      2.95902      0.00000      0.00000
     -1.33730      2.63538      0.00000      0.00000
     -1.32730      3.31188      0.00000      0.00000
     -1.31730      4.05917      0.00000      0.00000
     -1.30730      3.96588      0.00000      0.00000
     -1.29730      3.78001      0.00000      0.00000
     -1.28730      4.01366      0.00000      0.00000
     -1.27730      4.05251      0.00000      0.00000
     -1.26730      3.55421      0.00000      0.00000
     -1.25730      3.29298      0.00000      0.00000
     -1.24730      3.74703      0.00000      0.00000
     -1.23730      3.91478      0.00000      0.00000
     -1.22730      3.67240      0.00000      0.00000
     -1.21730      3.50319      0.00000      0.00000
     -1.20730      3.13119      0.00000      0.00000
     -1.19730      2.88197      0.00000      0.00000
     -1.18730      3.06224      0.00000      0.00000
     -1.17730      3.17415      0.00000      0.00000
     -1.16730      3.29125      0.00000      0.00000
     -1.15730      4.02735      0.00000      0.00000
     -1.14730      4.69326      0.00000      0.00000
     -1.13730      4.40998      0.00000      0.00000
     -1.12730      4.09015      0.00000      0.00000
     -1.11730      4.07036      0.00000      0.00000
     -1.10730      3.64350      0.00000      0.00000
     -1.09730      3.13911      0.00000      0.00000
     -1.08730      2.85858      0.00000      0.00000
     -1.07730      2.72206      0.00000      0.00000
     -1.06730      2.85299      0.00000      0.00000
     -1.05730      3.16884      0.00000      0.00000
     -1.04730      3.54223      0.00000      0.00000
     -1.03730      3.35701      0.00000      0.00000
     -1.02730      2.61073      0.00000      0.00000
     -1.01730      2.38961      0.00000      0.00000
     -1.00730      3.00952      0.00000      0.00000
     -0.99730      3.76214      0.00000      0.00000
     -0.98730      3.77789      0.00000      0.00000
     -0.97730      3.40606      0.00000      0.00000
     -0.96730      3.20521      0.00000      0.00000
     -0.95730      3.13592      0.00000      0.00000
     -0.94730      3.28722      0.00000      0.00000
     -0.93730      3.26961      0.00000      0.00000
     -0.92730      2.61102      0.00000      0.00000
     -0.91730      2.06850      0.00000      0.00000
     -0.90730      2.33193      0.00000      0.00000
     -0.89730      2.85178      0.00000      0.00000
     -0.88730      2.83268      0.00000      0.00000
     -0.87730      2.59533      0.00000      0.00000
     -0.86730      2.81993      0.00000      0.00000
     -0.85730      2.83265      0.00000      0.00000
     -0.84730      2.41647      0.00000      0.00000
     -0.83730      2.41509      0.00000      0.00000
     -0.82730      2.83613      0.00000      0.00000
     -0.81730      2.95202      0.00000      0.00000
     -0.80730      2.79503      0.00000      0.00000
     -0.79730      2.68507      0.00000      0.00000
     -0.78730      2.54093      0.00000      0.00000
     -0.77730      2.41556      0.00000      0.00000
     -0.76730      2.26251      0.00000      0.00000
     -0.75730      2.19315      0.00000      0.00000
     -0.74730      2.21021      0.00000      0.00000
     -0.73730      2.25292      0.00000      0.00000
     -0.72730      2.76631      0.00000      0.00000
     -0.71730      3.23723      0.00000      0.00000
     -0.70730      2.87603      0.00000      0.00000
     -0.69730      2.51652      0.00000      0.00000
     -0.68730      2.61791      0.00000      0.00000
     -0.67730      2.58800      0.00000      0.00000
     -0.66730      2.28193      0.00000      0.00000
     -0.65730      2.03442      0.00000      0.00000
     -0.64730      1.80977      0.00000      0.00000
     -0.63730      1.62824      0.00000      0.00000
     -0.62730      1.59810      0.00000      0.00000
     -0.61730      1.77208      0.00000      0.00000
     -0.60730      2.17026      0.00000      0.00000
     -0.59730      2.30331      0.00000      0.00000
     -0.58730      2.22123      0.00000      0.00000
     -0.57730      2.50436      0.00000      0.00000
     -0.56730      2.68915      0.00000      0.00000
     -0.55730      2.19254      0.00000      0.00000
     -0.54730      1.83762      0.00000      0.00000
     -0.53730      2.16150      0.00000      0.00000
     -0.52730      2.72272      0.00000      0.00000
     -0.51730      2.93246      0.00000      0.00000
     -0.50730      2.41196      0.00000      0.00000
     -0.49730      1.68242      0.00000      0.00000
     -0.48730      1.41005      0.00000      0.00000
     -0.47730      1.32028      0.00000      0.00000
     -0.46730      1.42862      0.00000      0.00000
     -0.45730      1.84600      0.00000      0.00000
     -0.44730      1.93303      0.00000      0.00000
     -0.43730      1.62802      0.00000      0.00000
     -0.42730      1.48839      0.00000      0.00000
     -0.41730      1.58987      0.00000      0.00000
     -0.40730      1.74841      0.00000      0.00000
     -0.39730      1.83859      0.00000      0.00000
     -0.38730      1.86588      0.00000      0.00000
     -0.37730      1.77021      0.00000      0.00000
     -0.36730      1.56239      0.00000      0.00000
     -0.35730      1.38548      0.00000      0.00000
     -0.34730      1.18516      0.00000      0.00000
     -0.33730      1.10772      0.00000      0.00000
     -0.32730      1.12004      0.00000      0.00000
     -0.31730      1.22059      0.00000      0.00000
     -0.30730      1.34794      0.00000      0.00000
     -0.29730      1.35777      0.00000      0.00000
     -0.28730      1.40024      0.00000      0.00000
     -0.27730      1.42635      0.00000      0.00000
     -0.26730      1.30759      0.00000      0.00000
     -0.25730      1.05135      0.00000      0.00000
     -0.24730      0.80695      0.00000      0.00000
     -0.23730      0.81311      0.00000      0.00000
     -0.22730      0.95146      0.00000      0.00000
     -0.21730      0.97387      0.00000      0.00000
     -0.20730      0.98166      0.00000      0.00000
     -0.19730      1.04559      0.00000      0.00000
     -0.18730      1.14422      0.00000      0.00000
     -0.17730      1.19508      0.00000      0.00000
     -0.16730      1.04382      0.00000      0.00000
     -0.15730      0.79562      0.00000      0.00000
     -0.14730      0.76463      0.00000      0.00000
     -0.13730      0.80419      0.00000      0.00000
     -0.12730      0.76001      0.00000      0.00000
     -0.11730      0.75701      0.00000      0.00000
     -0.10730      0.74670      0.00000      0.00000
     -0.09730      0.66036      0.00000      0.00000
     -0.08730      0.51301      0.00000      0.00000
     -0.07730      0.44723      0.00000      0.00000
     -0.06730      0.52189      0.00000      0.00000
     -0.05730      0.59978      0.00000      0.00000
     -0.04730      0.53007      0.00000      0.00000
     -0.03730      0.33220      0.00000      0.00000
     -0.02730      0.18681      0.00000      0.00000
     -0.01730      0.13641      0.00000      0.00000
     -0.00730      0.09462      0.00000      0.00000
      0.00270      0.03634      0.00000      0.00000
      0.01270      0.00584      0.00000      0.00000
      0.02270      0.00036      0.00000      0.00000
      0.03270      0.00001      0.00000      0.00000
      0.04270      0.00000      0.00000      0.00000
      0.05270      0.00000      0.00000      0.00000
      0.06270      0.00000      0.00000      0.00000
      0.07270      0.00000      0.00000      0.00000
      0.08270      0.00000      0.00000      0.00000
      0.09270      0.00000      0.00000      0.00000
      0.10270      0.00000      0.00000      0.00000
      0.11270      0.00000      0.00000      0.00000
      0.12270      0.00000      0.00000      0.00000
      0.13270      0.00000      0.00000      0.00000
      0.14270      0.00000      0.00000      0.00000
      0.15270      0.00000      0.00000      0.00000
      0.16270      0.00011      0.00000      0.00000
      0.17270      0.00296      0.00000      0.00000
      0.18270      0.02987      0.00000      0.00000
      0.19270      0.11128      0.00000      0.00000
      0.20270      0.15306      0.00000      0.00000
      0.21270      0.07773      0.00000      0.00000
      0.22270      0.01458      0.00000      0.00000
      0.23270      0.00124      0.00000      0.00000
      0.24270      0.00523      0.00000      0.00000
      0.25270      0.04265      0.00000      0.00000
      0.26270      0.12909      0.00000      0.00000
      0.27270      0.14428      0.00000      0.00000
      0.28270      0.05956      0.00000      0.00000
      0.29270      0.00908      0.00000      0.00000
      0.30270      0.00051      0.00000      0.00000
      0.31270      0.00001      0.00000      0.00000
      0.32270      0.00014      0.00000      0.00000
      0.33270      0.00355      0.00000      0.00000
      0.34270      0.03365      0.00000      0.00000
      0.35270      0.11931      0.00000      0.00000
      0.36270      0.17436      0.00000      0.00000
      0.37270      0.17180      0.00000      0.00000
      0.38270      0.19180      0.00000      0.00000
      0.39270      0.19667      0.00000      0.00000
      0.40270      0.19914      0.00000      0.00000
      0.41270      0.18929      0.00000      0.00000
      0.42270      0.18643      0.00000      0.00000
      0.43270      0.16785      0.00000      0.00000
      0.44270      0.21315      0.00000      0.00000
      0.45270      0.24866      0.00000      0.00000
      0.46270      0.17648      0.00000      0.00000
      0.47270      0.06190      0.00000      0.00000
      0.48270      0.00932      0.00000      0.00000
      0.49270      0.00607      0.00000      0.00000
      0.50270      0.04382      0.00000      0.00000
      0.51270      0.13048      0.00000      0.00000
      0.52270      0.15999      0.00000      0.00000
      0.53270      0.14411      0.00000      0.00000
      0.54270      0.16943      0.00000      0.00000
      0.55270      0.14883      0.00000      0.00000
      0.56270      0.15648      0.00000      0.00000
      0.57270      0.16201      0.00000      0.00000
      0.58270      0.14321      0.00000      0.00000
      0.59270      0.16374      0.00000      0.00000
      0.60270      0.10695      0.00000      0.00000
      0.61270      0.05023      0.00000      0.00000
      0.62270      0.16456      0.00000      0.00000
      0.63270      0.41548      0.00000      0.00000
      0.64270      0.40149      0.00000      0.00000
      0.65270      0.14967      0.00000      0.00000
      0.66270      0.05553      0.00000      0.00000
      0.67270      0.17711      0.00000      0.00000
      0.68270      0.42921      0.00000      0.00000
      0.69270      0.53095      0.00000      0.00000
      0.70270      0.35285      0.00000      0.00000
      0.71270      0.27540      0.00000      0.00000
      0.72270      0.37110      0.00000      0.00000
      0.73270      0.39755      0.00000      0.00000
      0.74270      0.41107      0.00000      0.00000
      0.75270      0.35086      0.00000      0.00000
      0.76270      0.19697      0.00000      0.00000
      0.77270      0.17616      0.00000      0.00000
      0.78270      0.27135      0.00000      0.00000
      0.79270      0.38433      0.00000      0.00000
      0.80270      0.39916      0.00000      0.00000
      0.81270      0.25314      0.00000      0.00000
      0.82270      0.15834      0.00000      0.00000
      0.83270      0.21364      0.00000      0.00000
      0.84270      0.26140      0.00000      0.00000
      0.85270      0.25595      0.00000      0.00000
      0.86270      0.24511      0.00000      0.00000
      0.87270      0.27940      0.00000      0.00000
      0.88270      0.33133      0.00000      0.00000
      0.89270      0.22230      0.00000      0.00000
      0.90270      0.12361      0.00000      0.00000
      0.91270      0.18687      0.00000      0.00000
      0.92270      0.27536      0.00000      0.00000
      0.93270      0.41602      0.00000      0.00000
      0.94270      0.64026      0.00000      0.00000
      0.95270      0.73366      0.00000      0.00000
      0.96270      0.68326      0.00000      0.00000
      0.97270      0.55074      0.00000      0.00000
      0.98270      0.32955      0.00000      0.00000
      0.99270      0.27949      0.00000      0.00000
      1.00270      0.51280      0.00000      0.00000
      1.01270      0.85348      0.00000      0.00000
      1.02270      0.93986      0.00000      0.00000
      1.03270      0.63721      0.00000      0.00000
      1.04270      0.36840      0.00000      0.00000
      1.05270      0.28624      0.00000      0.00000
      1.06270      0.24745      0.00000      0.00000
      1.07270      0.19929      0.00000      0.00000
      1.08270      0.24893      0.00000      0.00000
      1.09270      0.49896      0.00000      0.00000
      1.10270      0.76475      0.00000      0.00000
      1.11270      0.60722      0.00000      0.00000
      1.12270      0.32355      0.00000      0.00000
      1.13270      0.49207      0.00000      0.00000
      1.14270      0.75256      0.00000      0.00000
      1.15270      0.64567      0.00000      0.00000
      1.16270      0.48957      0.00000      0.00000
      1.17270      0.47478      0.00000      0.00000
      1.18270      0.55206      0.00000      0.00000
      1.19270      0.62387      0.00000      0.00000
      1.20270      0.56347      0.00000      0.00000
      1.21270      0.49105      0.00000      0.00000
      1.22270      0.80323      0.00000      0.00000
      1.23270      1.25165      0.00000      0.00000
      1.24270      1.27749      0.00000      0.00000
      1.25270      0.88237      0.00000      0.00000
      1.26270      0.49449      0.00000      0.00000
      1.27270      0.38951      0.00000      0.00000
      1.28270      0.37603      0.00000      0.00000
      1.29270      0.23670      0.00000      0.00000
      1.30270      0.17078      0.00000      0.00000
      1.31270      0.35672      0.00000      0.00000
      1.32270      0.79391      0.00000      0.00000
      1.33270      1.17044      0.00000      0.00000
      1.34270      1.10152      0.00000      0.00000
      1.35270      0.97895      0.00000      0.00000
      1.36270      1.04067      0.00000      0.00000
      1.37270      0.96643      0.00000      0.00000
