Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Al Sb 
     -8.47236      0.38018      0.23445      0.14574
     -8.46236      0.46743      0.26681      0.20063
     -8.45236      0.45929      0.26354      0.19576
     -8.44236      0.26972      0.15286      0.11686
     -8.43236      0.15167      0.09260      0.05907
     -8.42236      0.20252      0.13205      0.07047
     -8.41236      0.31544      0.19890      0.11654
     -8.40236      0.43426      0.26906      0.16520
     -8.39236      0.44069      0.27626      0.16444
     -8.38236      0.41106      0.24037      0.17069
     -8.37236      0.43671      0.22150      0.21521
     -8.36236      0.33832      0.16266      0.17566
     -8.35236      0.20209      0.10013      0.10196
     -8.34236      0.14188      0.07547      0.06640
     -8.33236      0.13735      0.08610      0.05124
     -8.32236      0.15951      0.10624      0.05327
     -8.31236      0.19227      0.12867      0.06359
     -8.30236      0.29551      0.20176      0.09375
     -8.29236      0.45020      0.30421      0.14600
     -8.28236      0.61709      0.40922      0.20786
     -8.27236      0.78843      0.51384      0.27458
     -8.26236      0.82894      0.52354      0.30540
     -8.25236      0.63910      0.38093      0.25817
     -8.24236      0.45709      0.24111      0.21598
     -8.23236      0.45151      0.22013      0.23147
     -8.22236      0.58970      0.32861      0.26236
     -8.21236      0.73813      0.44454      0.30099
     -8.20236      0.75364      0.43338      0.33615
     -8.19236      0.62834      0.36499      0.27589
     -8.18236      0.46012      0.29280      0.17096
     -8.17236      0.35401      0.22697      0.12743
     -8.16236      0.32276      0.19339      0.12938
     -8.15236      0.39447      0.24132      0.15315
     -8.14236      0.52984      0.33141      0.19843
     -8.13236      0.48090      0.29965      0.18125
     -8.12236      0.25098      0.15724      0.09374
     -8.11236      0.15788      0.10120      0.05669
     -8.10236      0.24422      0.15953      0.08469
     -8.09236      0.29301      0.19058      0.10243
     -8.08236      0.42345      0.26882      0.15463
     -8.07236      0.73254      0.46965      0.26289
     -8.06236      0.84883      0.55507      0.29376
     -8.05236      0.62580      0.42049      0.20531
     -8.04236      0.46112      0.31254      0.14857
     -8.03236      0.56430      0.36729      0.19702
     -8.02236      0.67786      0.42934      0.24853
     -8.01236      0.63593      0.38597      0.24995
     -8.00236      0.52215      0.29516      0.22699
     -7.99236      0.45128      0.26124      0.19004
     -7.98236      0.48862      0.30261      0.18602
     -7.97236      0.53785      0.32921      0.20864
     -7.96236      0.60169      0.36285      0.23884
     -7.95236      0.73407      0.44174      0.29233
     -7.94236      0.77256      0.44744      0.32512
     -7.93236      0.71859      0.41364      0.30495
     -7.92236      0.78678      0.49164      0.29514
     -7.91236      0.90723      0.60174      0.30549
     -7.90236      1.02239      0.67954      0.34285
     -7.89236      1.05965      0.68177      0.37787
     -7.88236      0.88745      0.55614      0.33132
     -7.87236      0.83965      0.52803      0.31163
     -7.86236      0.98929      0.64274      0.34662
     -7.85236      0.97659      0.64584      0.33199
     -7.84236      0.86393      0.54648      0.32607
     -7.83236      0.79570      0.45641      0.36117
     -7.82236      0.65995      0.34550      0.33490
     -7.81236      0.54442      0.29122      0.26023
     -7.80236      0.54466      0.33837      0.20718
     -7.79236      0.54088      0.37119      0.16973
     -7.78236      0.53066      0.36974      0.16092
     -7.77236      0.57808      0.38650      0.19157
     -7.76236      0.70949      0.47599      0.23350
     -7.75236      0.78888      0.54558      0.24330
     -7.74236      0.84632      0.59321      0.25311
     -7.73236      0.87206      0.61365      0.25842
     -7.72236      0.70314      0.49987      0.20327
     -7.71236      0.59069      0.41730      0.17339
     -7.70236      0.76968      0.51509      0.25459
     -7.69236      0.98511      0.62333      0.36177
     -7.68236      1.15426      0.72528      0.42898
     -7.67236      1.26368      0.81228      0.45140
     -7.66236      1.16159      0.74428      0.41731
     -7.65236      0.90346      0.59111      0.31235
     -7.64236      0.87411      0.60737      0.26674
     -7.63236      1.02062      0.72791      0.29271
     -7.62236      1.05155      0.74545      0.30610
     -7.61236      1.04979      0.69834      0.35144
     -7.60236      1.12757      0.69822      0.42935
     -7.59236      1.17564      0.72656      0.44908
     -7.58236      0.91865      0.57521      0.34345
     -7.57236      0.62255      0.39667      0.22589
     -7.56236      0.64565      0.41666      0.22899
     -7.55236      0.94274      0.60824      0.33450
     -7.54236      1.07322      0.70509      0.36813
     -7.53236      0.86925      0.57432      0.29492
     -7.52236      0.79536      0.51860      0.27676
     -7.51236      0.85014      0.54860      0.30154
     -7.50236      0.79217      0.50063      0.29154
     -7.49236      0.89009      0.55890      0.33120
     -7.48236      1.15324      0.74067      0.41258
     -7.47236      1.18623      0.77977      0.40646
     -7.46236      0.89315      0.59294      0.30021
     -7.45236      0.72826      0.45939      0.26887
     -7.44236      0.86308      0.52614      0.33693
     -7.43236      1.03086      0.65344      0.37741
     -7.42236      1.21175      0.79061      0.42115
     -7.41236      1.36060      0.90386      0.45673
     -7.40236      1.40828      0.95789      0.45039
     -7.39236      1.41638      0.97138      0.44500
     -7.38236      1.40070      0.95276      0.44794
     -7.37236      1.39648      0.94173      0.45475
     -7.36236      1.38496      0.90500      0.47996
     -7.35236      1.55263      0.96523      0.58741
     -7.34236      1.63739      1.00785      0.62954
     -7.33236      1.47874      0.93231      0.54643
     -7.32236      1.26350      0.82608      0.43742
     -7.31236      1.26504      0.86687      0.39817
     -7.30236      1.37261      0.94911      0.42351
     -7.29236      1.18144      0.78725      0.39419
     -7.28236      1.05605      0.65453      0.40152
     -7.27236      1.12230      0.69073      0.43157
     -7.26236      1.04962      0.67478      0.37484
     -7.25236      1.06642      0.72295      0.34348
     -7.24236      1.10405      0.77391      0.33014
     -7.23236      0.99563      0.70387      0.29176
     -7.22236      0.89803      0.62953      0.26850
     -7.21236      0.89975      0.62233      0.27742
     -7.20236      1.00424      0.68884      0.31541
     -7.19236      0.96458      0.66310      0.30148
     -7.18236      0.86081      0.59609      0.26472
     -7.17236      0.96556      0.66467      0.30089
     -7.16236      1.18219      0.79971      0.38247
     -7.15236      1.36738      0.91376      0.45363
     -7.14236      1.38776      0.91977      0.46799
     -7.13236      1.25742      0.83182      0.42560
     -7.12236      1.28702      0.85925      0.42777
     -7.11236      1.42773      0.94877      0.47896
     -7.10236      1.46240      0.97268      0.48972
     -7.09236      1.42467      0.96884      0.45584
     -7.08236      1.26897      0.88572      0.38325
     -7.07236      1.14485      0.81489      0.32996
     -7.06236      1.17946      0.83533      0.34413
     -7.05236      1.15885      0.79674      0.36212
     -7.04236      1.05927      0.71300      0.34627
     -7.03236      0.99456      0.67332      0.32124
     -7.02236      1.11263      0.75936      0.35328
     -7.01236      1.33091      0.91244      0.41847
     -7.00236      1.40351      0.96257      0.44094
     -6.99236      1.35483      0.92415      0.43068
     -6.98236      1.31550      0.89082      0.42468
     -6.97236      1.20483      0.80630      0.39853
     -6.96236      1.03534      0.68843      0.34690
     -6.95236      0.90290      0.60255      0.30035
     -6.94236      1.04850      0.70722      0.34128
     -6.93236      1.18217      0.80760      0.37457
     -6.92236      1.09056      0.73465      0.35591
     -6.91236      1.05761      0.67860      0.37901
     -6.90236      1.06522      0.64420      0.42102
     -6.89236      1.17703      0.69439      0.48263
     -6.88236      1.24287      0.76842      0.47445
     -6.87236      1.16044      0.75874      0.40170
     -6.86236      1.14827      0.78190      0.36637
     -6.85236      1.15164      0.80168      0.34996
     -6.84236      1.02778      0.70344      0.32434
     -6.83236      0.90265      0.59926      0.30339
     -6.82236      0.83471      0.54068      0.29402
     -6.81236      0.86749      0.54660      0.32089
     -6.80236      0.74053      0.46906      0.27147
     -6.79236      0.56074      0.36951      0.19123
     -6.78236      0.61613      0.41560      0.20053
     -6.77236      0.75300      0.52087      0.23213
     -6.76236      0.79497      0.55875      0.23621
     -6.75236      0.74374      0.51433      0.22941
     -6.74236      0.76423      0.52083      0.24340
     -6.73236      0.99036      0.66555      0.32481
     -6.72236      1.09083      0.72112      0.36971
     -6.71236      0.95239      0.62499      0.32739
     -6.70236      0.93571      0.61219      0.32352
     -6.69236      0.93923      0.61420      0.32502
     -6.68236      0.79766      0.52157      0.27610
     -6.67236      0.67940      0.44451      0.23489
     -6.66236      0.82879      0.53332      0.29548
     -6.65236      1.05704      0.67594      0.38110
     -6.64236      1.02905      0.67770      0.35135
     -6.63236      0.97059      0.66476      0.30583
     -6.62236      0.93833      0.65295      0.28538
     -6.61236      0.82618      0.57401      0.25217
     -6.60236      0.79890      0.55123      0.24767
     -6.59236      0.86864      0.59345      0.27519
     -6.58236      0.92184      0.62317      0.29867
     -6.57236      0.88167      0.59906      0.28261
     -6.56236      0.70957      0.47999      0.22959
     -6.55236      0.78790      0.52983      0.25808
     -6.54236      1.05968      0.71191      0.34777
     -6.53236      1.11355      0.74634      0.36721
     -6.52236      0.93644      0.63145      0.30499
     -6.51236      0.75029      0.49695      0.25334
     -6.50236      0.67542      0.43011      0.24531
     -6.49236      0.76909      0.47782      0.29128
     -6.48236      1.14316      0.73037      0.41279
     -6.47236      1.42465      0.94438      0.48027
     -6.46236      1.33754      0.90847      0.42907
     -6.45236      1.19177      0.81813      0.37364
     -6.44236      1.14454      0.77627      0.36828
     -6.43236      1.10491      0.75278      0.35213
     -6.42236      0.99370      0.68387      0.30983
     -6.41236      0.94282      0.62745      0.31537
     -6.40236      0.92483      0.61026      0.31457
     -6.39236      0.73324      0.49006      0.24318
     -6.38236      0.50908      0.34446      0.16463
     -6.37236      0.44926      0.30757      0.14169
     -6.36236      0.48548      0.32142      0.16405
     -6.35236      0.72272      0.46847      0.25425
     -6.34236      1.11661      0.73055      0.38607
     -6.33236      1.06626      0.69390      0.37236
     -6.32236      0.76187      0.48831      0.27356
     -6.31236      0.77407      0.49872      0.27535
     -6.30236      0.89940      0.57704      0.32236
     -6.29236      0.81116      0.51097      0.30019
     -6.28236      0.63996      0.39465      0.24531
     -6.27236      0.63531      0.38819      0.24712
     -6.26236      0.71162      0.43432      0.27731
     -6.25236      0.71220      0.43291      0.27928
     -6.24236      0.79947      0.48299      0.31649
     -6.23236      1.00875      0.60412      0.40463
     -6.22236      1.01281      0.61117      0.40163
     -6.21236      0.84950      0.52451      0.32499
     -6.20236      0.87163      0.54587      0.32576
     -6.19236      0.93878      0.58656      0.35221
     -6.18236      0.89255      0.55825      0.33430
     -6.17236      0.97221      0.61940      0.35281
     -6.16236      1.18895      0.76033      0.42862
     -6.15236      1.28554      0.83970      0.44584
     -6.14236      1.15113      0.77691      0.37422
     -6.13236      0.90170      0.61441      0.28729
     -6.12236      0.73674      0.50184      0.23491
     -6.11236      0.59533      0.40185      0.19348
     -6.10236      0.47405      0.31839      0.15566
     -6.09236      0.46722      0.31218      0.15504
     -6.08236      0.54426      0.34003      0.20424
     -6.07236      0.56440      0.33477      0.22963
     -6.06236      0.55010      0.33809      0.21201
     -6.05236      0.59346      0.37901      0.21445
     -6.04236      0.55095      0.35374      0.19731
     -6.03236      0.52885      0.34111      0.18909
     -6.02236      0.67571      0.43167      0.25063
     -6.01236      0.74787      0.45978      0.29987
     -6.00236      0.61500      0.36944      0.25332
     -5.99236      0.56347      0.34500      0.22035
     -5.98236      0.48379      0.30002      0.18393
     -5.97236      0.52249      0.32755      0.19495
     -5.96236      0.84751      0.53682      0.31070
     -5.95236      0.90769      0.58209      0.32559
     -5.94236      0.65715      0.43214      0.22501
     -5.93236      0.51457      0.35944      0.15513
     -5.92236      0.45681      0.33178      0.12503
     -5.91236      0.48466      0.33555      0.14910
     -5.90236      0.67410      0.42897      0.24513
     -5.89236      0.71542      0.43580      0.27962
     -5.88236      0.52791      0.32379      0.20412
     -5.87236      0.46156      0.29056      0.17100
     -5.86236      0.49168      0.30837      0.18331
     -5.85236      0.55574      0.34831      0.20743
     -5.84236      0.50931      0.32112      0.18820
     -5.83236      0.38909      0.23929      0.14979
     -5.82236      0.34994      0.20176      0.14818
     -5.81236      0.35253      0.19945      0.15307
     -5.80236      0.42912      0.25000      0.17912
     -5.79236      0.54169      0.32851      0.21318
     -5.78236      0.53508      0.34630      0.18877
     -5.77236      0.51755      0.34506      0.17249
     -5.76236      0.57295      0.36788      0.20507
     -5.75236      0.64369      0.39760      0.24609
     -5.74236      0.59594      0.36951      0.22643
     -5.73236      0.59589      0.39477      0.20112
     -5.72236      0.67094      0.46389      0.20705
     -5.71236      0.66341      0.47299      0.19043
     -5.70236      0.61869      0.43836      0.18035
     -5.69236      0.61601      0.40160      0.21466
     -5.68236      0.74547      0.42913      0.31764
     -5.67236      0.87072      0.46774      0.40549
     -5.66236      0.85862      0.49178      0.36921
     -5.65236      0.69331      0.42801      0.27094
     -5.64236      0.54647      0.32034      0.24248
     -5.63236      0.56786      0.31600      0.27071
     -5.62236      0.57837      0.34344      0.24294
     -5.61236      0.55781      0.34822      0.21085
     -5.60236      0.54127      0.33663      0.20471
     -5.59236      0.38835      0.24416      0.14419
     -5.58236      0.21519      0.13650      0.07869
     -5.57236      0.29104      0.17840      0.11264
     -5.56236      0.50961      0.31245      0.19716
     -5.55236      0.65455      0.40947      0.24508
     -5.54236      0.63066      0.39709      0.23357
     -5.53236      0.48388      0.29655      0.18733
     -5.52236      0.39326      0.23189      0.16137
     -5.51236      0.39196      0.23918      0.15278
     -5.50236      0.41655      0.26823      0.14832
     -5.49236      0.39368      0.25116      0.14252
     -5.48236      0.33224      0.19454      0.13770
     -5.47236      0.28872      0.15297      0.13575
     -5.46236      0.24678      0.13600      0.11078
     -5.45236      0.31359      0.18748      0.12611
     -5.44236      0.51110      0.28271      0.22839
     -5.43236      0.56869      0.30557      0.26313
     -5.42236      0.43664      0.26310      0.17354
     -5.41236      0.28758      0.19646      0.09113
     -5.40236      0.21250      0.14544      0.06706
     -5.39236      0.30056      0.19810      0.10246
     -5.38236      0.41131      0.27812      0.13318
     -5.37236      0.44874      0.31937      0.12937
     -5.36236      0.52040      0.37406      0.14634
     -5.35236      0.58474      0.41126      0.17347
     -5.34236      0.48448      0.33980      0.14468
     -5.33236      0.32919      0.22969      0.09950
     -5.32236      0.29101      0.19181      0.09920
     -5.31236      0.25128      0.14395      0.10733
     -5.30236      0.32101      0.16942      0.15159
     -5.29236      0.45796      0.26369      0.19427
     -5.28236      0.46863      0.30326      0.16538
     -5.27236      0.39563      0.26568      0.12995
     -5.26236      0.31899      0.19839      0.12062
     -5.25236      0.34840      0.19585      0.15279
     -5.24236      0.49265      0.26179      0.23270
     -5.23236      0.63207      0.32593      0.31126
     -5.22236      0.53596      0.27749      0.26372
     -5.21236      0.28197      0.15601      0.12794
     -5.20236      0.21625      0.13640      0.08012
     -5.19236      0.35256      0.22971      0.12286
     -5.18236      0.47977      0.30661      0.17317
     -5.17236      0.56254      0.35111      0.21166
     -5.16236      0.62134      0.39901      0.22426
     -5.15236      0.59698      0.41929      0.18369
     -5.14236      0.41630      0.31097      0.11220
     -5.13236      0.26294      0.18663      0.07920
     -5.12236      0.28872      0.18649      0.10268
     -5.11236      0.41412      0.25947      0.15468
     -5.10236      0.51610      0.31893      0.19717
     -5.09236      0.51227      0.31450      0.19778
     -5.08236      0.46936      0.29401      0.17535
     -5.07236      0.54844      0.35567      0.19278
     -5.06236      0.61049      0.38996      0.22053
     -5.05236      0.53167      0.31275      0.21892
     -5.04236      0.41014      0.23293      0.17721
     -5.03236      0.32770      0.20390      0.12380
     -5.02236      0.24725      0.15972      0.08752
     -5.01236      0.29147      0.18162      0.10984
     -5.00236      0.51845      0.31142      0.20703
     -4.99236      0.59710      0.34191      0.25519
     -4.98236      0.41094      0.22949      0.18145
     -4.97236      0.32187      0.18653      0.13534
     -4.96236      0.44649      0.25870      0.18779
     -4.95236      0.53569      0.32197      0.21372
     -4.94236      0.54212      0.33655      0.20557
     -4.93236      0.56514      0.34764      0.21749
     -4.92236      0.56648      0.34968      0.21679
     -4.91236      0.66962      0.41176      0.25786
     -4.90236      0.65271      0.39506      0.25765
     -4.89236      0.39051      0.23046      0.16005
     -4.88236      0.34369      0.19831      0.14538
     -4.87236      0.50645      0.29110      0.21535
     -4.86236      0.49501      0.28407      0.21094
     -4.85236      0.33136      0.18896      0.14240
     -4.84236      0.25351      0.15033      0.10318
     -4.83236      0.43660      0.27465      0.16195
     -4.82236      0.52848      0.33668      0.19180
     -4.81236      0.39616      0.25073      0.14543
     -4.80236      0.48216      0.29858      0.18357
     -4.79236      0.67265      0.41025      0.26241
     -4.78236      0.68697      0.40840      0.27857
     -4.77236      0.53874      0.31619      0.22255
     -4.76236      0.47161      0.28155      0.19006
     -4.75236      0.62154      0.37174      0.24981
     -4.74236      0.55666      0.32828      0.22838
     -4.73236      0.35126      0.19763      0.15364
     -4.72236      0.31893      0.17196      0.14696
     -4.71236      0.34436      0.20168      0.14269
     -4.70236      0.44030      0.27881      0.16149
     -4.69236      0.51632      0.32656      0.18976
     -4.68236      0.43847      0.27221      0.16626
     -4.67236      0.37555      0.21881      0.15674
