Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Al Sb 
    -12.73236      1.27166      0.64304      0.62862
    -12.72236      1.15272      0.56769      0.58503
    -12.71236      1.08446      0.51582      0.56864
    -12.70236      1.03240      0.48804      0.54436
    -12.69236      0.94481      0.46544      0.47936
    -12.68236      0.92572      0.46836      0.45736
    -12.67236      0.88757      0.45658      0.43098
    -12.66236      0.76999      0.39687      0.37312
    -12.65236      0.80461      0.38133      0.42328
    -12.64236      1.01702      0.44855      0.56847
    -12.63236      1.23948      0.54175      0.69773
    -12.62236      1.31929      0.60964      0.70965
    -12.61236      1.17223      0.59100      0.58123
    -12.60236      0.93707      0.48840      0.44867
    -12.59236      0.82085      0.40637      0.41448
    -12.58236      0.91622      0.43419      0.48204
    -12.57236      0.96882      0.44963      0.51918
    -12.56236      0.89802      0.39179      0.50624
    -12.55236      1.02620      0.42781      0.59839
    -12.54236      1.24893      0.53216      0.71676
    -12.53236      1.17471      0.52162      0.65309
    -12.52236      1.06792      0.48401      0.58391
    -12.51236      1.19040      0.51115      0.67925
    -12.50236      1.08821      0.44721      0.64100
    -12.49236      0.87384      0.38699      0.48685
    -12.48236      0.95359      0.47340      0.48019
    -12.47236      1.08571      0.56593      0.51978
    -12.46236      1.16812      0.61400      0.55412
    -12.45236      1.28398      0.65471      0.62927
    -12.44236      1.18173      0.59586      0.58587
    -12.43236      0.84751      0.42658      0.42093
    -12.42236      0.70264      0.35978      0.34286
    -12.41236      0.95699      0.48529      0.47170
    -12.40236      1.27414      0.60533      0.66881
    -12.39236      1.23687      0.55858      0.67829
    -12.38236      1.11973      0.50820      0.61154
    -12.37236      1.13065      0.52617      0.60448
    -12.36236      1.28030      0.59246      0.68785
    -12.35236      1.43287      0.65824      0.77470
    -12.34236      1.35046      0.61384      0.73700
    -12.33236      0.94484      0.41849      0.52705
    -12.32236      0.59557      0.25777      0.33828
    -12.31236      0.79984      0.34134      0.45862
    -12.30236      1.31427      0.56130      0.75298
    -12.29236      1.55434      0.67156      0.88279
    -12.28236      1.29273      0.55954      0.73319
    -12.27236      0.90962      0.40864      0.50098
    -12.26236      0.85761      0.39527      0.46235
    -12.25236      1.05581      0.45969      0.59624
    -12.24236      1.15427      0.46619      0.69003
    -12.23236      1.17461      0.46415      0.72124
    -12.22236      1.16712      0.46575      0.72342
    -12.21236      1.13960      0.44678      0.70942
    -12.20236      1.01422      0.38908      0.62974
    -12.19236      0.92176      0.36107      0.56115
    -12.18236      1.08130      0.45538      0.62594
    -12.17236      1.23985      0.55325      0.68660
    -12.16236      1.14698      0.52532      0.62165
    -12.15236      1.09826      0.50648      0.59177
    -12.14236      1.10908      0.48975      0.61933
    -12.13236      1.02748      0.42442      0.60306
    -12.12236      0.97131      0.39549      0.57582
    -12.11236      1.04259      0.43862      0.60397
    -12.10236      1.15169      0.48535      0.66634
    -12.09236      1.01287      0.42332      0.58955
    -12.08236      0.91488      0.39278      0.52211
    -12.07236      0.95166      0.39598      0.55568
    -12.06236      0.94037      0.35732      0.58305
    -12.05236      0.98676      0.37371      0.61305
    -12.04236      1.22972      0.50621      0.72351
    -12.03236      1.53390      0.65010      0.88379
    -12.02236      1.41279      0.60235      0.81044
    -12.01236      1.01276      0.45403      0.55873
    -12.00236      0.79283      0.35287      0.43996
    -11.99236      0.73799      0.29752      0.44047
    -11.98236      0.84108      0.33953      0.50155
    -11.97236      1.06259      0.45543      0.60716
    -11.96236      1.14388      0.50373      0.64015
    -11.95236      1.02639      0.44714      0.57926
    -11.94236      1.01386      0.42586      0.58800
    -11.93236      1.12892      0.46444      0.66447
    -11.92236      1.15172      0.47372      0.67800
    -11.91236      0.96634      0.39166      0.57468
    -11.90236      0.86765      0.33907      0.52857
    -11.89236      0.91984      0.35889      0.56095
    -11.88236      0.89076      0.36433      0.52643
    -11.87236      0.90557      0.39406      0.51151
    -11.86236      1.03840      0.47706      0.56135
    -11.85236      1.35503      0.62836      0.72667
    -11.84236      1.67471      0.72917      0.94554
    -11.83236      1.69182      0.69734      0.99447
    -11.82236      1.55347      0.63313      0.92034
    -11.81236      1.46187      0.57159      0.89028
    -11.80236      1.44109      0.52657      0.91452
    -11.79236      1.43096      0.50060      0.93036
    -11.78236      1.20399      0.42929      0.77469
    -11.77236      1.10669      0.43488      0.67181
    -11.76236      1.17216      0.48174      0.69043
    -11.75236      1.06131      0.43110      0.63021
    -11.74236      0.93961      0.37409      0.56552
    -11.73236      0.88080      0.34194      0.53886
    -11.72236      0.89328      0.33686      0.55642
    -11.71236      0.97850      0.36593      0.61257
    -11.70236      1.03644      0.38874      0.64770
    -11.69236      0.91845      0.36195      0.55650
    -11.68236      0.91229      0.37734      0.53496
    -11.67236      1.13871      0.45957      0.67931
    -11.66236      1.36601      0.53188      0.83645
    -11.65236      1.39694      0.52486      0.88368
    -11.64236      1.07665      0.39994      0.69808
    -11.63236      0.77280      0.30258      0.48471
    -11.62236      0.84884      0.34691      0.50554
    -11.61236      1.18745      0.47782      0.70996
    -11.60236      1.32718      0.51801      0.80919
    -11.59236      1.24875      0.47722      0.77153
    -11.58236      1.31556      0.50508      0.81049
    -11.57236      1.35240      0.52389      0.82851
    -11.56236      1.21199      0.47524      0.73675
    -11.55236      1.20049      0.48532      0.71517
    -11.54236      1.46580      0.64178      0.82402
    -11.53236      1.58585      0.74081      0.84504
    -11.52236      1.43560      0.66229      0.77331
    -11.51236      1.35989      0.59249      0.76740
    -11.50236      1.41181      0.58684      0.82497
    -11.49236      1.60177      0.64912      0.95265
    -11.48236      1.73619      0.71071      1.02547
    -11.47236      1.72876      0.71759      1.01116
    -11.46236      1.67774      0.68166      0.99607
    -11.45236      1.61970      0.62585      0.99385
    -11.44236      1.40241      0.53060      0.87181
    -11.43236      1.26746      0.47798      0.78948
    -11.42236      1.27401      0.47600      0.79801
    -11.41236      1.24807      0.48637      0.76170
    -11.40236      1.29568      0.54091      0.75477
    -11.39236      1.46887      0.62411      0.84476
    -11.38236      1.53064      0.65031      0.88034
    -11.37236      1.45465      0.61304      0.84161
    -11.36236      1.56171      0.63755      0.92416
    -11.35236      1.80353      0.73506      1.06847
    -11.34236      1.75484      0.72976      1.02508
    -11.33236      1.58318      0.65849      0.92468
    -11.32236      1.39313      0.57107      0.82206
    -11.31236      1.13380      0.46509      0.66871
    -11.30236      1.00583      0.42087      0.58496
    -11.29236      1.08957      0.45488      0.63470
    -11.28236      1.26280      0.51500      0.74780
    -11.27236      1.42187      0.56255      0.85933
    -11.26236      1.36365      0.52877      0.83489
    -11.25236      1.16262      0.45435      0.70870
    -11.24236      1.05413      0.42618      0.63186
    -11.23236      1.27600      0.51106      0.77819
    -11.22236      1.36999      0.53447      0.85205
    -11.21236      1.05301      0.41215      0.64846
    -11.20236      0.84128      0.33804      0.50453
    -11.19236      0.88243      0.34322      0.53928
    -11.18236      1.06723      0.40542      0.66181
    -11.17236      1.27884      0.49539      0.78345
    -11.16236      1.48792      0.56757      0.92035
    -11.15236      1.42525      0.52828      0.89697
    -11.14236      1.07850      0.40958      0.66892
    -11.13236      0.87156      0.34764      0.52392
    -11.12236      0.87299      0.35254      0.52045
    -11.11236      1.01517      0.41002      0.60516
    -11.10236      1.10387      0.45238      0.65149
    -11.09236      1.06403      0.46409      0.59994
    -11.08236      1.31010      0.60789      0.70220
    -11.07236      1.72335      0.79763      0.92572
    -11.06236      1.74932      0.79369      0.95563
    -11.05236      1.31703      0.58120      0.73583
    -11.04236      0.99127      0.43459      0.55667
    -11.03236      1.03084      0.46199      0.56886
    -11.02236      1.06864      0.45743      0.61161
    -11.01236      1.02910      0.40287      0.63005
    -11.00236      1.02751      0.37969      0.66152
    -10.99236      1.08901      0.41208      0.69501
    -10.98236      1.15277      0.47069      0.69085
    -10.97236      1.13544      0.49214      0.64487
    -10.96236      1.02308      0.45516      0.56802
    -10.95236      0.85615      0.37889      0.47727
    -10.94236      0.81602      0.34913      0.46689
    -10.93236      0.97664      0.40775      0.56891
    -10.92236      1.08213      0.44748      0.63498
    -10.91236      1.00199      0.41800      0.58613
    -10.90236      1.04109      0.46331      0.58300
    -10.89236      1.09482      0.49347      0.60605
    -10.88236      1.16195      0.50045      0.66306
    -10.87236      1.34519      0.54906      0.79632
    -10.86236      1.47627      0.58294      0.89334
    -10.85236      1.42451      0.57934      0.84517
    -10.84236      1.20453      0.51467      0.68986
    -10.83236      1.04297      0.43905      0.60392
    -10.82236      1.10980      0.45277      0.65703
    -10.81236      1.25560      0.51688      0.73872
    -10.80236      1.29872      0.52826      0.77046
    -10.79236      1.17089      0.48190      0.68899
    -10.78236      0.94298      0.41230      0.53069
    -10.77236      0.70231      0.30883      0.39348
    -10.76236      0.51836      0.21840      0.29996
    -10.75236      0.60789      0.25411      0.35378
    -10.74236      0.80748      0.33563      0.47185
    -10.73236      0.97612      0.39620      0.57992
    -10.72236      0.94259      0.36935      0.57324
    -10.71236      0.92130      0.34574      0.57556
    -10.70236      1.19849      0.46556      0.73293
    -10.69236      1.50333      0.61747      0.88586
    -10.68236      1.38467      0.58055      0.80412
    -10.67236      1.16898      0.48225      0.68673
    -10.66236      1.08486      0.41872      0.66613
    -10.65236      0.94574      0.34290      0.60285
    -10.64236      0.82152      0.30098      0.52054
    -10.63236      1.00259      0.39232      0.61027
    -10.62236      1.11692      0.44469      0.67223
    -10.61236      0.83434      0.33979      0.49457
    -10.60236      0.63383      0.26974      0.36446
    -10.59236      0.69609      0.28349      0.41556
    -10.58236      0.76406      0.28475      0.48795
    -10.57236      0.76265      0.28223      0.48971
    -10.56236      0.79965      0.31202      0.49130
    -10.55236      0.97860      0.39365      0.58548
    -10.54236      1.15083      0.48531      0.66555
    -10.53236      1.05452      0.45433      0.60019
    -10.52236      0.81255      0.34188      0.47067
    -10.51236      0.69478      0.29400      0.40078
    -10.50236      0.65649      0.28960      0.36689
    -10.49236      0.63766      0.27981      0.35785
    -10.48236      0.69446      0.29254      0.40193
    -10.47236      0.95649      0.39625      0.56024
    -10.46236      1.16339      0.48577      0.67762
    -10.45236      1.07434      0.44559      0.62875
    -10.44236      0.94994      0.37780      0.57214
    -10.43236      0.96937      0.38841      0.58102
    -10.42236      1.04301      0.42624      0.61763
    -10.41236      1.15238      0.43336      0.72382
    -10.40236      1.19515      0.41346      0.79151
    -10.39236      1.25478      0.43671      0.82545
    -10.38236      1.32419      0.48412      0.84211
    -10.37236      1.03315      0.39635      0.63702
    -10.36236      0.74326      0.30652      0.43674
    -10.35236      0.72311      0.30423      0.41887
    -10.34236      0.77518      0.32797      0.44721
    -10.33236      0.75994      0.31884      0.44111
    -10.32236      0.65323      0.25683      0.39641
    -10.31236      0.52351      0.19373      0.32979
    -10.30236      0.53269      0.19483      0.33785
    -10.29236      0.71830      0.27455      0.44375
    -10.28236      0.81591      0.33844      0.47747
    -10.27236      0.75375      0.35782      0.39594
    -10.26236      0.67063      0.35554      0.31509
    -10.25236      0.61670      0.31443      0.30227
    -10.24236      0.68317      0.30650      0.37667
    -10.23236      0.66771      0.27820      0.38951
    -10.22236      0.57559      0.23602      0.33958
    -10.21236      0.63077      0.26206      0.36871
    -10.20236      0.61569      0.24848      0.36721
    -10.19236      0.55532      0.21386      0.34145
    -10.18236      0.65413      0.26012      0.39400
    -10.17236      0.82746      0.35251      0.47496
    -10.16236      0.76402      0.33613      0.42789
    -10.15236      0.52186      0.21867      0.30319
    -10.14236      0.33261      0.12933      0.20328
    -10.13236      0.20192      0.07722      0.12470
    -10.12236      0.18872      0.07579      0.11293
    -10.11236      0.22729      0.09979      0.12750
    -10.10236      0.26963      0.12092      0.14872
    -10.09236      0.29446      0.12649      0.16797
    -10.08236      0.45294      0.18997      0.26297
    -10.07236      0.65882      0.27417      0.38465
    -10.06236      0.66182      0.28205      0.37977
    -10.05236      0.66513      0.29210      0.37302
    -10.04236      0.52837      0.22533      0.30304
    -10.03236      0.36206      0.14885      0.21321
    -10.02236      0.29081      0.11884      0.17197
    -10.01236      0.25516      0.10756      0.14760
    -10.00236      0.33972      0.14246      0.19726
     -9.99236      0.37688      0.14725      0.22963
     -9.98236      0.35742      0.12645      0.23097
     -9.97236      0.55821      0.19123      0.36698
     -9.96236      0.76101      0.27294      0.48807
     -9.95236      0.64315      0.25584      0.38731
     -9.94236      0.40434      0.17854      0.22579
     -9.93236      0.26812      0.11298      0.15514
     -9.92236      0.27682      0.10383      0.17299
     -9.91236      0.30058      0.12037      0.18021
     -9.90236      0.33689      0.15869      0.17820
     -9.89236      0.32384      0.16174      0.16210
     -9.88236      0.28479      0.13166      0.15313
     -9.87236      0.40092      0.17678      0.22414
     -9.86236      0.45262      0.20043      0.25219
     -9.85236      0.28760      0.12693      0.16067
     -9.84236      0.15637      0.06867      0.08771
     -9.83236      0.13033      0.05430      0.07604
     -9.82236      0.13441      0.05570      0.07871
     -9.81236      0.11586      0.04967      0.06619
     -9.80236      0.12916      0.05405      0.07511
     -9.79236      0.23166      0.09366      0.13800
     -9.78236      0.27320      0.10532      0.16787
     -9.77236      0.23482      0.08467      0.15015
     -9.76236      0.25771      0.09597      0.16175
     -9.75236      0.26452      0.10262      0.16190
     -9.74236      0.19426      0.08031      0.11394
     -9.73236      0.14395      0.06258      0.08137
     -9.72236      0.12230      0.05645      0.06585
     -9.71236      0.17824      0.08882      0.08942
     -9.70236      0.26651      0.12623      0.14028
     -9.69236      0.33821      0.14494      0.19326
     -9.68236      0.29919      0.12124      0.17795
     -9.67236      0.18729      0.08170      0.10559
     -9.66236      0.14605      0.08729      0.05876
     -9.65236      0.15724      0.10517      0.05207
     -9.64236      0.12672      0.07762      0.04910
     -9.63236      0.10757      0.05477      0.05280
     -9.62236      0.12497      0.06704      0.05794
     -9.61236      0.16814      0.10647      0.06166
     -9.60236      0.18875      0.11515      0.07360
     -9.59236      0.25916      0.11849      0.14068
     -9.58236      0.40073      0.17414      0.22659
     -9.57236      0.44719      0.21145      0.23574
     -9.56236      0.41579      0.20921      0.20658
     -9.55236      0.29376      0.14465      0.14911
     -9.54236      0.25250      0.10756      0.14493
     -9.53236      0.38493      0.15166      0.23327
     -9.52236      0.51906      0.20355      0.31551
     -9.51236      0.52249      0.21150      0.31099
     -9.50236      0.37562      0.15411      0.22150
     -9.49236      0.23790      0.09153      0.14637
     -9.48236      0.17401      0.06161      0.11240
     -9.47236      0.11403      0.04239      0.07165
     -9.46236      0.19391      0.08306      0.11084
     -9.45236      0.47120      0.19824      0.27296
     -9.44236      0.64737      0.27454      0.37284
     -9.43236      0.59324      0.27719      0.31605
     -9.42236      0.43161      0.22227      0.20934
     -9.41236      0.31823      0.15043      0.16780
     -9.40236      0.32903      0.14310      0.18593
     -9.39236      0.42711      0.21170      0.21541
     -9.38236      0.53001      0.29548      0.23453
     -9.37236      0.50028      0.29151      0.20876
     -9.36236      0.37074      0.21289      0.15785
     -9.35236      0.30346      0.15806      0.14541
     -9.34236      0.35209      0.14751      0.20457
     -9.33236      0.42898      0.16866      0.26032
     -9.32236      0.38360      0.15898      0.22463
     -9.31236      0.29405      0.13062      0.16343
     -9.30236      0.33432      0.15562      0.17870
     -9.29236      0.31972      0.15305      0.16668
     -9.28236      0.30131      0.15498      0.14634
     -9.27236      0.48300      0.25677      0.22623
     -9.26236      0.61462      0.31995      0.29466
     -9.25236      0.52110      0.26926      0.25184
     -9.24236      0.41140      0.21958      0.19182
     -9.23236      0.33345      0.17348      0.15997
     -9.22236      0.28882      0.12796      0.16086
     -9.21236      0.22500      0.09340      0.13160
     -9.20236      0.16154      0.07291      0.08863
     -9.19236      0.14656      0.07572      0.07084
     -9.18236      0.12408      0.07368      0.05040
     -9.17236      0.08224      0.05038      0.03187
     -9.16236      0.08073      0.04005      0.04068
     -9.15236      0.13014      0.05734      0.07280
     -9.14236      0.14990      0.06226      0.08764
     -9.13236      0.15113      0.06837      0.08276
     -9.12236      0.21297      0.11808      0.09488
     -9.11236      0.28775      0.16748      0.12028
     -9.10236      0.31430      0.17381      0.14049
     -9.09236      0.34443      0.16826      0.17618
     -9.08236      0.32006      0.14597      0.17408
     -9.07236      0.27455      0.13084      0.14371
     -9.06236      0.30334      0.16564      0.13773
     -9.05236      0.42754      0.24005      0.18771
     -9.04236      0.42586      0.21588      0.21071
     -9.03236      0.33647      0.15715      0.18021
     -9.02236      0.31231      0.15835      0.15436
     -9.01236      0.34082      0.16554      0.17534
     -9.00236      0.39818      0.18490      0.21328
     -8.99236      0.40362      0.18306      0.22056
     -8.98236      0.38814      0.16374      0.22440
     -8.97236      0.38429      0.16253      0.22175
     -8.96236      0.35533      0.16157      0.19376
     -8.95236      0.28286      0.13618      0.14668
     -8.94236      0.26718      0.13931      0.12788
     -8.93236      0.37174      0.20124      0.17050
     -8.92236      0.38090      0.21673      0.16417
     -8.91236      0.21099      0.12736      0.08364
     -8.90236      0.07201      0.03927      0.03275
     -8.89236      0.10781      0.03334      0.07447
     -8.88236      0.25688      0.08732      0.16957
     -8.87236      0.33165      0.14266      0.18911
     -8.86236      0.31454      0.17486      0.14068
     -8.85236      0.33715      0.20625      0.13383
     -8.84236      0.33845      0.18119      0.16041
     -8.83236      0.25802      0.10632      0.15294
     -8.82236      0.20371      0.07072      0.13317
     -8.81236      0.13484      0.04669      0.08816
     -8.80236      0.06651      0.02363      0.04288
     -8.79236      0.10002      0.04254      0.05748
     -8.78236      0.24774      0.13532      0.11242
     -8.77236      0.41095      0.25233      0.15862
     -8.76236      0.36679      0.22331      0.14348
     -8.75236      0.25820      0.13740      0.12080
     -8.74236      0.18018      0.09073      0.08945
     -8.73236      0.06968      0.03643      0.03325
     -8.72236      0.03785      0.01932      0.01853
     -8.71236      0.17017      0.09485      0.07532
     -8.70236      0.48850      0.28373      0.20476
     -8.69236      0.69463      0.37951      0.31512
     -8.68236      0.58148      0.27444      0.30704
     -8.67236      0.35659      0.16799      0.18861
     -8.66236      0.21246      0.12028      0.09218
     -8.65236      0.18517      0.10295      0.08221
     -8.64236      0.16474      0.08837      0.07637
     -8.63236      0.12871      0.07624      0.05248
     -8.62236      0.19337      0.10911      0.08426
     -8.61236      0.33458      0.16782      0.16675
     -8.60236      0.40021      0.19430      0.20591
     -8.59236      0.31247      0.15285      0.15963
     -8.58236      0.18860      0.09530      0.09330
     -8.57236      0.19719      0.10659      0.09060
     -8.56236      0.35286      0.21251      0.14035
     -8.55236      0.47357      0.30834      0.16523
     -8.54236      0.39073      0.25306      0.13767
     -8.53236      0.28218      0.15456      0.12762
     -8.52236      0.30719      0.15515      0.15204
     -8.51236      0.30944      0.15751      0.15193
     -8.50236      0.28556      0.15161      0.13395
     -8.49236      0.35305      0.23267      0.12038
     -8.48236      0.38958      0.27173      0.11784
