Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Al Sb 
     -4.47000      0.77363      0.53773      0.23590
     -4.46000      0.64659      0.44100      0.20558
     -4.45000      0.62030      0.41423      0.20606
     -4.44000      0.68406      0.46821      0.21585
     -4.43000      0.69652      0.48951      0.20701
     -4.42000      0.78500      0.54679      0.23821
     -4.41000      1.03955      0.72075      0.31880
     -4.40000      1.25518      0.87797      0.37722
     -4.39000      1.19793      0.83291      0.36502
     -4.38000      0.86763      0.59446      0.27316
     -4.37000      0.78415      0.53477      0.24938
     -4.36000      0.94219      0.64933      0.29286
     -4.35000      0.97376      0.67266      0.30110
     -4.34000      0.97335      0.65098      0.32237
     -4.33000      1.13715      0.74399      0.39315
     -4.32000      1.34935      0.89287      0.45648
     -4.31000      1.56380      1.04409      0.51971
     -4.30000      1.67580      1.11899      0.55681
     -4.29000      1.65434      1.09192      0.56242
     -4.28000      1.48700      0.97461      0.51238
     -4.27000      1.53763      1.01710      0.52053
     -4.26000      1.70399      1.13030      0.57369
     -4.25000      1.62465      1.08139      0.54327
     -4.24000      1.41067      0.95859      0.45208
     -4.23000      1.31199      0.89815      0.41384
     -4.22000      1.33782      0.90118      0.43665
     -4.21000      1.41570      0.94396      0.47175
     -4.20000      1.39132      0.93992      0.45140
     -4.19000      1.22218      0.83989      0.38229
     -4.18000      1.28384      0.87484      0.40900
     -4.17000      1.54112      1.03662      0.50450
     -4.16000      1.75660      1.18432      0.57229
     -4.15000      2.00759      1.34973      0.65786
     -4.14000      1.93834      1.27062      0.66772
     -4.13000      1.63200      1.05623      0.57576
     -4.12000      1.54697      1.03244      0.51453
     -4.11000      1.55408      1.06255      0.49153
     -4.10000      1.42946      0.98151      0.44795
     -4.09000      1.34344      0.93314      0.41030
     -4.08000      1.36278      0.95759      0.40519
     -4.07000      1.43099      0.99263      0.43836
     -4.06000      1.39840      0.94660      0.45180
     -4.05000      1.30502      0.87698      0.42804
     -4.04000      1.29423      0.87976      0.41447
     -4.03000      1.37969      0.95280      0.42689
     -4.02000      1.54641      1.06927      0.47714
     -4.01000      1.63308      1.11401      0.51907
     -4.00000      1.57917      1.06906      0.51011
     -3.99000      1.39339      0.93930      0.45409
     -3.98000      1.39772      0.93530      0.46242
     -3.97000      1.53888      1.03369      0.50519
     -3.96000      1.57693      1.06797      0.50896
     -3.95000      1.41004      0.96703      0.44302
     -3.94000      1.31484      0.90514      0.40969
     -3.93000      1.35912      0.91774      0.44137
     -3.92000      1.35921      0.89835      0.46086
     -3.91000      1.34011      0.86470      0.47541
     -3.90000      1.30968      0.83711      0.47257
     -3.89000      1.45405      0.95136      0.50270
     -3.88000      1.69207      1.13309      0.55898
     -3.87000      1.59185      1.07685      0.51500
     -3.86000      1.27895      0.85586      0.42309
     -3.85000      1.13083      0.73963      0.39121
     -3.84000      1.12344      0.71970      0.40374
     -3.83000      1.17322      0.73862      0.43460
     -3.82000      1.20976      0.76097      0.44879
     -3.81000      1.19739      0.76531      0.43208
     -3.80000      1.27437      0.83471      0.43966
     -3.79000      1.46211      0.96357      0.49854
     -3.78000      1.72334      1.10735      0.61599
     -3.77000      1.90741      1.20150      0.70592
     -3.76000      1.83870      1.15687      0.68183
     -3.75000      1.63215      1.02478      0.60737
     -3.74000      1.53076      0.95828      0.57248
     -3.73000      1.51704      0.94144      0.57560
     -3.72000      1.37907      0.84405      0.53502
     -3.71000      1.41273      0.86665      0.54608
     -3.70000      1.62314      0.99632      0.62681
     -3.69000      1.67622      1.01871      0.65750
     -3.68000      1.74835      1.05550      0.69285
     -3.67000      2.02548      1.23231      0.79317
     -3.66000      2.34411      1.42797      0.91614
     -3.65000      2.49888      1.49956      0.99932
     -3.64000      2.35102      1.38787      0.96315
     -3.63000      1.96615      1.16014      0.80601
     -3.62000      1.78709      1.06991      0.71718
     -3.61000      1.73926      1.04304      0.69622
     -3.60000      1.76677      1.04476      0.72201
     -3.59000      1.75427      1.03816      0.71611
     -3.58000      1.61183      0.96703      0.64480
     -3.57000      1.53834      0.92428      0.61406
     -3.56000      1.52951      0.91365      0.61586
     -3.55000      1.40034      0.83089      0.56944
     -3.54000      1.39079      0.82482      0.56597
     -3.53000      1.62044      0.96263      0.65780
     -3.52000      1.59284      0.93977      0.65307
     -3.51000      1.29469      0.75773      0.53696
     -3.50000      1.03397      0.59948      0.43449
     -3.49000      0.95819      0.55487      0.40332
     -3.48000      1.01129      0.59340      0.41789
     -3.47000      0.99956      0.60153      0.39803
     -3.46000      0.87830      0.54063      0.33767
     -3.45000      0.79544      0.48942      0.30602
     -3.44000      0.76391      0.45928      0.30463
     -3.43000      0.83070      0.48674      0.34396
     -3.42000      0.99851      0.57973      0.41878
     -3.41000      1.12606      0.66082      0.46524
     -3.40000      0.95248      0.57168      0.38080
     -3.39000      0.58327      0.36200      0.22127
     -3.38000      0.39005      0.24781      0.14224
     -3.37000      0.44857      0.27543      0.17314
     -3.36000      0.68669      0.41108      0.27561
     -3.35000      0.92463      0.55370      0.37093
     -3.34000      0.96475      0.58041      0.38434
     -3.33000      0.68713      0.41556      0.27158
     -3.32000      0.45277      0.27727      0.17550
     -3.31000      0.47923      0.29306      0.18617
     -3.30000      0.57743      0.34544      0.23199
     -3.29000      0.73367      0.43038      0.30329
     -3.28000      0.97513      0.57469      0.40044
     -3.27000      1.11913      0.65814      0.46099
     -3.26000      1.00432      0.58498      0.41934
     -3.25000      0.87327      0.51667      0.35659
     -3.24000      0.93923      0.57065      0.36859
     -3.23000      0.99144      0.60499      0.38645
     -3.22000      1.05823      0.64266      0.41557
     -3.21000      1.07686      0.65110      0.42576
     -3.20000      0.95276      0.57531      0.37745
     -3.19000      0.85600      0.51376      0.34224
     -3.18000      0.81790      0.48349      0.33441
     -3.17000      0.75444      0.44685      0.30759
     -3.16000      0.70782      0.42980      0.27801
     -3.15000      0.66460      0.41114      0.25346
     -3.14000      0.67231      0.40306      0.26925
     -3.13000      0.83841      0.48066      0.35775
     -3.12000      0.95201      0.53800      0.41401
     -3.11000      0.99710      0.56435      0.43276
     -3.10000      1.15301      0.66649      0.48652
     -3.09000      1.15935      0.69462      0.46472
     -3.08000      0.90885      0.55661      0.35224
     -3.07000      0.65349      0.39099      0.26250
     -3.06000      0.70640      0.40459      0.30180
     -3.05000      0.99286      0.56751      0.42535
     -3.04000      1.22054      0.69765      0.52289
     -3.03000      1.38214      0.78762      0.59452
     -3.02000      1.34347      0.77021      0.57326
     -3.01000      1.09260      0.63791      0.45468
     -3.00000      0.86756      0.51023      0.35732
     -2.99000      0.81018      0.46249      0.34769
     -2.98000      0.92100      0.51136      0.40964
     -2.97000      1.09996      0.61793      0.48204
     -2.96000      1.08222      0.62611      0.45612
     -2.95000      1.00503      0.58180      0.42324
     -2.94000      1.08321      0.61019      0.47302
     -2.93000      0.96874      0.53609      0.43265
     -2.92000      0.79025      0.43344      0.35681
     -2.91000      0.89932      0.48912      0.41019
     -2.90000      1.02068      0.55998      0.46070
     -2.89000      0.98992      0.55351      0.43641
     -2.88000      1.03594      0.57527      0.46067
     -2.87000      1.13516      0.62132      0.51384
     -2.86000      1.05220      0.58094      0.47126
     -2.85000      0.86839      0.48897      0.37942
     -2.84000      0.76995      0.43811      0.33184
     -2.83000      0.82958      0.47214      0.35744
     -2.82000      0.99404      0.55079      0.44325
     -2.81000      1.23379      0.66537      0.56842
     -2.80000      1.29728      0.68673      0.61056
     -2.79000      1.23125      0.64892      0.58233
     -2.78000      1.19431      0.63537      0.55894
     -2.77000      1.28703      0.70112      0.58591
     -2.76000      1.45848      0.80896      0.64952
     -2.75000      1.33868      0.73584      0.60285
     -2.74000      1.22770      0.66212      0.56559
     -2.73000      1.11919      0.59483      0.52436
     -2.72000      0.89492      0.45954      0.43538
     -2.71000      0.72628      0.37238      0.35390
     -2.70000      0.75810      0.41513      0.34297
     -2.69000      0.97057      0.54183      0.42874
     -2.68000      1.27084      0.67913      0.59170
     -2.67000      1.44594      0.74800      0.69794
     -2.66000      1.21729      0.63479      0.58250
     -2.65000      0.93348      0.50349      0.43000
     -2.64000      0.87594      0.47502      0.40092
     -2.63000      0.90921      0.49120      0.41801
     -2.62000      0.96671      0.52401      0.44270
     -2.61000      1.16027      0.61619      0.54408
     -2.60000      1.29697      0.67223      0.62474
     -2.59000      1.25971      0.64894      0.61077
     -2.58000      1.19598      0.61136      0.58461
     -2.57000      1.20876      0.61472      0.59405
     -2.56000      1.12770      0.57484      0.55286
     -2.55000      0.96939      0.48914      0.48025
     -2.54000      1.08251      0.54631      0.53620
     -2.53000      1.30822      0.66895      0.63928
     -2.52000      1.29902      0.68936      0.60966
     -2.51000      1.20895      0.65466      0.55429
     -2.50000      1.10421      0.58079      0.52342
     -2.49000      0.95666      0.49393      0.46273
     -2.48000      0.93400      0.48960      0.44440
     -2.47000      1.05957      0.55485      0.50472
     -2.46000      1.04514      0.54414      0.50101
     -2.45000      0.87305      0.44552      0.42753
     -2.44000      0.86927      0.42735      0.44192
     -2.43000      1.06880      0.51492      0.55387
     -2.42000      1.34074      0.64886      0.69188
     -2.41000      1.37092      0.66939      0.70153
     -2.40000      1.30926      0.65289      0.65637
     -2.39000      1.37855      0.71043      0.66812
     -2.38000      1.24507      0.65839      0.58668
     -2.37000      1.09875      0.58332      0.51543
     -2.36000      1.36052      0.70633      0.65418
     -2.35000      1.63360      0.82512      0.80848
     -2.34000      1.45284      0.71901      0.73383
     -2.33000      1.09538      0.54908      0.54630
     -2.32000      0.92518      0.47455      0.45064
     -2.31000      1.00277      0.50618      0.49659
     -2.30000      1.04599      0.51219      0.53380
     -2.29000      0.84990      0.39856      0.45134
     -2.28000      0.66167      0.30194      0.35973
     -2.27000      0.74378      0.35699      0.38679
     -2.26000      1.04509      0.52439      0.52070
     -2.25000      1.27492      0.64282      0.63209
     -2.24000      1.33729      0.67035      0.66694
     -2.23000      1.31766      0.65739      0.66027
     -2.22000      1.33501      0.66374      0.67127
     -2.21000      1.18572      0.59839      0.58733
     -2.20000      1.08602      0.54420      0.54182
     -2.19000      1.35995      0.66202      0.69793
     -2.18000      1.58005      0.77476      0.80529
     -2.17000      1.56519      0.79099      0.77420
     -2.16000      1.45436      0.73698      0.71738
     -2.15000      1.25135      0.61874      0.63261
     -2.14000      1.24421      0.61522      0.62899
     -2.13000      1.51608      0.75429      0.76179
     -2.12000      1.73275      0.86977      0.86298
     -2.11000      1.61021      0.83472      0.77549
     -2.10000      1.25033      0.65862      0.59171
     -2.09000      1.04551      0.53371      0.51180
     -2.08000      1.24720      0.62863      0.61857
     -2.07000      1.32748      0.66986      0.65762
     -2.06000      1.09753      0.55361      0.54393
     -2.05000      0.99471      0.50332      0.49139
     -2.04000      1.16741      0.59674      0.57066
     -2.03000      1.38766      0.73222      0.65544
     -2.02000      1.44972      0.76185      0.68787
     -2.01000      1.46215      0.72181      0.74034
     -2.00000      1.48806      0.70401      0.78405
     -1.99000      1.37509      0.64898      0.72611
     -1.98000      1.30537      0.62964      0.67573
     -1.97000      1.23621      0.60203      0.63418
     -1.96000      1.24577      0.61003      0.63574
     -1.95000      1.55004      0.77457      0.77546
     -1.94000      1.74532      0.88003      0.86528
     -1.93000      1.81077      0.91027      0.90050
     -1.92000      1.82127      0.92109      0.90018
     -1.91000      1.62134      0.82841      0.79293
     -1.90000      1.34824      0.68265      0.66559
     -1.89000      1.23540      0.60648      0.62892
     -1.88000      1.47937      0.72677      0.75260
     -1.87000      1.77927      0.88475      0.89453
     -1.86000      1.92189      0.95822      0.96367
     -1.85000      1.88681      0.95622      0.93059
     -1.84000      1.57906      0.82509      0.75397
     -1.83000      1.23264      0.64199      0.59066
     -1.82000      1.11034      0.55556      0.55478
     -1.81000      1.24032      0.59161      0.64872
     -1.80000      1.53838      0.70919      0.82919
     -1.79000      1.61724      0.74541      0.87183
     -1.78000      1.49657      0.69858      0.79799
     -1.77000      1.52905      0.72438      0.80467
     -1.76000      1.36796      0.64399      0.72398
     -1.75000      1.32526      0.60739      0.71786
     -1.74000      1.54907      0.70788      0.84120
     -1.73000      1.60778      0.73011      0.87767
     -1.72000      1.46039      0.65322      0.80717
     -1.71000      1.38608      0.64093      0.74515
     -1.70000      1.49200      0.73107      0.76094
     -1.69000      1.57665      0.78474      0.79191
     -1.68000      1.63193      0.79142      0.84051
     -1.67000      1.79267      0.84737      0.94530
     -1.66000      1.72121      0.82062      0.90059
     -1.65000      1.49637      0.72509      0.77129
     -1.64000      1.45771      0.70913      0.74858
     -1.63000      1.46607      0.69105      0.77502
     -1.62000      1.57706      0.70534      0.87172
     -1.61000      1.73724      0.77328      0.96397
     -1.60000      1.66145      0.75946      0.90199
     -1.59000      1.46056      0.66963      0.79093
     -1.58000      1.54243      0.69490      0.84753
     -1.57000      1.74579      0.78225      0.96354
     -1.56000      1.68439      0.75751      0.92688
     -1.55000      1.55748      0.70814      0.84934
     -1.54000      1.54707      0.71937      0.82770
     -1.53000      1.47234      0.68733      0.78500
     -1.52000      1.51355      0.67740      0.83615
     -1.51000      1.85936      0.80163      1.05774
     -1.50000      1.98015      0.84445      1.13570
     -1.49000      1.89112      0.79795      1.09316
     -1.48000      1.86293      0.79624      1.06669
     -1.47000      1.61717      0.71466      0.90251
     -1.46000      1.40895      0.63662      0.77233
     -1.45000      1.55748      0.68955      0.86793
     -1.44000      1.73973      0.74374      0.99599
     -1.43000      1.73084      0.73545      0.99539
     -1.42000      1.68434      0.72976      0.95458
     -1.41000      1.61613      0.70950      0.90664
     -1.40000      1.60538      0.69522      0.91016
     -1.39000      1.63032      0.68722      0.94310
     -1.38000      1.61502      0.65903      0.95599
     -1.37000      1.64136      0.65121      0.99015
     -1.36000      1.80269      0.71797      1.08471
     -1.35000      2.01539      0.80383      1.21156
     -1.34000      2.19708      0.88987      1.30721
     -1.33000      2.06596      0.87533      1.19062
     -1.32000      1.91288      0.83372      1.07916
     -1.31000      2.10746      0.89939      1.20807
     -1.30000      2.34279      0.95705      1.38574
     -1.29000      2.30409      0.90271      1.40138
     -1.28000      2.23625      0.85177      1.38448
     -1.27000      2.25184      0.85907      1.39277
     -1.26000      2.03655      0.79348      1.24307
     -1.25000      1.78515      0.72419      1.06096
     -1.24000      1.78748      0.73569      1.05180
     -1.23000      1.85772      0.73556      1.12216
     -1.22000      2.02601      0.78854      1.23748
     -1.21000      2.10169      0.83500      1.26669
     -1.20000      2.03463      0.82219      1.21244
     -1.19000      1.87577      0.76284      1.11293
     -1.18000      1.61415      0.65548      0.95867
     -1.17000      1.52588      0.60298      0.92289
     -1.16000      1.58195      0.60594      0.97601
     -1.15000      1.87009      0.71619      1.15390
     -1.14000      2.22797      0.86580      1.36218
     -1.13000      2.29973      0.89223      1.40749
     -1.12000      2.12278      0.80296      1.31982
     -1.11000      1.97065      0.73683      1.23382
     -1.10000      2.20099      0.83579      1.36521
     -1.09000      2.39953      0.93394      1.46559
     -1.08000      1.97499      0.79181      1.18317
     -1.07000      1.55251      0.63442      0.91808
     -1.06000      1.58222      0.63659      0.94563
     -1.05000      1.59770      0.62644      0.97126
     -1.04000      1.62162      0.63326      0.98837
     -1.03000      1.85386      0.73877      1.11508
     -1.02000      2.03466      0.82312      1.21154
     -1.01000      2.07799      0.82908      1.24891
     -1.00000      2.04983      0.78220      1.26763
     -0.99000      1.98686      0.74089      1.24597
     -0.98000      2.03043      0.77439      1.25604
     -0.97000      2.17386      0.85557      1.31830
     -0.96000      2.34142      0.91930      1.42212
     -0.95000      2.24720      0.86667      1.38053
     -0.94000      1.73629      0.65822      1.07807
     -0.93000      1.37401      0.52023      0.85378
     -0.92000      1.56366      0.60046      0.96320
     -0.91000      1.93721      0.73340      1.20381
     -0.90000      1.94135      0.73368      1.20768
     -0.89000      1.75199      0.66936      1.08264
     -0.88000      1.54751      0.59754      0.94997
     -0.87000      1.40976      0.54313      0.86663
     -0.86000      1.54938      0.58056      0.96883
     -0.85000      1.64729      0.62719      1.02010
     -0.84000      1.55809      0.61301      0.94508
     -0.83000      1.88644      0.73670      1.14974
     -0.82000      2.35854      0.90138      1.45716
     -0.81000      2.26389      0.85215      1.41174
     -0.80000      2.09389      0.78145      1.31244
     -0.79000      2.21110      0.81989      1.39120
     -0.78000      2.08476      0.76678      1.31798
     -0.77000      1.68686      0.61842      1.06844
     -0.76000      1.39694      0.50893      0.88801
     -0.75000      1.37301      0.49384      0.87917
     -0.74000      1.39698      0.50116      0.89581
     -0.73000      1.41793      0.51682      0.90110
     -0.72000      1.55161      0.57961      0.97200
     -0.71000      1.62542      0.61978      1.00565
     -0.70000      1.70781      0.64557      1.06224
     -0.69000      1.64326      0.60255      1.04071
     -0.68000      1.37136      0.49704      0.87431
     -0.67000      1.17228      0.42857      0.74371
     -0.66000      1.16057      0.42011      0.74047
     -0.65000      1.10915      0.39159      0.71756
     -0.64000      1.07069      0.37619      0.69450
     -0.63000      1.42728      0.50603      0.92125
     -0.62000      1.83068      0.65236      1.17832
     -0.61000      1.89760      0.67657      1.22103
     -0.60000      1.85427      0.65943      1.19484
     -0.59000      1.81104      0.63583      1.17522
     -0.58000      1.72162      0.59400      1.12762
     -0.57000      1.43886      0.49432      0.94454
     -0.56000      1.17293      0.39841      0.77452
     -0.55000      1.03209      0.34861      0.68348
     -0.54000      1.04676      0.36399      0.68277
     -0.53000      1.08919      0.38979      0.69940
     -0.52000      0.94060      0.33499      0.60561
     -0.51000      0.90174      0.30663      0.59512
     -0.50000      0.96268      0.32206      0.64062
     -0.49000      0.98895      0.33381      0.65514
     -0.48000      1.06371      0.36194      0.70177
     -0.47000      1.30317      0.45040      0.85278
     -0.46000      1.69031      0.57478      1.11553
     -0.45000      1.78854      0.59732      1.19122
     -0.44000      1.58872      0.53808      1.05064
     -0.43000      1.43126      0.48924      0.94202
     -0.42000      1.21026      0.40507      0.80519
     -0.41000      0.95170      0.30858      0.64312
     -0.40000      0.85392      0.26965      0.58427
     -0.39000      0.88333      0.27487      0.60846
     -0.38000      0.97169      0.30599      0.66569
     -0.37000      0.99679      0.32228      0.67450
     -0.36000      1.09108      0.35969      0.73140
     -0.35000      1.25327      0.40305      0.85021
     -0.34000      1.18908      0.36938      0.81970
     -0.33000      0.96834      0.30739      0.66095
     -0.32000      0.90379      0.29875      0.60503
     -0.31000      1.01867      0.33490      0.68377
     -0.30000      0.99743      0.31907      0.67836
     -0.29000      0.70117      0.22334      0.47783
     -0.28000      0.70372      0.23361      0.47011
     -0.27000      0.95922      0.31782      0.64140
     -0.26000      1.02071      0.33269      0.68802
     -0.25000      0.94990      0.30176      0.64814
     -0.24000      0.93429      0.29491      0.63938
     -0.23000      0.85323      0.27372      0.57951
     -0.22000      0.66609      0.21751      0.44858
     -0.21000      0.51848      0.16861      0.34987
     -0.20000      0.52348      0.16539      0.35809
     -0.19000      0.65558      0.20234      0.45324
     -0.18000      0.75391      0.23611      0.51780
     -0.17000      0.77982      0.24890      0.53092
     -0.16000      0.78952      0.25077      0.53875
     -0.15000      0.63372      0.19841      0.43531
     -0.14000      0.43257      0.13689      0.29569
     -0.13000      0.40346      0.13178      0.27168
     -0.12000      0.47848      0.15564      0.32284
     -0.11000      0.62889      0.19833      0.43057
     -0.10000      0.74835      0.22804      0.52031
     -0.09000      0.61410      0.18228      0.43182
     -0.08000      0.38353      0.11467      0.26886
     -0.07000      0.32206      0.10073      0.22133
     -0.06000      0.35318      0.10899      0.24420
     -0.05000      0.36117      0.10661      0.25456
     -0.04000      0.34355      0.09776      0.24578
     -0.03000      0.30991      0.08523      0.22468
     -0.02000      0.30179      0.08290      0.21889
     -0.01000      0.20984      0.05901      0.15083
      0.00000      0.07531      0.02161      0.05370
      0.01000      0.01202      0.00349      0.00853
      0.02000      0.00077      0.00023      0.00055
      0.03000      0.00002      0.00001      0.00001
      0.04000      0.00000      0.00000      0.00000
      0.05000      0.00000      0.00000      0.00000
      0.06000      0.00000      0.00000      0.00000
      0.07000      0.00000      0.00000      0.00000
      0.08000      0.00000      0.00000      0.00000
      0.09000      0.00000      0.00000      0.00000
      0.10000      0.00000      0.00000      0.00000
      0.11000      0.00000      0.00000      0.00000
      0.12000      0.00000      0.00000      0.00000
      0.13000      0.00000      0.00000      0.00000
      0.14000      0.00002      0.00001      0.00001
      0.15000      0.00070      0.00044      0.00026
      0.16000      0.00914      0.00577      0.00336
      0.17000      0.04394      0.02776      0.01618
      0.18000      0.07773      0.04911      0.02861
      0.19000      0.05061      0.03198      0.01863
      0.20000      0.01301      0.00822      0.00479
      0.21000      0.01189      0.00753      0.00436
      0.22000      0.04792      0.03035      0.01757
      0.23000      0.07791      0.04935      0.02856
      0.24000      0.04663      0.02954      0.01709
      0.25000      0.01028      0.00651      0.00377
      0.26000      0.00123      0.00078      0.00045
      0.27000      0.00621      0.00394      0.00227
      0.28000      0.03564      0.02261      0.01303
      0.29000      0.07560      0.04797      0.02763
      0.30000      0.06115      0.03881      0.02235
      0.31000      0.03786      0.02407      0.01378
      0.32000      0.07908      0.05036      0.02872
      0.33000      0.13174      0.08381      0.04793
      0.34000      0.13113      0.08298      0.04815
      0.35000      0.11092      0.06922      0.04170
      0.36000      0.08756      0.05425      0.03331
      0.37000      0.07221      0.04534      0.02686
      0.38000      0.09183      0.05816      0.03367
      0.39000      0.09879      0.06204      0.03675
      0.40000      0.09596      0.05971      0.03625
      0.41000      0.09079      0.05703      0.03377
      0.42000      0.13595      0.08663      0.04932
      0.43000      0.14496      0.09261      0.05235
      0.44000      0.06530      0.04174      0.02356
      0.45000      0.02801      0.01798      0.01003
      0.46000      0.06174      0.03971      0.02204
      0.47000      0.09241      0.05920      0.03321
      0.48000      0.11245      0.07138      0.04106
      0.49000      0.17784      0.11314      0.06470
      0.50000      0.23046      0.14746      0.08300
      0.51000      0.19148      0.12280      0.06868
      0.52000      0.11120      0.07194      0.03926
      0.53000      0.13529      0.08870      0.04659
      0.54000      0.19928      0.12999      0.06929
      0.55000      0.19741      0.12809      0.06932
      0.56000      0.19181      0.12461      0.06720
      0.57000      0.15723      0.10169      0.05553
      0.58000      0.11434      0.07307      0.04127
      0.59000      0.09479      0.06102      0.03377
      0.60000      0.14379      0.09358      0.05021
      0.61000      0.26964      0.17412      0.09552
      0.62000      0.34305      0.22038      0.12267
      0.63000      0.27770      0.17829      0.09942
      0.64000      0.23390      0.14940      0.08449
      0.65000      0.19295      0.12244      0.07051
      0.66000      0.13983      0.09050      0.04933
      0.67000      0.17837      0.11873      0.05964
      0.68000      0.26076      0.17429      0.08647
      0.69000      0.28717      0.19096      0.09622
      0.70000      0.25002      0.16497      0.08505
      0.71000      0.23814      0.15707      0.08107
      0.72000      0.31114      0.20560      0.10553
      0.73000      0.32886      0.21689      0.11198
      0.74000      0.26787      0.17580      0.09207
      0.75000      0.29114      0.19071      0.10043
      0.76000      0.32174      0.21024      0.11150
      0.77000      0.30418      0.19846      0.10572
      0.78000      0.35283      0.23066      0.12217
      0.79000      0.38016      0.24949      0.13066
      0.80000      0.29164      0.19297      0.09866
      0.81000      0.31610      0.21080      0.10531
      0.82000      0.38481      0.25719      0.12763
      0.83000      0.28901      0.19369      0.09532
      0.84000      0.19911      0.13318      0.06592
      0.85000      0.24470      0.16401      0.08068
      0.86000      0.35492      0.23803      0.11689
      0.87000      0.54809      0.36517      0.18292
      0.88000      0.63669      0.42180      0.21489
      0.89000      0.41844      0.27741      0.14103
      0.90000      0.32524      0.21772      0.10753
      0.91000      0.58989      0.39903      0.19086
      0.92000      0.66905      0.45870      0.21036
      0.93000      0.42386      0.29587      0.12799
      0.94000      0.24159      0.17194      0.06966
      0.95000      0.24153      0.16941      0.07212
      0.96000      0.37875      0.25668      0.12207
      0.97000      0.58308      0.39699      0.18609
      0.98000      0.74267      0.52820      0.21447
      0.99000      0.80829      0.59820      0.21008
      1.00000      0.68611      0.49922      0.18689
      1.01000      0.53781      0.37251      0.16530
      1.02000      0.60924      0.42077      0.18847
      1.03000      0.86562      0.61213      0.25349
      1.04000      0.99986      0.71421      0.28565
      1.05000      0.88553      0.63260      0.25293
      1.06000      0.73601      0.53480      0.20121
      1.07000      0.70462      0.50907      0.19555
      1.08000      0.88468      0.62142      0.26326
      1.09000      1.09984      0.78423      0.31561
      1.10000      1.15945      0.84498      0.31447
      1.11000      1.11599      0.81487      0.30112
      1.12000      1.01740      0.73716      0.28024
      1.13000      0.84456      0.60979      0.23476
      1.14000      0.86966      0.63739      0.23227
      1.15000      1.14755      0.85052      0.29703
      1.16000      1.46232      1.07299      0.38933
      1.17000      1.70071      1.23079      0.46992
      1.18000      1.60335      1.15881      0.44454
      1.19000      1.52402      1.11602      0.40800
      1.20000      1.81289      1.34909      0.46380
      1.21000      2.03561      1.51955      0.51606
      1.22000      1.97129      1.46869      0.50261
      1.23000      1.97026      1.46553      0.50473
      1.24000      1.97352      1.46572      0.50780
      1.25000      1.79015      1.32462      0.46553
      1.26000      1.71773      1.27521      0.44252
      1.27000      1.67838      1.24275      0.43563
      1.28000      1.63344      1.19643      0.43701
      1.29000      1.92796      1.40024      0.52772
      1.30000      2.15036      1.55506      0.59529
      1.31000      2.04923      1.49960      0.54963
      1.32000      1.96315      1.46128      0.50187
      1.33000      2.09667      1.56333      0.53334
      1.34000      2.25206      1.64260      0.60946
      1.35000      2.19384      1.57187      0.62197
      1.36000      1.95200      1.41946      0.53254
      1.37000      1.98158      1.46145      0.52013
      1.38000      2.21632      1.62171      0.59461
