Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Al As 
    -13.35222      1.47156      0.00000      0.00000
    -13.34222      1.52584      0.00000      0.00000
    -13.33222      1.80067      0.00000      0.00000
    -13.32222      1.80441      0.00000      0.00000
    -13.31222      1.47385      0.00000      0.00000
    -13.30222      1.55126      0.00000      0.00000
    -13.29222      1.77090      0.00000      0.00000
    -13.28222      1.93510      0.00000      0.00000
    -13.27222      1.89715      0.00000      0.00000
    -13.26222      2.06680      0.00000      0.00000
    -13.25222      2.56790      0.00000      0.00000
    -13.24222      2.24329      0.00000      0.00000
    -13.23222      1.21069      0.00000      0.00000
    -13.22222      0.85589      0.00000      0.00000
    -13.21222      1.19188      0.00000      0.00000
    -13.20222      1.39778      0.00000      0.00000
    -13.19222      1.46097      0.00000      0.00000
    -13.18222      1.68963      0.00000      0.00000
    -13.17222      1.58882      0.00000      0.00000
    -13.16222      0.96649      0.00000      0.00000
    -13.15222      0.67570      0.00000      0.00000
    -13.14222      0.76400      0.00000      0.00000
    -13.13222      0.96952      0.00000      0.00000
    -13.12222      1.17061      0.00000      0.00000
    -13.11222      1.26755      0.00000      0.00000
    -13.10222      1.17560      0.00000      0.00000
    -13.09222      1.13520      0.00000      0.00000
    -13.08222      1.45376      0.00000      0.00000
    -13.07222      1.43531      0.00000      0.00000
    -13.06222      1.00763      0.00000      0.00000
    -13.05222      1.04502      0.00000      0.00000
    -13.04222      1.30037      0.00000      0.00000
    -13.03222      1.29260      0.00000      0.00000
    -13.02222      1.35141      0.00000      0.00000
    -13.01222      1.36129      0.00000      0.00000
    -13.00222      1.20853      0.00000      0.00000
    -12.99222      1.10901      0.00000      0.00000
    -12.98222      1.10585      0.00000      0.00000
    -12.97222      1.08875      0.00000      0.00000
    -12.96222      1.02037      0.00000      0.00000
    -12.95222      1.17377      0.00000      0.00000
    -12.94222      1.30893      0.00000      0.00000
    -12.93222      1.16005      0.00000      0.00000
    -12.92222      0.89920      0.00000      0.00000
    -12.91222      0.76350      0.00000      0.00000
    -12.90222      0.92200      0.00000      0.00000
    -12.89222      1.08211      0.00000      0.00000
    -12.88222      1.07093      0.00000      0.00000
    -12.87222      1.11507      0.00000      0.00000
    -12.86222      1.24265      0.00000      0.00000
    -12.85222      1.28930      0.00000      0.00000
    -12.84222      1.04168      0.00000      0.00000
    -12.83222      0.61724      0.00000      0.00000
    -12.82222      0.38502      0.00000      0.00000
    -12.81222      0.58510      0.00000      0.00000
    -12.80222      1.02478      0.00000      0.00000
    -12.79222      1.32121      0.00000      0.00000
    -12.78222      1.52533      0.00000      0.00000
    -12.77222      1.58385      0.00000      0.00000
    -12.76222      1.22764      0.00000      0.00000
    -12.75222      1.02994      0.00000      0.00000
    -12.74222      1.06238      0.00000      0.00000
    -12.73222      1.20365      0.00000      0.00000
    -12.72222      1.43368      0.00000      0.00000
    -12.71222      1.55950      0.00000      0.00000
    -12.70222      1.48472      0.00000      0.00000
    -12.69222      1.32637      0.00000      0.00000
    -12.68222      1.41834      0.00000      0.00000
    -12.67222      1.79855      0.00000      0.00000
    -12.66222      1.96631      0.00000      0.00000
    -12.65222      1.91101      0.00000      0.00000
    -12.64222      2.08447      0.00000      0.00000
    -12.63222      2.34606      0.00000      0.00000
    -12.62222      2.20417      0.00000      0.00000
    -12.61222      1.50666      0.00000      0.00000
    -12.60222      1.04208      0.00000      0.00000
    -12.59222      1.20509      0.00000      0.00000
    -12.58222      1.55606      0.00000      0.00000
    -12.57222      1.74718      0.00000      0.00000
    -12.56222      1.91084      0.00000      0.00000
    -12.55222      2.07693      0.00000      0.00000
    -12.54222      2.16973      0.00000      0.00000
    -12.53222      1.81344      0.00000      0.00000
    -12.52222      1.47859      0.00000      0.00000
    -12.51222      1.60309      0.00000      0.00000
    -12.50222      1.68319      0.00000      0.00000
    -12.49222      1.77111      0.00000      0.00000
    -12.48222      1.98298      0.00000      0.00000
    -12.47222      1.70937      0.00000      0.00000
    -12.46222      1.04423      0.00000      0.00000
    -12.45222      0.78145      0.00000      0.00000
    -12.44222      0.96239      0.00000      0.00000
    -12.43222      1.13475      0.00000      0.00000
    -12.42222      1.08601      0.00000      0.00000
    -12.41222      0.83531      0.00000      0.00000
    -12.40222      0.89688      0.00000      0.00000
    -12.39222      1.50007      0.00000      0.00000
    -12.38222      1.61644      0.00000      0.00000
    -12.37222      1.32257      0.00000      0.00000
    -12.36222      1.34442      0.00000      0.00000
    -12.35222      1.55434      0.00000      0.00000
    -12.34222      1.51629      0.00000      0.00000
    -12.33222      1.43868      0.00000      0.00000
    -12.32222      1.29874      0.00000      0.00000
    -12.31222      0.93959      0.00000      0.00000
    -12.30222      1.03976      0.00000      0.00000
    -12.29222      1.47965      0.00000      0.00000
    -12.28222      1.55731      0.00000      0.00000
    -12.27222      1.25572      0.00000      0.00000
    -12.26222      1.03831      0.00000      0.00000
    -12.25222      1.08945      0.00000      0.00000
    -12.24222      1.33691      0.00000      0.00000
    -12.23222      1.49920      0.00000      0.00000
    -12.22222      1.56286      0.00000      0.00000
    -12.21222      1.64953      0.00000      0.00000
    -12.20222      1.65614      0.00000      0.00000
    -12.19222      1.62059      0.00000      0.00000
    -12.18222      1.62205      0.00000      0.00000
    -12.17222      1.31275      0.00000      0.00000
    -12.16222      0.82713      0.00000      0.00000
    -12.15222      0.51185      0.00000      0.00000
    -12.14222      0.38559      0.00000      0.00000
    -12.13222      0.62114      0.00000      0.00000
    -12.12222      1.09063      0.00000      0.00000
    -12.11222      1.68589      0.00000      0.00000
    -12.10222      2.22240      0.00000      0.00000
    -12.09222      2.24390      0.00000      0.00000
    -12.08222      2.07611      0.00000      0.00000
    -12.07222      1.97124      0.00000      0.00000
    -12.06222      1.76910      0.00000      0.00000
    -12.05222      1.56796      0.00000      0.00000
    -12.04222      1.28893      0.00000      0.00000
    -12.03222      1.25850      0.00000      0.00000
    -12.02222      1.61964      0.00000      0.00000
    -12.01222      2.03187      0.00000      0.00000
    -12.00222      1.76643      0.00000      0.00000
    -11.99222      1.15727      0.00000      0.00000
    -11.98222      0.85367      0.00000      0.00000
    -11.97222      0.84492      0.00000      0.00000
    -11.96222      0.86684      0.00000      0.00000
    -11.95222      0.75293      0.00000      0.00000
    -11.94222      0.68607      0.00000      0.00000
    -11.93222      0.92504      0.00000      0.00000
    -11.92222      1.23199      0.00000      0.00000
    -11.91222      1.13854      0.00000      0.00000
    -11.90222      0.95679      0.00000      0.00000
    -11.89222      0.93903      0.00000      0.00000
    -11.88222      1.03143      0.00000      0.00000
    -11.87222      1.27633      0.00000      0.00000
    -11.86222      1.43888      0.00000      0.00000
    -11.85222      1.26820      0.00000      0.00000
    -11.84222      1.11633      0.00000      0.00000
    -11.83222      1.10433      0.00000      0.00000
    -11.82222      0.97728      0.00000      0.00000
    -11.81222      0.98016      0.00000      0.00000
    -11.80222      1.21421      0.00000      0.00000
    -11.79222      1.30343      0.00000      0.00000
    -11.78222      1.61816      0.00000      0.00000
    -11.77222      2.15731      0.00000      0.00000
    -11.76222      2.17770      0.00000      0.00000
    -11.75222      1.61634      0.00000      0.00000
    -11.74222      1.15920      0.00000      0.00000
    -11.73222      0.96775      0.00000      0.00000
    -11.72222      1.12459      0.00000      0.00000
    -11.71222      1.41683      0.00000      0.00000
    -11.70222      1.32243      0.00000      0.00000
    -11.69222      1.29204      0.00000      0.00000
    -11.68222      1.58877      0.00000      0.00000
    -11.67222      1.75817      0.00000      0.00000
    -11.66222      1.85534      0.00000      0.00000
    -11.65222      1.78950      0.00000      0.00000
    -11.64222      1.62598      0.00000      0.00000
    -11.63222      1.47378      0.00000      0.00000
    -11.62222      1.15327      0.00000      0.00000
    -11.61222      1.13916      0.00000      0.00000
    -11.60222      1.30942      0.00000      0.00000
    -11.59222      0.98899      0.00000      0.00000
    -11.58222      0.54606      0.00000      0.00000
    -11.57222      0.60602      0.00000      0.00000
    -11.56222      1.15771      0.00000      0.00000
    -11.55222      1.72553      0.00000      0.00000
    -11.54222      1.89472      0.00000      0.00000
    -11.53222      1.63227      0.00000      0.00000
    -11.52222      1.39249      0.00000      0.00000
    -11.51222      1.40558      0.00000      0.00000
    -11.50222      1.34281      0.00000      0.00000
    -11.49222      1.27081      0.00000      0.00000
    -11.48222      1.32806      0.00000      0.00000
    -11.47222      1.35760      0.00000      0.00000
    -11.46222      1.25914      0.00000      0.00000
    -11.45222      1.13454      0.00000      0.00000
    -11.44222      1.07084      0.00000      0.00000
    -11.43222      1.10718      0.00000      0.00000
    -11.42222      1.03143      0.00000      0.00000
    -11.41222      1.05860      0.00000      0.00000
    -11.40222      1.38505      0.00000      0.00000
    -11.39222      1.45810      0.00000      0.00000
    -11.38222      1.42121      0.00000      0.00000
    -11.37222      1.09747      0.00000      0.00000
    -11.36222      0.68446      0.00000      0.00000
    -11.35222      0.93277      0.00000      0.00000
    -11.34222      1.49409      0.00000      0.00000
    -11.33222      1.75424      0.00000      0.00000
    -11.32222      1.64951      0.00000      0.00000
    -11.31222      1.40588      0.00000      0.00000
    -11.30222      1.72141      0.00000      0.00000
    -11.29222      2.11380      0.00000      0.00000
    -11.28222      1.76806      0.00000      0.00000
    -11.27222      1.28787      0.00000      0.00000
    -11.26222      1.30231      0.00000      0.00000
    -11.25222      1.59405      0.00000      0.00000
    -11.24222      1.71933      0.00000      0.00000
    -11.23222      1.54534      0.00000      0.00000
    -11.22222      1.36169      0.00000      0.00000
    -11.21222      1.33419      0.00000      0.00000
    -11.20222      1.39732      0.00000      0.00000
    -11.19222      1.42062      0.00000      0.00000
    -11.18222      1.35822      0.00000      0.00000
    -11.17222      1.16246      0.00000      0.00000
    -11.16222      1.04923      0.00000      0.00000
    -11.15222      1.21157      0.00000      0.00000
    -11.14222      1.52209      0.00000      0.00000
    -11.13222      1.67594      0.00000      0.00000
    -11.12222      1.51009      0.00000      0.00000
    -11.11222      1.12521      0.00000      0.00000
    -11.10222      0.92954      0.00000      0.00000
    -11.09222      1.01150      0.00000      0.00000
    -11.08222      0.81030      0.00000      0.00000
    -11.07222      0.55852      0.00000      0.00000
    -11.06222      0.63660      0.00000      0.00000
    -11.05222      0.98788      0.00000      0.00000
    -11.04222      1.42726      0.00000      0.00000
    -11.03222      1.31792      0.00000      0.00000
    -11.02222      1.23193      0.00000      0.00000
    -11.01222      1.49150      0.00000      0.00000
    -11.00222      1.28815      0.00000      0.00000
    -10.99222      0.93075      0.00000      0.00000
    -10.98222      0.95327      0.00000      0.00000
    -10.97222      1.01924      0.00000      0.00000
    -10.96222      1.03521      0.00000      0.00000
    -10.95222      1.07086      0.00000      0.00000
    -10.94222      1.18905      0.00000      0.00000
    -10.93222      1.22784      0.00000      0.00000
    -10.92222      1.18192      0.00000      0.00000
    -10.91222      1.32273      0.00000      0.00000
    -10.90222      1.44284      0.00000      0.00000
    -10.89222      1.43746      0.00000      0.00000
    -10.88222      1.36141      0.00000      0.00000
    -10.87222      1.26349      0.00000      0.00000
    -10.86222      1.14379      0.00000      0.00000
    -10.85222      0.92851      0.00000      0.00000
    -10.84222      1.22438      0.00000      0.00000
    -10.83222      1.93836      0.00000      0.00000
    -10.82222      2.01488      0.00000      0.00000
    -10.81222      1.64524      0.00000      0.00000
    -10.80222      1.45695      0.00000      0.00000
    -10.79222      1.25210      0.00000      0.00000
    -10.78222      0.97141      0.00000      0.00000
    -10.77222      0.94811      0.00000      0.00000
    -10.76222      0.79141      0.00000      0.00000
    -10.75222      0.57246      0.00000      0.00000
    -10.74222      0.67492      0.00000      0.00000
    -10.73222      0.72979      0.00000      0.00000
    -10.72222      0.66385      0.00000      0.00000
    -10.71222      0.79733      0.00000      0.00000
    -10.70222      1.03331      0.00000      0.00000
    -10.69222      1.09394      0.00000      0.00000
    -10.68222      1.36496      0.00000      0.00000
    -10.67222      1.65787      0.00000      0.00000
    -10.66222      1.30263      0.00000      0.00000
    -10.65222      0.90785      0.00000      0.00000
    -10.64222      0.96977      0.00000      0.00000
    -10.63222      1.02755      0.00000      0.00000
    -10.62222      1.26801      0.00000      0.00000
    -10.61222      1.57592      0.00000      0.00000
    -10.60222      1.34190      0.00000      0.00000
    -10.59222      0.82163      0.00000      0.00000
    -10.58222      0.70273      0.00000      0.00000
    -10.57222      0.99354      0.00000      0.00000
    -10.56222      1.29245      0.00000      0.00000
    -10.55222      1.35024      0.00000      0.00000
    -10.54222      1.22225      0.00000      0.00000
    -10.53222      1.27253      0.00000      0.00000
    -10.52222      1.30875      0.00000      0.00000
    -10.51222      1.09901      0.00000      0.00000
    -10.50222      1.06233      0.00000      0.00000
    -10.49222      0.99646      0.00000      0.00000
    -10.48222      0.85920      0.00000      0.00000
    -10.47222      0.98639      0.00000      0.00000
    -10.46222      1.11171      0.00000      0.00000
    -10.45222      1.17909      0.00000      0.00000
    -10.44222      1.45157      0.00000      0.00000
    -10.43222      1.53506      0.00000      0.00000
    -10.42222      1.36036      0.00000      0.00000
    -10.41222      1.24209      0.00000      0.00000
    -10.40222      1.39927      0.00000      0.00000
    -10.39222      1.30406      0.00000      0.00000
    -10.38222      0.95076      0.00000      0.00000
    -10.37222      1.02699      0.00000      0.00000
    -10.36222      1.44292      0.00000      0.00000
    -10.35222      1.31160      0.00000      0.00000
    -10.34222      0.75268      0.00000      0.00000
    -10.33222      0.59971      0.00000      0.00000
    -10.32222      0.93212      0.00000      0.00000
    -10.31222      1.55262      0.00000      0.00000
    -10.30222      1.83780      0.00000      0.00000
    -10.29222      1.46254      0.00000      0.00000
    -10.28222      1.04808      0.00000      0.00000
    -10.27222      1.08829      0.00000      0.00000
    -10.26222      1.53452      0.00000      0.00000
    -10.25222      1.61890      0.00000      0.00000
    -10.24222      1.32211      0.00000      0.00000
    -10.23222      1.26884      0.00000      0.00000
    -10.22222      1.28001      0.00000      0.00000
    -10.21222      1.29772      0.00000      0.00000
    -10.20222      1.43598      0.00000      0.00000
    -10.19222      1.45451      0.00000      0.00000
    -10.18222      1.17242      0.00000      0.00000
    -10.17222      0.68168      0.00000      0.00000
    -10.16222      0.32348      0.00000      0.00000
    -10.15222      0.33708      0.00000      0.00000
    -10.14222      0.53963      0.00000      0.00000
    -10.13222      0.82504      0.00000      0.00000
    -10.12222      1.07060      0.00000      0.00000
    -10.11222      0.99099      0.00000      0.00000
    -10.10222      0.78467      0.00000      0.00000
    -10.09222      0.81689      0.00000      0.00000
    -10.08222      1.03284      0.00000      0.00000
    -10.07222      1.37000      0.00000      0.00000
    -10.06222      1.55508      0.00000      0.00000
    -10.05222      1.64757      0.00000      0.00000
    -10.04222      1.73286      0.00000      0.00000
    -10.03222      1.61217      0.00000      0.00000
    -10.02222      1.43251      0.00000      0.00000
    -10.01222      1.28174      0.00000      0.00000
    -10.00222      1.21035      0.00000      0.00000
     -9.99222      1.21648      0.00000      0.00000
     -9.98222      1.30872      0.00000      0.00000
     -9.97222      1.36103      0.00000      0.00000
     -9.96222      1.43498      0.00000      0.00000
     -9.95222      1.45937      0.00000      0.00000
     -9.94222      1.42053      0.00000      0.00000
     -9.93222      1.56989      0.00000      0.00000
     -9.92222      1.47792      0.00000      0.00000
     -9.91222      1.10189      0.00000      0.00000
     -9.90222      0.91138      0.00000      0.00000
     -9.89222      0.79315      0.00000      0.00000
     -9.88222      1.00640      0.00000      0.00000
     -9.87222      1.27622      0.00000      0.00000
     -9.86222      1.08090      0.00000      0.00000
     -9.85222      0.87009      0.00000      0.00000
     -9.84222      1.12449      0.00000      0.00000
     -9.83222      1.63316      0.00000      0.00000
     -9.82222      1.62290      0.00000      0.00000
     -9.81222      1.20004      0.00000      0.00000
     -9.80222      1.00130      0.00000      0.00000
     -9.79222      1.09334      0.00000      0.00000
     -9.78222      1.22634      0.00000      0.00000
     -9.77222      1.10683      0.00000      0.00000
     -9.76222      1.17735      0.00000      0.00000
     -9.75222      1.68240      0.00000      0.00000
     -9.74222      2.10176      0.00000      0.00000
     -9.73222      2.23977      0.00000      0.00000
     -9.72222      1.86289      0.00000      0.00000
     -9.71222      1.20752      0.00000      0.00000
     -9.70222      0.76752      0.00000      0.00000
     -9.69222      0.67838      0.00000      0.00000
     -9.68222      0.81094      0.00000      0.00000
     -9.67222      0.90508      0.00000      0.00000
     -9.66222      0.97428      0.00000      0.00000
     -9.65222      1.25372      0.00000      0.00000
     -9.64222      1.48834      0.00000      0.00000
     -9.63222      1.35993      0.00000      0.00000
     -9.62222      0.96466      0.00000      0.00000
     -9.61222      0.96673      0.00000      0.00000
     -9.60222      1.36751      0.00000      0.00000
     -9.59222      1.28526      0.00000      0.00000
     -9.58222      0.75165      0.00000      0.00000
     -9.57222      0.47832      0.00000      0.00000
     -9.56222      0.72578      0.00000      0.00000
     -9.55222      1.15914      0.00000      0.00000
     -9.54222      1.16013      0.00000      0.00000
     -9.53222      1.04585      0.00000      0.00000
     -9.52222      1.01742      0.00000      0.00000
     -9.51222      0.99387      0.00000      0.00000
     -9.50222      1.26299      0.00000      0.00000
     -9.49222      1.67604      0.00000      0.00000
     -9.48222      1.84954      0.00000      0.00000
     -9.47222      1.39019      0.00000      0.00000
     -9.46222      0.80004      0.00000      0.00000
     -9.45222      0.78428      0.00000      0.00000
     -9.44222      1.02494      0.00000      0.00000
     -9.43222      1.03769      0.00000      0.00000
     -9.42222      0.87721      0.00000      0.00000
     -9.41222      0.67114      0.00000      0.00000
     -9.40222      0.57510      0.00000      0.00000
     -9.39222      0.54672      0.00000      0.00000
     -9.38222      0.60016      0.00000      0.00000
     -9.37222      0.64332      0.00000      0.00000
     -9.36222      0.67603      0.00000      0.00000
     -9.35222      0.84586      0.00000      0.00000
     -9.34222      0.94000      0.00000      0.00000
     -9.33222      1.02006      0.00000      0.00000
     -9.32222      1.07909      0.00000      0.00000
     -9.31222      0.82648      0.00000      0.00000
     -9.30222      0.75274      0.00000      0.00000
     -9.29222      1.03097      0.00000      0.00000
     -9.28222      1.15251      0.00000      0.00000
     -9.27222      1.05326      0.00000      0.00000
     -9.26222      0.89704      0.00000      0.00000
     -9.25222      0.92547      0.00000      0.00000
     -9.24222      1.38150      0.00000      0.00000
     -9.23222      1.54924      0.00000      0.00000
     -9.22222      1.16515      0.00000      0.00000
     -9.21222      0.93627      0.00000      0.00000
     -9.20222      0.99117      0.00000      0.00000
     -9.19222      0.93627      0.00000      0.00000
     -9.18222      0.83934      0.00000      0.00000
     -9.17222      0.88235      0.00000      0.00000
     -9.16222      0.78220      0.00000      0.00000
     -9.15222      0.61307      0.00000      0.00000
     -9.14222      0.64705      0.00000      0.00000
     -9.13222      0.91828      0.00000      0.00000
     -9.12222      1.10202      0.00000      0.00000
     -9.11222      1.18840      0.00000      0.00000
     -9.10222      1.20154      0.00000      0.00000
     -9.09222      1.22919      0.00000      0.00000
     -9.08222      1.56531      0.00000      0.00000
     -9.07222      1.82205      0.00000      0.00000
     -9.06222      1.69007      0.00000      0.00000
     -9.05222      1.20717      0.00000      0.00000
     -9.04222      0.67466      0.00000      0.00000
     -9.03222      0.61237      0.00000      0.00000
     -9.02222      1.05306      0.00000      0.00000
     -9.01222      1.34498      0.00000      0.00000
     -9.00222      1.07663      0.00000      0.00000
     -8.99222      0.78212      0.00000      0.00000
     -8.98222      0.87220      0.00000      0.00000
     -8.97222      0.82689      0.00000      0.00000
     -8.96222      0.48895      0.00000      0.00000
     -8.95222      0.37987      0.00000      0.00000
     -8.94222      0.56310      0.00000      0.00000
     -8.93222      0.84310      0.00000      0.00000
     -8.92222      1.26390      0.00000      0.00000
     -8.91222      1.53783      0.00000      0.00000
     -8.90222      1.25351      0.00000      0.00000
     -8.89222      0.78990      0.00000      0.00000
     -8.88222      0.70882      0.00000      0.00000
     -8.87222      0.82195      0.00000      0.00000
     -8.86222      0.91083      0.00000      0.00000
     -8.85222      0.92110      0.00000      0.00000
     -8.84222      0.70148      0.00000      0.00000
     -8.83222      0.57930      0.00000      0.00000
     -8.82222      0.63179      0.00000      0.00000
     -8.81222      0.59126      0.00000      0.00000
     -8.80222      0.45865      0.00000      0.00000
     -8.79222      0.43171      0.00000      0.00000
     -8.78222      0.69702      0.00000      0.00000
     -8.77222      0.90999      0.00000      0.00000
     -8.76222      0.78001      0.00000      0.00000
     -8.75222      0.69356      0.00000      0.00000
     -8.74222      0.99425      0.00000      0.00000
     -8.73222      1.19128      0.00000      0.00000
     -8.72222      0.88145      0.00000      0.00000
     -8.71222      0.66744      0.00000      0.00000
     -8.70222      0.93636      0.00000      0.00000
     -8.69222      1.05283      0.00000      0.00000
     -8.68222      0.80002      0.00000      0.00000
     -8.67222      0.72265      0.00000      0.00000
     -8.66222      0.92185      0.00000      0.00000
     -8.65222      0.88220      0.00000      0.00000
     -8.64222      0.71687      0.00000      0.00000
     -8.63222      0.89528      0.00000      0.00000
     -8.62222      1.09733      0.00000      0.00000
     -8.61222      1.09771      0.00000      0.00000
     -8.60222      1.00819      0.00000      0.00000
     -8.59222      0.91555      0.00000      0.00000
     -8.58222      1.08827      0.00000      0.00000
     -8.57222      1.23814      0.00000      0.00000
     -8.56222      0.89253      0.00000      0.00000
     -8.55222      0.90552      0.00000      0.00000
     -8.54222      1.29879      0.00000      0.00000
     -8.53222      1.52045      0.00000      0.00000
     -8.52222      1.47356      0.00000      0.00000
     -8.51222      0.96731      0.00000      0.00000
     -8.50222      0.51991      0.00000      0.00000
     -8.49222      0.48670      0.00000      0.00000
     -8.48222      0.71844      0.00000      0.00000
     -8.47222      0.82134      0.00000      0.00000
     -8.46222      0.82362      0.00000      0.00000
     -8.45222      0.77726      0.00000      0.00000
     -8.44222      0.73356      0.00000      0.00000
     -8.43222      1.07499      0.00000      0.00000
     -8.42222      1.48756      0.00000      0.00000
     -8.41222      1.48697      0.00000      0.00000
     -8.40222      1.23949      0.00000      0.00000
     -8.39222      1.09866      0.00000      0.00000
     -8.38222      0.96893      0.00000      0.00000
     -8.37222      1.05449      0.00000      0.00000
     -8.36222      1.44992      0.00000      0.00000
     -8.35222      1.41590      0.00000      0.00000
     -8.34222      0.97501      0.00000      0.00000
     -8.33222      0.77449      0.00000      0.00000
     -8.32222      0.74017      0.00000      0.00000
     -8.31222      0.67850      0.00000      0.00000
     -8.30222      0.66877      0.00000      0.00000
     -8.29222      0.73440      0.00000      0.00000
     -8.28222      0.88035      0.00000      0.00000
     -8.27222      0.94394      0.00000      0.00000
     -8.26222      1.29621      0.00000      0.00000
     -8.25222      1.84133      0.00000      0.00000
     -8.24222      1.84203      0.00000      0.00000
     -8.23222      1.52071      0.00000      0.00000
     -8.22222      1.08006      0.00000      0.00000
     -8.21222      0.81963      0.00000      0.00000
     -8.20222      1.02680      0.00000      0.00000
     -8.19222      1.35894      0.00000      0.00000
     -8.18222      1.36089      0.00000      0.00000
     -8.17222      1.18500      0.00000      0.00000
     -8.16222      0.90820      0.00000      0.00000
     -8.15222      0.83078      0.00000      0.00000
     -8.14222      1.07044      0.00000      0.00000
     -8.13222      1.15489      0.00000      0.00000
     -8.12222      1.00759      0.00000      0.00000
     -8.11222      1.08305      0.00000      0.00000
     -8.10222      1.38379      0.00000      0.00000
     -8.09222      1.41152      0.00000      0.00000
     -8.08222      1.08861      0.00000      0.00000
     -8.07222      0.80997      0.00000      0.00000
     -8.06222      0.70667      0.00000      0.00000
     -8.05222      0.68547      0.00000      0.00000
     -8.04222      0.70115      0.00000      0.00000
     -8.03222      1.04602      0.00000      0.00000
     -8.02222      1.47552      0.00000      0.00000
     -8.01222      1.24315      0.00000      0.00000
     -8.00222      0.84784      0.00000      0.00000
     -7.99222      0.85050      0.00000      0.00000
     -7.98222      1.09613      0.00000      0.00000
     -7.97222      1.40217      0.00000      0.00000
     -7.96222      1.65033      0.00000      0.00000
     -7.95222      1.66083      0.00000      0.00000
     -7.94222      1.32750      0.00000      0.00000
     -7.93222      0.85813      0.00000      0.00000
     -7.92222      0.50048      0.00000      0.00000
     -7.91222      0.65295      0.00000      0.00000
     -7.90222      1.22219      0.00000      0.00000
     -7.89222      1.25769      0.00000      0.00000
     -7.88222      0.90096      0.00000      0.00000
     -7.87222      0.92674      0.00000      0.00000
     -7.86222      1.27620      0.00000      0.00000
     -7.85222      1.51291      0.00000      0.00000
     -7.84222      1.43426      0.00000      0.00000
     -7.83222      1.23361      0.00000      0.00000
     -7.82222      1.09049      0.00000      0.00000
     -7.81222      1.10030      0.00000      0.00000
     -7.80222      1.33753      0.00000      0.00000
     -7.79222      1.41410      0.00000      0.00000
     -7.78222      1.13565      0.00000      0.00000
     -7.77222      1.02947      0.00000      0.00000
     -7.76222      1.24686      0.00000      0.00000
     -7.75222      1.34999      0.00000      0.00000
     -7.74222      1.40849      0.00000      0.00000
     -7.73222      1.57984      0.00000      0.00000
     -7.72222      1.70247      0.00000      0.00000
     -7.71222      1.58039      0.00000      0.00000
     -7.70222      1.23024      0.00000      0.00000
     -7.69222      0.95347      0.00000      0.00000
     -7.68222      0.88903      0.00000      0.00000
     -7.67222      0.82100      0.00000      0.00000
     -7.66222      0.77556      0.00000      0.00000
     -7.65222      0.85494      0.00000      0.00000
     -7.64222      0.94747      0.00000      0.00000
     -7.63222      0.81842      0.00000      0.00000
     -7.62222      0.73597      0.00000      0.00000
     -7.61222      0.82385      0.00000      0.00000
     -7.60222      0.79929      0.00000      0.00000
     -7.59222      0.92130      0.00000      0.00000
     -7.58222      1.22050      0.00000      0.00000
     -7.57222      1.27620      0.00000      0.00000
     -7.56222      1.07545      0.00000      0.00000
     -7.55222      0.90576      0.00000      0.00000
     -7.54222      0.74296      0.00000      0.00000
     -7.53222      0.64980      0.00000      0.00000
     -7.52222      1.07916      0.00000      0.00000
