Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Al As 
    -77.16144      0.58688      0.33660      0.25028
    -77.15144      0.65447      0.36768      0.28679
    -77.14144      0.58003      0.29441      0.28562
    -77.13144      0.44960      0.20458      0.24502
    -77.12144      0.38175      0.16502      0.21672
    -77.11144      0.46100      0.19258      0.26842
    -77.10144      0.54105      0.23486      0.30619
    -77.09144      0.53547      0.25393      0.28153
    -77.08144      0.55753      0.30085      0.25669
    -77.07144      0.62132      0.35413      0.26720
    -77.06144      0.64465      0.34651      0.29814
    -77.05144      0.52084      0.24240      0.27844
    -77.04144      0.30862      0.12442      0.18419
    -77.03144      0.19251      0.09280      0.09971
    -77.02144      0.29255      0.16783      0.12472
    -77.01144      0.51239      0.28094      0.23145
    -77.00144      0.66060      0.33783      0.32277
    -76.99144      0.76267      0.38957      0.37309
    -76.98144      0.79193      0.40650      0.38543
    -76.97144      0.61382      0.30218      0.31164
    -76.96144      0.51497      0.24616      0.26881
    -76.95144      0.53119      0.25675      0.27444
    -76.94144      0.60182      0.29030      0.31152
    -76.93144      0.71684      0.34901      0.36783
    -76.92144      0.77975      0.38375      0.39600
    -76.91144      0.74236      0.36814      0.37421
    -76.90144      0.66318      0.33528      0.32791
    -76.89144      0.70917      0.36035      0.34884
    -76.88144      0.89928      0.44595      0.45358
    -76.87144      0.98315      0.48318      0.50134
    -76.86144      0.95551      0.45087      0.50737
    -76.85144      1.04224      0.50863      0.53561
    -76.84144      1.17303      0.62520      0.54837
    -76.83144      1.10208      0.61843      0.48371
    -76.82144      0.75333      0.43824      0.31509
    -76.81144      0.52104      0.28973      0.23131
    -76.80144      0.60254      0.29563      0.30694
    -76.79144      0.77803      0.37558      0.40293
    -76.78144      0.87359      0.41552      0.46121
    -76.77144      0.95542      0.43855      0.52433
    -76.76144      1.03846      0.48154      0.56345
    -76.75144      1.08487      0.51740      0.56957
    -76.74144      0.90672      0.44137      0.46560
    -76.73144      0.73930      0.37334      0.36597
    -76.72144      0.80155      0.39667      0.40487
    -76.71144      0.84160      0.41257      0.42902
    -76.70144      0.88556      0.46533      0.42023
    -76.69144      0.99149      0.54886      0.44263
    -76.68144      0.85468      0.46920      0.38548
    -76.67144      0.52211      0.26504      0.25707
    -76.66144      0.39072      0.17355      0.21718
    -76.65144      0.48119      0.21769      0.26351
    -76.64144      0.56738      0.26816      0.29922
    -76.63144      0.54300      0.27449      0.26853
    -76.62144      0.41765      0.22809      0.19003
    -76.61144      0.44844      0.23778      0.21550
    -76.60144      0.75004      0.37556      0.39319
    -76.59144      0.80822      0.39782      0.43701
    -76.58144      0.66129      0.32538      0.34982
    -76.57144      0.67221      0.30999      0.36490
    -76.56144      0.77717      0.34975      0.42760
    -76.55144      0.75814      0.37783      0.38031
    -76.54144      0.71934      0.39392      0.32542
    -76.53144      0.64937      0.35330      0.29607
    -76.52144      0.46979      0.26372      0.20607
    -76.51144      0.51988      0.31823      0.20165
    -76.50144      0.73983      0.45321      0.28662
    -76.49144      0.77865      0.46753      0.31114
    -76.48144      0.62786      0.35767      0.27059
    -76.47144      0.51916      0.26569      0.25642
    -76.46144      0.54473      0.25758      0.29515
    -76.45144      0.66845      0.34028      0.33617
    -76.44144      0.74960      0.39664      0.35589
    -76.43144      0.78143      0.41507      0.36676
    -76.42144      0.82476      0.46532      0.35947
    -76.41144      0.82807      0.49708      0.33099
    -76.40144      0.81030      0.49082      0.31948
    -76.39144      0.81103      0.47834      0.33269
    -76.38144      0.65637      0.36567      0.29070
    -76.37144      0.41356      0.21543      0.19813
    -76.36144      0.25592      0.13858      0.11734
    -76.35144      0.19279      0.10715      0.08564
    -76.34144      0.31057      0.16870      0.14187
    -76.33144      0.54532      0.29917      0.24615
    -76.32144      0.84294      0.45131      0.39163
    -76.31144      1.11120      0.59465      0.51655
    -76.30144      1.12195      0.62240      0.49955
    -76.29144      1.03805      0.56655      0.47150
    -76.28144      0.98562      0.50118      0.48444
    -76.27144      0.88455      0.43988      0.44467
    -76.26144      0.78398      0.39994      0.38404
    -76.25144      0.64447      0.33874      0.30572
    -76.24144      0.62925      0.34539      0.28386
    -76.23144      0.80982      0.45225      0.35757
    -76.22144      1.01593      0.54477      0.47117
    -76.21144      0.88321      0.44883      0.43438
    -76.20144      0.57863      0.28958      0.28906
    -76.19144      0.42683      0.22334      0.20350
    -76.18144      0.42246      0.22604      0.19642
    -76.17144      0.43342      0.22708      0.20634
    -76.16144      0.37647      0.17692      0.19955
    -76.15144      0.34303      0.14507      0.19797
    -76.14144      0.46252      0.21007      0.25245
    -76.13144      0.61600      0.30991      0.30609
    -76.12144      0.56927      0.30532      0.26395
    -76.11144      0.47840      0.25760      0.22079
    -76.10144      0.46951      0.25344      0.21607
    -76.09144      0.51571      0.28554      0.23018
    -76.08144      0.63816      0.34713      0.29103
    -76.07144      0.71944      0.39012      0.32933
    -76.06144      0.63410      0.35983      0.27426
    -76.05144      0.55816      0.33441      0.22375
    -76.04144      0.55216      0.32370      0.22846
    -76.03144      0.48864      0.27436      0.21428
    -76.02144      0.49008      0.28977      0.20031
    -76.01144      0.60710      0.37012      0.23698
    -76.00144      0.65171      0.37798      0.27374
    -75.99144      0.80908      0.43330      0.37578
    -75.98144      1.07866      0.55335      0.52531
    -75.97144      1.08885      0.54532      0.54353
    -75.96144      0.80817      0.39219      0.41598
    -75.95144      0.57960      0.25871      0.32089
    -75.94144      0.48387      0.21557      0.26831
    -75.93144      0.56230      0.29490      0.26740
    -75.92144      0.70842      0.39884      0.30958
    -75.91144      0.66121      0.35607      0.30515
    -75.90144      0.64602      0.30106      0.34496
    -75.89144      0.79438      0.35286      0.44152
    -75.88144      0.87908      0.40309      0.47599
    -75.87144      0.92767      0.45017      0.47750
    -75.86144      0.89475      0.46870      0.42605
    -75.85144      0.81299      0.44783      0.36516
    -75.84144      0.73689      0.40671      0.33019
    -75.83144      0.57664      0.30422      0.27242
    -75.82144      0.56958      0.27959      0.28999
    -75.81144      0.65471      0.31011      0.34460
    -75.80144      0.49449      0.22572      0.26877
    -75.79144      0.27303      0.13013      0.14290
    -75.78144      0.30301      0.17285      0.13017
    -75.77144      0.57886      0.33477      0.24445
    -75.76144      0.86277      0.47049      0.39566
    -75.75144      0.94736      0.46835      0.49068
    -75.74144      0.81613      0.38214      0.44882
    -75.73144      0.69625      0.34162      0.36155
    -75.72144      0.70279      0.34509      0.35889
    -75.71144      0.67141      0.33748      0.33400
    -75.70144      0.63540      0.34029      0.29511
    -75.69144      0.66403      0.35879      0.30524
    -75.68144      0.67880      0.35527      0.32352
    -75.67144      0.62957      0.32225      0.30732
    -75.66144      0.56727      0.29521      0.27206
    -75.65144      0.53542      0.27958      0.25584
    -75.64144      0.55359      0.26610      0.28749
    -75.63144      0.51572      0.22787      0.28785
    -75.62144      0.52930      0.25382      0.27548
    -75.61144      0.69252      0.36116      0.33136
    -75.60144      0.72905      0.37620      0.35285
    -75.59144      0.71061      0.35096      0.35965
    -75.58144      0.54873      0.25779      0.29095
    -75.57144      0.34223      0.15949      0.18274
    -75.56144      0.46639      0.23615      0.23023
    -75.55144      0.74704      0.39980      0.34725
    -75.54144      0.87712      0.50239      0.37473
    -75.53144      0.82475      0.48725      0.33750
    -75.52144      0.70294      0.39353      0.30941
    -75.51144      0.86070      0.44390      0.41681
    -75.50144      1.05690      0.54179      0.51511
    -75.49144      0.88403      0.45122      0.43281
    -75.48144      0.64393      0.32840      0.31553
    -75.47144      0.65115      0.35338      0.29777
    -75.46144      0.79702      0.44454      0.35248
    -75.45144      0.85966      0.45527      0.40440
    -75.44144      0.77267      0.35936      0.41331
    -75.43144      0.68084      0.29473      0.38611
    -75.42144      0.66710      0.32895      0.33814
    -75.41144      0.69866      0.38541      0.31325
    -75.40144      0.71031      0.39102      0.31936
    -75.39144      0.67911      0.33590      0.34435
    -75.38144      0.58123      0.24353      0.34397
    -75.37144      0.52461      0.19364      0.34367
    -75.36144      0.60578      0.26389      0.35136
    -75.35144      0.76105      0.37301      0.39063
    -75.34144      0.83797      0.41532      0.42291
    -75.33144      0.75504      0.39299      0.36207
    -75.32144      0.56261      0.31647      0.24613
    -75.31144      0.46477      0.27240      0.19237
    -75.30144      0.50575      0.29978      0.20597
    -75.29144      0.40515      0.23646      0.16869
    -75.28144      0.27926      0.15646      0.12280
    -75.27144      0.31830      0.16692      0.15138
    -75.26144      0.49394      0.24826      0.24568
    -75.25144      0.71363      0.36730      0.34633
    -75.24144      0.65896      0.34960      0.30935
    -75.23144      0.61597      0.33773      0.27824
    -75.22144      0.74575      0.41149      0.33426
    -75.21144      0.64407      0.34916      0.29491
    -75.20144      0.46538      0.24593      0.21945
    -75.19144      0.47664      0.24986      0.22678
    -75.18144      0.50962      0.26881      0.24081
    -75.17144      0.51761      0.27469      0.24292
    -75.16144      0.53543      0.26303      0.27240
    -75.15144      0.59453      0.28667      0.30785
    -75.14144      0.61392      0.31210      0.30182
    -75.13144      0.59096      0.31140      0.27957
    -75.12144      0.66136      0.34384      0.31752
    -75.11144      0.72142      0.36963      0.35179
    -75.10144      0.71873      0.38676      0.33197
    -75.09144      0.68071      0.39109      0.28962
    -75.08144      0.63174      0.36347      0.26827
    -75.07144      0.57189      0.31288      0.25901
    -75.06144      0.46425      0.23980      0.22445
    -75.05144      0.61219      0.25852      0.35367
    -75.04144      0.96918      0.37161      0.59757
    -75.03144      1.00744      0.39305      0.61439
    -75.02144      0.82262      0.35580      0.46682
    -75.01144      0.72848      0.34589      0.38259
    -75.00144      0.62605      0.29699      0.32906
    -74.99144      0.48570      0.24165      0.24405
    -74.98144      0.47405      0.25697      0.21708
    -74.97144      0.39570      0.21116      0.18454
    -74.96144      0.28623      0.15611      0.13012
    -74.95144      0.33746      0.21197      0.12549
    -74.94144      0.36490      0.23351      0.13139
    -74.93144      0.33193      0.19432      0.13761
    -74.92144      0.39867      0.23552      0.16315
    -74.91144      0.51666      0.31478      0.20188
    -74.90144      0.54697      0.30566      0.24131
    -74.89144      0.68248      0.33150      0.35099
    -74.88144      0.82894      0.40615      0.42279
    -74.87144      0.65131      0.34342      0.30789
    -74.86144      0.45393      0.25180      0.20213
    -74.85144      0.48489      0.26834      0.21655
    -74.84144      0.51378      0.26233      0.25145
    -74.83144      0.63400      0.28897      0.34503
    -74.82144      0.78796      0.38338      0.40458
    -74.81144      0.67095      0.35236      0.31859
    -74.80144      0.41081      0.21365      0.19717
    -74.79144      0.35137      0.16278      0.18859
    -74.78144      0.49677      0.20960      0.28717
    -74.77144      0.64622      0.29083      0.35539
    -74.76144      0.67512      0.33977      0.33535
    -74.75144      0.61113      0.32538      0.28575
    -74.74144      0.63626      0.32774      0.30853
    -74.73144      0.65438      0.31644      0.33794
    -74.72144      0.54950      0.26560      0.28391
    -74.71144      0.53116      0.28153      0.24964
    -74.70144      0.49823      0.27509      0.22314
    -74.69144      0.42960      0.22583      0.20377
    -74.68144      0.49320      0.26281      0.23039
    -74.67144      0.55585      0.30048      0.25537
    -74.66144      0.58954      0.29495      0.29459
    -74.65144      0.72579      0.33546      0.39033
    -74.64144      0.76753      0.35599      0.41154
    -74.63144      0.68018      0.34134      0.33884
    -74.62144      0.62104      0.33341      0.28764
    -74.61144      0.69963      0.36692      0.33271
    -74.60144      0.65203      0.33647      0.31556
    -74.59144      0.47538      0.24278      0.23260
    -74.58144      0.51349      0.25358      0.25992
    -74.57144      0.72146      0.37066      0.35080
    -74.56144      0.65580      0.35597      0.29983
    -74.55144      0.37634      0.21853      0.15781
    -74.54144      0.29985      0.17908      0.12077
    -74.53144      0.46606      0.26382      0.20225
    -74.52144      0.77631      0.42809      0.34822
    -74.51144      0.91890      0.50650      0.41240
    -74.50144      0.73127      0.41511      0.31616
    -74.49144      0.52404      0.29154      0.23250
    -74.48144      0.54415      0.26698      0.27716
    -74.47144      0.76726      0.35422      0.41304
    -74.46144      0.80945      0.38305      0.42640
    -74.45144      0.66105      0.32955      0.33151
    -74.44144      0.63442      0.31505      0.31937
    -74.43144      0.64001      0.31443      0.32557
    -74.42144      0.64886      0.31542      0.33347
    -74.41144      0.71799      0.35140      0.36706
    -74.40144      0.72726      0.35552      0.37554
    -74.39144      0.58621      0.25534      0.34221
    -74.38144      0.34084      0.12842      0.22485
    -74.37144      0.16174      0.06701      0.09974
    -74.36144      0.16854      0.08251      0.08678
    -74.35144      0.26981      0.12698      0.14287
    -74.34144      0.41252      0.19684      0.21568
    -74.33144      0.53530      0.28129      0.25401
    -74.32144      0.49549      0.28663      0.20886
    -74.31144      0.39233      0.22007      0.17226
    -74.30144      0.40845      0.20405      0.20440
    -74.29144      0.51642      0.26873      0.24770
    -74.28144      0.68500      0.36563      0.31936
    -74.27144      0.77754      0.41223      0.36531
    -74.26144      0.82379      0.42880      0.39498
    -74.25144      0.86643      0.43916      0.42727
    -74.24144      0.80609      0.38984      0.41625
    -74.23144      0.71625      0.31568      0.40058
    -74.22144      0.64087      0.27532      0.36555
    -74.21144      0.60517      0.27596      0.32922
    -74.20144      0.60824      0.28649      0.32175
    -74.19144      0.65436      0.30959      0.34477
    -74.18144      0.68051      0.34676      0.33375
    -74.17144      0.71749      0.38470      0.33279
    -74.16144      0.72969      0.36508      0.36460
    -74.15144      0.71027      0.30682      0.40345
    -74.14144      0.78494      0.32239      0.46255
    -74.13144      0.73896      0.33474      0.40422
    -74.12144      0.55094      0.29182      0.25912
    -74.11144      0.45569      0.26283      0.19286
    -74.10144      0.39657      0.21272      0.18385
    -74.09144      0.50320      0.23376      0.26944
    -74.08144      0.63811      0.29276      0.34536
    -74.07144      0.54045      0.26720      0.27325
    -74.06144      0.43504      0.23443      0.20062
    -74.05144      0.56224      0.29118      0.27106
    -74.04144      0.81658      0.40986      0.40672
    -74.03144      0.81145      0.41533      0.39612
    -74.02144      0.60002      0.30793      0.29209
    -74.01144      0.50065      0.24391      0.25674
    -74.00144      0.54667      0.24874      0.29793
    -73.99144      0.61317      0.27198      0.34119
    -73.98144      0.55342      0.27065      0.28277
    -73.97144      0.58868      0.31027      0.27840
    -73.96144      0.84120      0.40355      0.43766
    -73.95144      1.05088      0.48107      0.57004
    -73.94144      1.11988      0.53456      0.58724
    -73.93144      0.93145      0.45149      0.48587
    -73.92144      0.60376      0.29081      0.31967
    -73.91144      0.38376      0.19178      0.19479
    -73.90144      0.33919      0.17969      0.15994
    -73.89144      0.40547      0.22575      0.17975
    -73.88144      0.45254      0.25542      0.19712
    -73.87144      0.48714      0.25860      0.22854
    -73.86144      0.62686      0.31257      0.31429
    -73.85144      0.74417      0.37591      0.36826
    -73.84144      0.67996      0.35341      0.32656
    -73.83144      0.48233      0.26374      0.21858
    -73.82144      0.48336      0.27955      0.20381
    -73.81144      0.68375      0.39009      0.29366
    -73.80144      0.64263      0.36044      0.28219
    -73.79144      0.37583      0.21205      0.16377
    -73.78144      0.23916      0.13360      0.10556
    -73.77144      0.36289      0.20284      0.16005
    -73.76144      0.57957      0.32697      0.25261
    -73.75144      0.58006      0.32856      0.25150
    -73.74144      0.52292      0.29145      0.23148
    -73.73144      0.50871      0.26290      0.24581
    -73.72144      0.49693      0.23474      0.26219
    -73.71144      0.63149      0.28385      0.34764
    -73.70144      0.83802      0.38913      0.44889
    -73.69144      0.92477      0.44665      0.47812
    -73.68144      0.69510      0.32998      0.36511
    -73.67144      0.40002      0.17587      0.22415
    -73.66144      0.39214      0.14700      0.24514
    -73.65144      0.51247      0.17920      0.33327
    -73.64144      0.51884      0.19800      0.32085
    -73.63144      0.43860      0.18983      0.24878
    -73.62144      0.33557      0.14512      0.19045
    -73.61144      0.28755      0.12191      0.16564
    -73.60144      0.27336      0.13357      0.13978
    -73.59144      0.30008      0.16480      0.13528
    -73.58144      0.32166      0.17376      0.14790
    -73.57144      0.33802      0.16442      0.17359
    -73.56144      0.42293      0.19682      0.22611
    -73.55144      0.47000      0.21531      0.25469
    -73.54144      0.51003      0.22712      0.28291
    -73.53144      0.53955      0.24944      0.29011
    -73.52144      0.41324      0.20071      0.21252
    -73.51144      0.37637      0.17706      0.19931
    -73.50144      0.51549      0.24100      0.27448
    -73.49144      0.57625      0.27153      0.30472
    -73.48144      0.52663      0.24574      0.28089
    -73.47144      0.44852      0.22118      0.22734
    -73.46144      0.46273      0.23280      0.22993
    -73.45144      0.69075      0.31932      0.37143
    -73.44144      0.77462      0.33080      0.44381
    -73.43144      0.58257      0.25043      0.33214
    -73.42144      0.46813      0.23185      0.23628
    -73.41144      0.49559      0.26175      0.23384
    -73.40144      0.46814      0.24704      0.22110
    -73.39144      0.41967      0.21306      0.20661
    -73.38144      0.44118      0.21784      0.22334
    -73.37144      0.39110      0.19820      0.19290
    -73.36144      0.30653      0.16570      0.14083
    -73.35144      0.32352      0.18598      0.13755
    -73.34144      0.45914      0.25172      0.20742
    -73.33144      0.55101      0.27916      0.27185
    -73.32144      0.59420      0.29990      0.29430
    -73.31144      0.60077      0.32351      0.27726
    -73.30144      0.61459      0.34911      0.26548
    -73.29144      0.78265      0.42853      0.35412
    -73.28144      0.91103      0.45497      0.45606
    -73.27144      0.84504      0.39284      0.45219
    -73.26144      0.60358      0.28039      0.32319
    -73.25144      0.33733      0.16809      0.16924
    -73.24144      0.30619      0.15612      0.15007
    -73.23144      0.52653      0.25659      0.26994
    -73.22144      0.67249      0.33272      0.33977
    -73.21144      0.53831      0.28513      0.25318
    -73.20144      0.39106      0.23015      0.16091
    -73.19144      0.43610      0.26354      0.17256
    -73.18144      0.41344      0.23874      0.17470
    -73.17144      0.24447      0.13596      0.10851
    -73.16144      0.18994      0.10714      0.08280
    -73.15144      0.28155      0.14677      0.13478
    -73.14144      0.42155      0.20129      0.22026
    -73.13144      0.63195      0.29818      0.33377
    -73.12144      0.76892      0.36613      0.40279
    -73.11144      0.62676      0.29900      0.32776
    -73.10144      0.39495      0.18640      0.20855
    -73.09144      0.35441      0.16781      0.18661
    -73.08144      0.41097      0.19894      0.21203
    -73.07144      0.45542      0.23469      0.22073
    -73.06144      0.46055      0.24804      0.21251
    -73.05144      0.35074      0.18890      0.16184
    -73.04144      0.28965      0.15716      0.13249
    -73.03144      0.31590      0.17186      0.14403
    -73.02144      0.29563      0.17093      0.12470
    -73.01144      0.22932      0.13643      0.09289
    -73.00144      0.21585      0.10814      0.10771
    -72.99144      0.34851      0.15792      0.19059
    -72.98144      0.45499      0.20565      0.24934
    -72.97144      0.39000      0.17093      0.21907
    -72.96144      0.34678      0.16329      0.18348
    -72.95144      0.49713      0.25617      0.24095
    -72.94144      0.59564      0.29953      0.29611
    -72.93144      0.44072      0.21175      0.22898
    -72.92144      0.33372      0.15300      0.18072
    -72.91144      0.46818      0.21876      0.24942
    -72.90144      0.52641      0.26704      0.25938
    -72.89144      0.40001      0.22020      0.17982
    -72.88144      0.36132      0.18257      0.17876
    -72.87144      0.46093      0.19956      0.26137
    -72.86144      0.44110      0.19032      0.25079
    -72.85144      0.35843      0.16357      0.19486
    -72.84144      0.44764      0.20391      0.24373
    -72.83144      0.54866      0.26060      0.28807
    -72.82144      0.54886      0.28091      0.26795
    -72.81144      0.50409      0.25533      0.24879
    -72.80144      0.45778      0.23499      0.22319
    -72.79144      0.54413      0.27648      0.26961
    -72.78144      0.61907      0.29745      0.32514
    -72.77144      0.44626      0.21439      0.23418
    -72.76144      0.45276      0.22387      0.22946
    -72.75144      0.64939      0.30919      0.34025
    -72.74144      0.76023      0.35093      0.40930
    -72.73144      0.73678      0.35404      0.38274
    -72.72144      0.48366      0.25412      0.22953
    -72.71144      0.25995      0.14881      0.11114
    -72.70144      0.24335      0.12490      0.11845
    -72.69144      0.35922      0.16936      0.18986
    -72.68144      0.41067      0.20184      0.20883
    -72.67144      0.41181      0.20506      0.20676
    -72.66144      0.38863      0.18473      0.20390
    -72.65144      0.36678      0.16300      0.20378
    -72.64144      0.53749      0.23973      0.29777
    -72.63144      0.74378      0.36298      0.38080
    -72.62144      0.74348      0.39061      0.35288
    -72.61144      0.61974      0.31954      0.30021
    -72.60144      0.54933      0.26636      0.28297
    -72.59144      0.48447      0.26243      0.22203
    -72.58144      0.52725      0.31335      0.21390
    -72.57144      0.72496      0.41918      0.30578
    -72.56144      0.70795      0.40419      0.30376
    -72.55144      0.48750      0.27905      0.20845
    -72.54144      0.38725      0.21567      0.17158
    -72.53144      0.37008      0.19447      0.17561
    -72.52144      0.33925      0.18700      0.15225
    -72.51144      0.33439      0.20127      0.13312
    -72.50144      0.36720      0.20427      0.16293
    -72.49144      0.44017      0.21825      0.22193
    -72.48144      0.47197      0.24991      0.22206
    -72.47144      0.64811      0.37664      0.27147
    -72.46144      0.92067      0.51810      0.40257
    -72.45144      0.92102      0.48977      0.43125
    -72.44144      0.76035      0.39563      0.36473
    -72.43144      0.54003      0.27511      0.26499
    -72.42144      0.40982      0.19637      0.21478
    -72.41144      0.51340      0.24580      0.27661
    -72.40144      0.67947      0.31188      0.38988
    -72.39144      0.68045      0.28786      0.41344
    -72.38144      0.59250      0.22967      0.37186
    -72.37144      0.45410      0.18012      0.27762
    -72.36144      0.41539      0.21964      0.19706
    -72.35144      0.53522      0.30563      0.22979
    -72.34144      0.57744      0.29588      0.28158
    -72.33144      0.50380      0.23009      0.27370
    -72.32144      0.54152      0.26207      0.27945
    -72.31144      0.69189      0.35051      0.34138
    -72.30144      0.70576      0.34048      0.36528
    -72.29144      0.54431      0.25330      0.29101
    -72.28144      0.40498      0.20093      0.20405
    -72.27144      0.35333      0.17840      0.17493
    -72.26144      0.34273      0.16633      0.17641
    -72.25144      0.35057      0.15737      0.19321
    -72.24144      0.52301      0.22765      0.29536
    -72.23144      0.73776      0.33796      0.39980
    -72.22144      0.62158      0.29463      0.32695
    -72.21144      0.42392      0.19922      0.22469
    -72.20144      0.42525      0.18994      0.23531
    -72.19144      0.54806      0.24938      0.29868
    -72.18144      0.70109      0.33289      0.36820
    -72.17144      0.82516      0.39778      0.42739
    -72.16144      0.83041      0.40240      0.42801
    -72.15144      0.66375      0.32565      0.33810
    -72.14144      0.42906      0.21351      0.21556
    -72.13144      0.25024      0.12839      0.12185
    -72.12144      0.32647      0.16976      0.15671
    -72.11144      0.61109      0.31477      0.29632
    -72.10144      0.62885      0.33448      0.29437
    -72.09144      0.45048      0.25696      0.19352
    -72.08144      0.46337      0.26463      0.19874
    -72.07144      0.63810      0.36122      0.27688
    -72.06144      0.75646      0.41327      0.34319
    -72.05144      0.71713      0.36452      0.35261
    -72.04144      0.61681      0.30111      0.31570
    -72.03144      0.54525      0.27431      0.27094
    -72.02144      0.55015      0.28797      0.26218
    -72.01144      0.66877      0.35857      0.31021
    -72.00144      0.70705      0.38811      0.31929
    -71.99144      0.56782      0.30206      0.26925
    -71.98144      0.51473      0.24482      0.28266
    -71.97144      0.62343      0.29697      0.34358
    -71.96144      0.67499      0.35415      0.32931
    -71.95144      0.70425      0.39136      0.31442
    -71.94144      0.78992      0.42897      0.36105
    -71.93144      0.85123      0.43405      0.41719
    -71.92144      0.79019      0.37807      0.41212
    -71.91144      0.61512      0.29507      0.32005
    -71.90144      0.47673      0.24561      0.23113
    -71.89144      0.44451      0.24065      0.20387
    -71.88144      0.41050      0.22799      0.18251
    -71.87144      0.38778      0.21430      0.17348
    -71.86144      0.42747      0.24612      0.18135
    -71.85144      0.47373      0.27770      0.19604
    -71.84144      0.40921      0.22704      0.18217
    -71.83144      0.36799      0.19382      0.17417
    -71.82144      0.41193      0.21378      0.19815
    -71.81144      0.39964      0.20476      0.19488
    -71.80144      0.46065      0.24048      0.22017
    -71.79144      0.61025      0.30551      0.30475
    -71.78144      0.63810      0.30165      0.33645
    -71.77144      0.53773      0.26152      0.27621
    -71.76144      0.45288      0.23125      0.22163
    -71.75144      0.37148      0.18067      0.19081
    -71.74144      0.32490      0.15359      0.17131
    -71.73144      0.53958      0.25820      0.28138
