Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Al As 
     -3.95720      3.04733      0.00000      0.00000
     -3.94720      3.10567      0.00000      0.00000
     -3.93720      2.87131      0.00000      0.00000
     -3.92720      2.72300      0.00000      0.00000
     -3.91720      2.79285      0.00000      0.00000
     -3.90720      2.75241      0.00000      0.00000
     -3.89720      2.47813      0.00000      0.00000
     -3.88720      2.13812      0.00000      0.00000
     -3.87720      2.00608      0.00000      0.00000
     -3.86720      2.04936      0.00000      0.00000
     -3.85720      1.89433      0.00000      0.00000
     -3.84720      1.68884      0.00000      0.00000
     -3.83720      1.80027      0.00000      0.00000
     -3.82720      1.80000      0.00000      0.00000
     -3.81720      1.50347      0.00000      0.00000
     -3.80720      1.35158      0.00000      0.00000
     -3.79720      1.39098      0.00000      0.00000
     -3.78720      1.76114      0.00000      0.00000
     -3.77720      2.35937      0.00000      0.00000
     -3.76720      2.41779      0.00000      0.00000
     -3.75720      1.72822      0.00000      0.00000
     -3.74720      1.00653      0.00000      0.00000
     -3.73720      0.75010      0.00000      0.00000
     -3.72720      0.76328      0.00000      0.00000
     -3.71720      1.01644      0.00000      0.00000
     -3.70720      1.13851      0.00000      0.00000
     -3.69720      0.94842      0.00000      0.00000
     -3.68720      0.93055      0.00000      0.00000
     -3.67720      1.11413      0.00000      0.00000
     -3.66720      1.10904      0.00000      0.00000
     -3.65720      0.97354      0.00000      0.00000
     -3.64720      1.09148      0.00000      0.00000
     -3.63720      1.34560      0.00000      0.00000
     -3.62720      1.46369      0.00000      0.00000
     -3.61720      1.48824      0.00000      0.00000
     -3.60720      1.47820      0.00000      0.00000
     -3.59720      1.19022      0.00000      0.00000
     -3.58720      0.84415      0.00000      0.00000
     -3.57720      0.95038      0.00000      0.00000
     -3.56720      1.41526      0.00000      0.00000
     -3.55720      1.60574      0.00000      0.00000
     -3.54720      1.58549      0.00000      0.00000
     -3.53720      1.80785      0.00000      0.00000
     -3.52720      1.76852      0.00000      0.00000
     -3.51720      1.39629      0.00000      0.00000
     -3.50720      1.28738      0.00000      0.00000
     -3.49720      1.43047      0.00000      0.00000
     -3.48720      1.43073      0.00000      0.00000
     -3.47720      1.59312      0.00000      0.00000
     -3.46720      2.04006      0.00000      0.00000
     -3.45720      1.86947      0.00000      0.00000
     -3.44720      1.28322      0.00000      0.00000
     -3.43720      1.20864      0.00000      0.00000
     -3.42720      1.36323      0.00000      0.00000
     -3.41720      1.28624      0.00000      0.00000
     -3.40720      1.11681      0.00000      0.00000
     -3.39720      1.04461      0.00000      0.00000
     -3.38720      1.02872      0.00000      0.00000
     -3.37720      1.31878      0.00000      0.00000
     -3.36720      1.76530      0.00000      0.00000
     -3.35720      2.07599      0.00000      0.00000
     -3.34720      2.07860      0.00000      0.00000
     -3.33720      1.92623      0.00000      0.00000
     -3.32720      2.19318      0.00000      0.00000
     -3.31720      2.27503      0.00000      0.00000
     -3.30720      1.61701      0.00000      0.00000
     -3.29720      1.20110      0.00000      0.00000
     -3.28720      1.57551      0.00000      0.00000
     -3.27720      1.87453      0.00000      0.00000
     -3.26720      1.65844      0.00000      0.00000
     -3.25720      1.66298      0.00000      0.00000
     -3.24720      2.10671      0.00000      0.00000
     -3.23720      2.39588      0.00000      0.00000
     -3.22720      2.26534      0.00000      0.00000
     -3.21720      2.12360      0.00000      0.00000
     -3.20720      2.03168      0.00000      0.00000
     -3.19720      1.80066      0.00000      0.00000
     -3.18720      1.53714      0.00000      0.00000
     -3.17720      1.36771      0.00000      0.00000
     -3.16720      1.36611      0.00000      0.00000
     -3.15720      1.32203      0.00000      0.00000
     -3.14720      1.04502      0.00000      0.00000
     -3.13720      0.85854      0.00000      0.00000
     -3.12720      1.02610      0.00000      0.00000
     -3.11720      1.68522      0.00000      0.00000
     -3.10720      2.70532      0.00000      0.00000
     -3.09720      3.05046      0.00000      0.00000
     -3.08720      2.39589      0.00000      0.00000
     -3.07720      1.91009      0.00000      0.00000
     -3.06720      1.94489      0.00000      0.00000
     -3.05720      1.92742      0.00000      0.00000
     -3.04720      1.57251      0.00000      0.00000
     -3.03720      1.23973      0.00000      0.00000
     -3.02720      1.35835      0.00000      0.00000
     -3.01720      1.93640      0.00000      0.00000
     -3.00720      2.42469      0.00000      0.00000
     -2.99720      2.24492      0.00000      0.00000
     -2.98720      1.89663      0.00000      0.00000
     -2.97720      1.99593      0.00000      0.00000
     -2.96720      2.42171      0.00000      0.00000
     -2.95720      2.83731      0.00000      0.00000
     -2.94720      2.94084      0.00000      0.00000
     -2.93720      2.66139      0.00000      0.00000
     -2.92720      2.04437      0.00000      0.00000
     -2.91720      1.54005      0.00000      0.00000
     -2.90720      1.22081      0.00000      0.00000
     -2.89720      1.01699      0.00000      0.00000
     -2.88720      1.04512      0.00000      0.00000
     -2.87720      1.19359      0.00000      0.00000
     -2.86720      1.19946      0.00000      0.00000
     -2.85720      1.08851      0.00000      0.00000
     -2.84720      1.31125      0.00000      0.00000
     -2.83720      1.84320      0.00000      0.00000
     -2.82720      2.17008      0.00000      0.00000
     -2.81720      2.09655      0.00000      0.00000
     -2.80720      2.12349      0.00000      0.00000
     -2.79720      2.32294      0.00000      0.00000
     -2.78720      2.32574      0.00000      0.00000
     -2.77720      2.35991      0.00000      0.00000
     -2.76720      2.62114      0.00000      0.00000
     -2.75720      2.86203      0.00000      0.00000
     -2.74720      2.52333      0.00000      0.00000
     -2.73720      1.88137      0.00000      0.00000
     -2.72720      1.59701      0.00000      0.00000
     -2.71720      1.61097      0.00000      0.00000
     -2.70720      1.80140      0.00000      0.00000
     -2.69720      1.87103      0.00000      0.00000
     -2.68720      1.77908      0.00000      0.00000
     -2.67720      1.82714      0.00000      0.00000
     -2.66720      1.89292      0.00000      0.00000
     -2.65720      1.93184      0.00000      0.00000
     -2.64720      2.05577      0.00000      0.00000
     -2.63720      2.23008      0.00000      0.00000
     -2.62720      2.13236      0.00000      0.00000
     -2.61720      1.85837      0.00000      0.00000
     -2.60720      1.83568      0.00000      0.00000
     -2.59720      1.75967      0.00000      0.00000
     -2.58720      1.74633      0.00000      0.00000
     -2.57720      1.92169      0.00000      0.00000
     -2.56720      1.93980      0.00000      0.00000
     -2.55720      2.05805      0.00000      0.00000
     -2.54720      2.26938      0.00000      0.00000
     -2.53720      2.44595      0.00000      0.00000
     -2.52720      2.45245      0.00000      0.00000
     -2.51720      2.11632      0.00000      0.00000
     -2.50720      1.96167      0.00000      0.00000
     -2.49720      2.25108      0.00000      0.00000
     -2.48720      2.35029      0.00000      0.00000
     -2.47720      2.25957      0.00000      0.00000
     -2.46720      2.42312      0.00000      0.00000
     -2.45720      2.55461      0.00000      0.00000
     -2.44720      2.48194      0.00000      0.00000
     -2.43720      2.46612      0.00000      0.00000
     -2.42720      2.32874      0.00000      0.00000
     -2.41720      1.91880      0.00000      0.00000
     -2.40720      1.66920      0.00000      0.00000
     -2.39720      1.99301      0.00000      0.00000
     -2.38720      2.43003      0.00000      0.00000
     -2.37720      2.41871      0.00000      0.00000
     -2.36720      2.11815      0.00000      0.00000
     -2.35720      2.32120      0.00000      0.00000
     -2.34720      2.92827      0.00000      0.00000
     -2.33720      3.00939      0.00000      0.00000
     -2.32720      2.85819      0.00000      0.00000
     -2.31720      2.86235      0.00000      0.00000
     -2.30720      2.79708      0.00000      0.00000
     -2.29720      2.69872      0.00000      0.00000
     -2.28720      2.72941      0.00000      0.00000
     -2.27720      2.63516      0.00000      0.00000
     -2.26720      2.26544      0.00000      0.00000
     -2.25720      1.94124      0.00000      0.00000
     -2.24720      2.07074      0.00000      0.00000
     -2.23720      2.85828      0.00000      0.00000
     -2.22720      3.36293      0.00000      0.00000
     -2.21720      3.06817      0.00000      0.00000
     -2.20720      2.76294      0.00000      0.00000
     -2.19720      2.65933      0.00000      0.00000
     -2.18720      2.50250      0.00000      0.00000
     -2.17720      2.44696      0.00000      0.00000
     -2.16720      2.43586      0.00000      0.00000
     -2.15720      2.39387      0.00000      0.00000
     -2.14720      2.77476      0.00000      0.00000
     -2.13720      3.14985      0.00000      0.00000
     -2.12720      3.04906      0.00000      0.00000
     -2.11720      3.07875      0.00000      0.00000
     -2.10720      3.36125      0.00000      0.00000
     -2.09720      3.45317      0.00000      0.00000
     -2.08720      3.47256      0.00000      0.00000
     -2.07720      3.29041      0.00000      0.00000
     -2.06720      3.05026      0.00000      0.00000
     -2.05720      3.02761      0.00000      0.00000
     -2.04720      2.88816      0.00000      0.00000
     -2.03720      2.55393      0.00000      0.00000
     -2.02720      2.50975      0.00000      0.00000
     -2.01720      2.80965      0.00000      0.00000
     -2.00720      3.02740      0.00000      0.00000
     -1.99720      2.88009      0.00000      0.00000
     -1.98720      2.94100      0.00000      0.00000
     -1.97720      3.51531      0.00000      0.00000
     -1.96720      3.94158      0.00000      0.00000
     -1.95720      3.61872      0.00000      0.00000
     -1.94720      2.87486      0.00000      0.00000
     -1.93720      2.39054      0.00000      0.00000
     -1.92720      2.28123      0.00000      0.00000
     -1.91720      2.45136      0.00000      0.00000
     -1.90720      2.91441      0.00000      0.00000
     -1.89720      3.40065      0.00000      0.00000
     -1.88720      3.48447      0.00000      0.00000
     -1.87720      2.94747      0.00000      0.00000
     -1.86720      2.31353      0.00000      0.00000
     -1.85720      2.35752      0.00000      0.00000
     -1.84720      2.80334      0.00000      0.00000
     -1.83720      3.27040      0.00000      0.00000
     -1.82720      3.66242      0.00000      0.00000
     -1.81720      3.62988      0.00000      0.00000
     -1.80720      3.31731      0.00000      0.00000
     -1.79720      3.24294      0.00000      0.00000
     -1.78720      3.46382      0.00000      0.00000
     -1.77720      3.38504      0.00000      0.00000
     -1.76720      2.83110      0.00000      0.00000
     -1.75720      2.22729      0.00000      0.00000
     -1.74720      2.42220      0.00000      0.00000
     -1.73720      3.31322      0.00000      0.00000
     -1.72720      3.93179      0.00000      0.00000
     -1.71720      4.20364      0.00000      0.00000
     -1.70720      3.91326      0.00000      0.00000
     -1.69720      3.41807      0.00000      0.00000
     -1.68720      3.56860      0.00000      0.00000
     -1.67720      3.78298      0.00000      0.00000
     -1.66720      3.50379      0.00000      0.00000
     -1.65720      2.96067      0.00000      0.00000
     -1.64720      2.60768      0.00000      0.00000
     -1.63720      2.79476      0.00000      0.00000
     -1.62720      3.26861      0.00000      0.00000
     -1.61720      3.86005      0.00000      0.00000
     -1.60720      4.11977      0.00000      0.00000
     -1.59720      3.71856      0.00000      0.00000
     -1.58720      3.32985      0.00000      0.00000
     -1.57720      3.60972      0.00000      0.00000
     -1.56720      4.18328      0.00000      0.00000
     -1.55720      4.19001      0.00000      0.00000
     -1.54720      3.90520      0.00000      0.00000
     -1.53720      3.68841      0.00000      0.00000
     -1.52720      3.29907      0.00000      0.00000
     -1.51720      3.16999      0.00000      0.00000
     -1.50720      3.63097      0.00000      0.00000
     -1.49720      4.03154      0.00000      0.00000
     -1.48720      4.01421      0.00000      0.00000
     -1.47720      3.68932      0.00000      0.00000
     -1.46720      3.52311      0.00000      0.00000
     -1.45720      3.72455      0.00000      0.00000
     -1.44720      3.70965      0.00000      0.00000
     -1.43720      3.66644      0.00000      0.00000
     -1.42720      3.83790      0.00000      0.00000
     -1.41720      3.78648      0.00000      0.00000
     -1.40720      3.79997      0.00000      0.00000
     -1.39720      3.84214      0.00000      0.00000
     -1.38720      3.63948      0.00000      0.00000
     -1.37720      3.76823      0.00000      0.00000
     -1.36720      4.03869      0.00000      0.00000
     -1.35720      3.70800      0.00000      0.00000
     -1.34720      3.06668      0.00000      0.00000
     -1.33720      2.70664      0.00000      0.00000
     -1.32720      3.03580      0.00000      0.00000
     -1.31720      3.39898      0.00000      0.00000
     -1.30720      3.35397      0.00000      0.00000
     -1.29720      3.42864      0.00000      0.00000
     -1.28720      3.60469      0.00000      0.00000
     -1.27720      3.83443      0.00000      0.00000
     -1.26720      3.87828      0.00000      0.00000
     -1.25720      3.65988      0.00000      0.00000
     -1.24720      3.85701      0.00000      0.00000
     -1.23720      4.03879      0.00000      0.00000
     -1.22720      3.62479      0.00000      0.00000
     -1.21720      3.40350      0.00000      0.00000
     -1.20720      3.82005      0.00000      0.00000
     -1.19720      4.19809      0.00000      0.00000
     -1.18720      4.05834      0.00000      0.00000
     -1.17720      3.65697      0.00000      0.00000
     -1.16720      3.33937      0.00000      0.00000
     -1.15720      3.03587      0.00000      0.00000
     -1.14720      2.74295      0.00000      0.00000
     -1.13720      2.88119      0.00000      0.00000
     -1.12720      3.44105      0.00000      0.00000
     -1.11720      3.81301      0.00000      0.00000
     -1.10720      3.67511      0.00000      0.00000
     -1.09720      3.62514      0.00000      0.00000
     -1.08720      3.87551      0.00000      0.00000
     -1.07720      3.95308      0.00000      0.00000
     -1.06720      3.89734      0.00000      0.00000
     -1.05720      3.96308      0.00000      0.00000
     -1.04720      4.06145      0.00000      0.00000
     -1.03720      3.93293      0.00000      0.00000
     -1.02720      3.52594      0.00000      0.00000
     -1.01720      3.26371      0.00000      0.00000
     -1.00720      3.06709      0.00000      0.00000
     -0.99720      2.98350      0.00000      0.00000
     -0.98720      2.95246      0.00000      0.00000
     -0.97720      2.94113      0.00000      0.00000
     -0.96720      2.87946      0.00000      0.00000
     -0.95720      2.97627      0.00000      0.00000
     -0.94720      3.36655      0.00000      0.00000
     -0.93720      3.62026      0.00000      0.00000
     -0.92720      3.63130      0.00000      0.00000
     -0.91720      3.42718      0.00000      0.00000
     -0.90720      3.14296      0.00000      0.00000
     -0.89720      2.92178      0.00000      0.00000
     -0.88720      3.07048      0.00000      0.00000
     -0.87720      3.17328      0.00000      0.00000
     -0.86720      3.02768      0.00000      0.00000
     -0.85720      2.79886      0.00000      0.00000
     -0.84720      2.63886      0.00000      0.00000
     -0.83720      2.78955      0.00000      0.00000
     -0.82720      2.85792      0.00000      0.00000
     -0.81720      2.85898      0.00000      0.00000
     -0.80720      2.87973      0.00000      0.00000
     -0.79720      2.78211      0.00000      0.00000
     -0.78720      2.59700      0.00000      0.00000
     -0.77720      2.46204      0.00000      0.00000
     -0.76720      2.42516      0.00000      0.00000
     -0.75720      2.56689      0.00000      0.00000
     -0.74720      2.82201      0.00000      0.00000
     -0.73720      2.70976      0.00000      0.00000
     -0.72720      2.54742      0.00000      0.00000
     -0.71720      2.66444      0.00000      0.00000
     -0.70720      2.91925      0.00000      0.00000
     -0.69720      2.75417      0.00000      0.00000
     -0.68720      2.35240      0.00000      0.00000
     -0.67720      2.38381      0.00000      0.00000
     -0.66720      2.64292      0.00000      0.00000
     -0.65720      2.50376      0.00000      0.00000
     -0.64720      2.21881      0.00000      0.00000
     -0.63720      2.15476      0.00000      0.00000
     -0.62720      2.24027      0.00000      0.00000
     -0.61720      2.36504      0.00000      0.00000
     -0.60720      2.21261      0.00000      0.00000
     -0.59720      2.14978      0.00000      0.00000
     -0.58720      2.35794      0.00000      0.00000
     -0.57720      2.62008      0.00000      0.00000
     -0.56720      2.54819      0.00000      0.00000
     -0.55720      2.22905      0.00000      0.00000
     -0.54720      2.20281      0.00000      0.00000
     -0.53720      2.24283      0.00000      0.00000
     -0.52720      1.98419      0.00000      0.00000
     -0.51720      1.79204      0.00000      0.00000
     -0.50720      1.86886      0.00000      0.00000
     -0.49720      2.07015      0.00000      0.00000
     -0.48720      2.19954      0.00000      0.00000
     -0.47720      2.09160      0.00000      0.00000
     -0.46720      2.07334      0.00000      0.00000
     -0.45720      2.28249      0.00000      0.00000
     -0.44720      2.54253      0.00000      0.00000
     -0.43720      2.49723      0.00000      0.00000
     -0.42720      2.05465      0.00000      0.00000
     -0.41720      1.59718      0.00000      0.00000
     -0.40720      1.44084      0.00000      0.00000
     -0.39720      1.59687      0.00000      0.00000
     -0.38720      1.61814      0.00000      0.00000
     -0.37720      1.34846      0.00000      0.00000
     -0.36720      1.16961      0.00000      0.00000
     -0.35720      1.14587      0.00000      0.00000
     -0.34720      1.16164      0.00000      0.00000
     -0.33720      1.17314      0.00000      0.00000
     -0.32720      1.14725      0.00000      0.00000
     -0.31720      1.29016      0.00000      0.00000
     -0.30720      1.45420      0.00000      0.00000
     -0.29720      1.37411      0.00000      0.00000
     -0.28720      1.12418      0.00000      0.00000
     -0.27720      0.99634      0.00000      0.00000
     -0.26720      1.04602      0.00000      0.00000
     -0.25720      1.04459      0.00000      0.00000
     -0.24720      0.90259      0.00000      0.00000
     -0.23720      0.77898      0.00000      0.00000
     -0.22720      0.66437      0.00000      0.00000
     -0.21720      0.71678      0.00000      0.00000
     -0.20720      0.90041      0.00000      0.00000
     -0.19720      0.98952      0.00000      0.00000
     -0.18720      0.96711      0.00000      0.00000
     -0.17720      0.82001      0.00000      0.00000
     -0.16720      0.58961      0.00000      0.00000
     -0.15720      0.56075      0.00000      0.00000
     -0.14720      0.73929      0.00000      0.00000
     -0.13720      0.85747      0.00000      0.00000
     -0.12720      0.72689      0.00000      0.00000
     -0.11720      0.50186      0.00000      0.00000
     -0.10720      0.41762      0.00000      0.00000
     -0.09720      0.41038      0.00000      0.00000
     -0.08720      0.39787      0.00000      0.00000
     -0.07720      0.34017      0.00000      0.00000
     -0.06720      0.27638      0.00000      0.00000
     -0.05720      0.21494      0.00000      0.00000
     -0.04720      0.18571      0.00000      0.00000
     -0.03720      0.14601      0.00000      0.00000
     -0.02720      0.12697      0.00000      0.00000
     -0.01720      0.10566      0.00000      0.00000
     -0.00720      0.04318      0.00000      0.00000
      0.00280      0.00704      0.00000      0.00000
      0.01280      0.00044      0.00000      0.00000
      0.02280      0.00001      0.00000      0.00000
      0.03280      0.00000      0.00000      0.00000
      0.04280      0.00000      0.00000      0.00000
      0.05280      0.00000      0.00000      0.00000
      0.06280      0.00000      0.00000      0.00000
      0.07280      0.00000      0.00000      0.00000
      0.08280      0.00000      0.00000      0.00000
      0.09280      0.00000      0.00000      0.00000
      0.10280      0.00000      0.00000      0.00000
      0.11280      0.00000      0.00000      0.00000
      0.12280      0.00000      0.00000      0.00000
      0.13280      0.00000      0.00000      0.00000
      0.14280      0.00000      0.00000      0.00000
      0.15280      0.00000      0.00000      0.00000
      0.16280      0.00000      0.00000      0.00000
      0.17280      0.00000      0.00000      0.00000
      0.18280      0.00000      0.00000      0.00000
      0.19280      0.00008      0.00000      0.00000
      0.20280      0.00196      0.00000      0.00000
      0.21280      0.01898      0.00000      0.00000
      0.22280      0.07401      0.00000      0.00000
      0.23280      0.12921      0.00000      0.00000
      0.24280      0.11156      0.00000      0.00000
      0.25280      0.04620      0.00000      0.00000
      0.26280      0.00982      0.00000      0.00000
      0.27280      0.01732      0.00000      0.00000
      0.28280      0.06467      0.00000      0.00000
      0.29280      0.11292      0.00000      0.00000
      0.30280      0.11256      0.00000      0.00000
      0.31280      0.06389      0.00000      0.00000
      0.32280      0.01637      0.00000      0.00000
      0.33280      0.00166      0.00000      0.00000
      0.34280      0.00066      0.00000      0.00000
      0.35280      0.00878      0.00000      0.00000
      0.36280      0.05066      0.00000      0.00000
      0.37280      0.12578      0.00000      0.00000
      0.38280      0.16131      0.00000      0.00000
      0.39280      0.15441      0.00000      0.00000
      0.40280      0.15558      0.00000      0.00000
      0.41280      0.18649      0.00000      0.00000
      0.42280      0.25417      0.00000      0.00000
      0.43280      0.25695      0.00000      0.00000
      0.44280      0.20128      0.00000      0.00000
      0.45280      0.18172      0.00000      0.00000
      0.46280      0.16371      0.00000      0.00000
      0.47280      0.15686      0.00000      0.00000
      0.48280      0.16542      0.00000      0.00000
      0.49280      0.09935      0.00000      0.00000
      0.50280      0.04888      0.00000      0.00000
      0.51280      0.07619      0.00000      0.00000
      0.52280      0.10716      0.00000      0.00000
      0.53280      0.15277      0.00000      0.00000
      0.54280      0.18264      0.00000      0.00000
      0.55280      0.16878      0.00000      0.00000
      0.56280      0.16342      0.00000      0.00000
      0.57280      0.14217      0.00000      0.00000
      0.58280      0.14431      0.00000      0.00000
      0.59280      0.15596      0.00000      0.00000
      0.60280      0.14840      0.00000      0.00000
      0.61280      0.15662      0.00000      0.00000
      0.62280      0.24902      0.00000      0.00000
      0.63280      0.33141      0.00000      0.00000
      0.64280      0.29601      0.00000      0.00000
      0.65280      0.18420      0.00000      0.00000
      0.66280      0.13884      0.00000      0.00000
      0.67280      0.24721      0.00000      0.00000
      0.68280      0.35230      0.00000      0.00000
      0.69280      0.43172      0.00000      0.00000
      0.70280      0.42116      0.00000      0.00000
      0.71280      0.34146      0.00000      0.00000
      0.72280      0.39265      0.00000      0.00000
      0.73280      0.35924      0.00000      0.00000
      0.74280      0.28160      0.00000      0.00000
      0.75280      0.36076      0.00000      0.00000
      0.76280      0.42502      0.00000      0.00000
      0.77280      0.48628      0.00000      0.00000
      0.78280      0.48120      0.00000      0.00000
      0.79280      0.38760      0.00000      0.00000
      0.80280      0.30799      0.00000      0.00000
      0.81280      0.25914      0.00000      0.00000
      0.82280      0.23588      0.00000      0.00000
      0.83280      0.22375      0.00000      0.00000
      0.84280      0.32140      0.00000      0.00000
      0.85280      0.42299      0.00000      0.00000
      0.86280      0.33306      0.00000      0.00000
      0.87280      0.26122      0.00000      0.00000
      0.88280      0.30513      0.00000      0.00000
      0.89280      0.40735      0.00000      0.00000
      0.90280      0.47843      0.00000      0.00000
      0.91280      0.50181      0.00000      0.00000
      0.92280      0.58065      0.00000      0.00000
      0.93280      0.67582      0.00000      0.00000
      0.94280      0.55493      0.00000      0.00000
      0.95280      0.42094      0.00000      0.00000
      0.96280      0.53445      0.00000      0.00000
      0.97280      0.66039      0.00000      0.00000
      0.98280      0.68872      0.00000      0.00000
      0.99280      0.71295      0.00000      0.00000
      1.00280      0.69237      0.00000      0.00000
      1.01280      0.57065      0.00000      0.00000
      1.02280      0.43930      0.00000      0.00000
      1.03280      0.41143      0.00000      0.00000
      1.04280      0.49679      0.00000      0.00000
      1.05280      0.63429      0.00000      0.00000
      1.06280      0.75720      0.00000      0.00000
      1.07280      0.83205      0.00000      0.00000
      1.08280      0.78067      0.00000      0.00000
      1.09280      0.67594      0.00000      0.00000
      1.10280      0.64795      0.00000      0.00000
      1.11280      0.69650      0.00000      0.00000
      1.12280      0.69214      0.00000      0.00000
      1.13280      0.62738      0.00000      0.00000
      1.14280      0.76501      0.00000      0.00000
      1.15280      1.02565      0.00000      0.00000
      1.16280      0.96341      0.00000      0.00000
      1.17280      0.83692      0.00000      0.00000
      1.18280      0.92977      0.00000      0.00000
      1.19280      0.92789      0.00000      0.00000
      1.20280      0.81309      0.00000      0.00000
      1.21280      0.75396      0.00000      0.00000
      1.22280      0.63786      0.00000      0.00000
      1.23280      0.49493      0.00000      0.00000
      1.24280      0.58675      0.00000      0.00000
      1.25280      0.81404      0.00000      0.00000
      1.26280      1.01517      0.00000      0.00000
      1.27280      1.08597      0.00000      0.00000
      1.28280      1.11043      0.00000      0.00000
      1.29280      1.36517      0.00000      0.00000
      1.30280      1.57835      0.00000      0.00000
      1.31280      1.60992      0.00000      0.00000
      1.32280      1.47335      0.00000      0.00000
      1.33280      1.12175      0.00000      0.00000
      1.34280      1.04209      0.00000      0.00000
