Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Al As 
      1.29000      0.35962      0.25388      0.10574
      1.30000      0.47044      0.33238      0.13805
      1.31000      0.49024      0.34416      0.14608
      1.32000      0.56762      0.39725      0.17036
      1.33000      0.77528      0.55015      0.22513
      1.34000      0.89577      0.64663      0.24914
      1.35000      0.80767      0.59268      0.21499
      1.36000      0.67539      0.50550      0.16989
      1.37000      0.51161      0.38226      0.12935
      1.38000      0.40871      0.29314      0.11556
      1.39000      0.57343      0.40688      0.16655
      1.40000      0.89337      0.64599      0.24738
      1.41000      0.98472      0.71626      0.26847
      1.42000      0.89124      0.64248      0.24877
      1.43000      0.87235      0.62082      0.25152
      1.44000      1.13337      0.79896      0.33441
      1.45000      1.30045      0.92932      0.37113
      1.46000      1.24702      0.92428      0.32274
      1.47000      1.20988      0.91687      0.29300
      1.48000      1.05319      0.79801      0.25519
      1.49000      0.82519      0.62191      0.20327
      1.50000      0.75997      0.56492      0.19505
      1.51000      0.97739      0.71611      0.26128
      1.52000      1.29379      0.94611      0.34768
      1.53000      1.39830      1.02586      0.37244
      1.54000      1.36992      1.03162      0.33830
      1.55000      1.54492      1.18461      0.36031
      1.56000      1.73988      1.31541      0.42448
      1.57000      1.65286      1.24095      0.41192
      1.58000      1.41247      1.07585      0.33662
      1.59000      1.44044      1.10515      0.33529
      1.60000      1.48217      1.12683      0.35534
      1.61000      1.52265      1.15365      0.36900
      1.62000      1.77346      1.34767      0.42580
      1.63000      1.86249      1.41592      0.44657
      1.64000      1.60270      1.21591      0.38680
      1.65000      1.60901      1.21340      0.39561
      1.66000      1.91294      1.44177      0.47117
      1.67000      2.13224      1.61268      0.51956
      1.68000      2.48427      1.87531      0.60896
      1.69000      2.52524      1.90138      0.62386
      1.70000      2.33425      1.74865      0.58560
      1.71000      2.31171      1.70775      0.60396
      1.72000      2.04521      1.50259      0.54262
      1.73000      1.78739      1.32528      0.46211
      1.74000      1.97393      1.47737      0.49656
      1.75000      2.00850      1.51043      0.49806
      1.76000      1.83025      1.37945      0.45079
      1.77000      1.87261      1.41585      0.45676
      1.78000      2.07969      1.57930      0.50039
      1.79000      2.16000      1.62910      0.53089
      1.80000      1.93113      1.43180      0.49932
      1.81000      1.68331      1.23607      0.44724
      1.82000      1.60370      1.16925      0.43445
      1.83000      1.69955      1.23557      0.46398
      1.84000      1.83960      1.34682      0.49278
      1.85000      1.73329      1.28576      0.44753
      1.86000      1.62280      1.21603      0.40677
      1.87000      1.79177      1.32442      0.46736
      1.88000      1.98888      1.44481      0.54407
      1.89000      2.13790      1.55606      0.58183
      1.90000      1.90974      1.39158      0.51816
      1.91000      1.34758      0.97876      0.36882
      1.92000      0.99008      0.71699      0.27309
      1.93000      0.99369      0.71021      0.28349
      1.94000      1.18252      0.83674      0.34577
      1.95000      1.17808      0.82607      0.35201
      1.96000      1.03416      0.71209      0.32207
      1.97000      0.95655      0.63555      0.32100
      1.98000      1.11001      0.71600      0.39401
      1.99000      1.17312      0.75553      0.41759
      2.00000      1.03225      0.67929      0.35295
      2.01000      1.15567      0.76640      0.38927
      2.02000      1.24535      0.81840      0.42695
      2.03000      1.05809      0.69941      0.35867
      2.04000      0.98043      0.66336      0.31707
      2.05000      0.98296      0.69329      0.28967
      2.06000      1.07624      0.77410      0.30214
      2.07000      1.19963      0.84143      0.35820
      2.08000      1.30112      0.87349      0.42763
      2.09000      1.24431      0.81976      0.42455
      2.10000      0.96698      0.63803      0.32895
      2.11000      0.74380      0.48877      0.25503
      2.12000      0.60851      0.40286      0.20566
      2.13000      0.59028      0.40075      0.18953
      2.14000      0.58848      0.40571      0.18277
      2.15000      0.55301      0.38041      0.17260
      2.16000      0.56569      0.37248      0.19321
      2.17000      0.69996      0.43825      0.26171
      2.18000      0.92468      0.58077      0.34390
      2.19000      1.10351      0.71676      0.38675
      2.20000      1.05175      0.69505      0.35669
      2.21000      0.87311      0.57417      0.29894
      2.22000      0.68850      0.44663      0.24186
      2.23000      0.54674      0.36078      0.18597
      2.24000      0.50758      0.33758      0.17000
      2.25000      0.64893      0.41162      0.23731
      2.26000      0.91144      0.56629      0.34515
      2.27000      0.96435      0.60822      0.35612
      2.28000      0.81456      0.51416      0.30040
      2.29000      0.83509      0.51430      0.32080
      2.30000      0.93920      0.57725      0.36195
      2.31000      1.01711      0.63736      0.37976
      2.32000      1.12700      0.72370      0.40330
      2.33000      1.17249      0.76005      0.41244
      2.34000      1.02926      0.67255      0.35670
      2.35000      0.84771      0.55547      0.29224
      2.36000      0.84364      0.53938      0.30426
      2.37000      0.89143      0.55898      0.33245
      2.38000      0.90252      0.57100      0.33151
      2.39000      0.90400      0.56730      0.33670
      2.40000      0.96782      0.59498      0.37284
      2.41000      0.85067      0.52510      0.32557
      2.42000      0.62066      0.39319      0.22747
      2.43000      0.57970      0.36496      0.21474
      2.44000      0.61943      0.39073      0.22870
      2.45000      0.77538      0.49742      0.27796
      2.46000      1.09132      0.69297      0.39835
      2.47000      1.21272      0.75473      0.45798
      2.48000      0.95924      0.58567      0.37357
      2.49000      0.67274      0.40471      0.26803
      2.50000      0.61695      0.36280      0.25415
      2.51000      0.61059      0.35176      0.25882
      2.52000      0.48674      0.28700      0.19974
      2.53000      0.63422      0.39644      0.23778
      2.54000      1.14247      0.72512      0.41735
      2.55000      1.38546      0.87935      0.50611
      2.56000      1.14017      0.71410      0.42607
      2.57000      0.98552      0.59275      0.39277
      2.58000      1.13493      0.67133      0.46360
      2.59000      1.49358      0.90289      0.59068
      2.60000      1.68006      1.03786      0.64220
      2.61000      1.62467      1.01618      0.60849
      2.62000      1.40839      0.86758      0.54081
      2.63000      0.89718      0.53946      0.35773
      2.64000      0.50280      0.30460      0.19820
      2.65000      0.56326      0.35262      0.21064
      2.66000      0.92620      0.57343      0.35277
      2.67000      1.37749      0.83940      0.53809
      2.68000      1.56734      0.94970      0.61764
      2.69000      1.44026      0.86564      0.57463
      2.70000      1.25753      0.74986      0.50767
      2.71000      1.35628      0.81180      0.54447
      2.72000      1.51345      0.90906      0.60439
      2.73000      1.56923      0.94237      0.62687
      2.74000      1.81344      1.08007      0.73337
      2.75000      1.90239      1.11909      0.78330
      2.76000      1.70446      0.99420      0.71026
      2.77000      1.54651      0.91434      0.63218
      2.78000      1.46097      0.89352      0.56745
      2.79000      1.14655      0.71545      0.43110
      2.80000      0.96800      0.59654      0.37146
      2.81000      1.08529      0.65922      0.42608
      2.82000      1.07131      0.66065      0.41065
      2.83000      0.81634      0.51995      0.29639
      2.84000      0.54557      0.35220      0.19337
      2.85000      0.41833      0.26381      0.15453
      2.86000      0.43306      0.26431      0.16875
      2.87000      0.61588      0.36705      0.24883
      2.88000      0.77235      0.46314      0.30920
      2.89000      0.66316      0.40723      0.25593
      2.90000      0.45935      0.28471      0.17464
      2.91000      0.44593      0.27384      0.17208
      2.92000      0.56105      0.34881      0.21223
      2.93000      0.56982      0.35514      0.21469
      2.94000      0.47782      0.29768      0.18013
      2.95000      0.46265      0.29104      0.17161
      2.96000      0.55915      0.34958      0.20957
      2.97000      0.63522      0.38902      0.24621
      2.98000      0.46930      0.28357      0.18573
      2.99000      0.28262      0.17203      0.11060
      3.00000      0.33534      0.20908      0.12626
      3.01000      0.44870      0.28276      0.16594
      3.02000      0.45666      0.28574      0.17092
      3.03000      0.45105      0.28142      0.16963
      3.04000      0.35247      0.22405      0.12842
      3.05000      0.22680      0.14321      0.08359
      3.06000      0.26332      0.16040      0.10292
      3.07000      0.31448      0.19070      0.12379
      3.08000      0.30192      0.18846      0.11346
      3.09000      0.30686      0.19567      0.11119
      3.10000      0.36090      0.22295      0.13796
      3.11000      0.43142      0.25946      0.17196
      3.12000      0.36839      0.22506      0.14333
      3.13000      0.26731      0.17397      0.09334
      3.14000      0.19683      0.13498      0.06185
      3.15000      0.15133      0.10136      0.04997
      3.16000      0.16390      0.10055      0.06335
      3.17000      0.18870      0.10982      0.07888
      3.18000      0.16829      0.09851      0.06977
      3.19000      0.12591      0.07701      0.04890
      3.20000      0.10268      0.06474      0.03794
      3.21000      0.14110      0.08356      0.05754
      3.22000      0.19432      0.11122      0.08311
      3.23000      0.21779      0.12499      0.09280
      3.24000      0.28546      0.16443      0.12103
      3.25000      0.35825      0.20575      0.15250
      3.26000      0.38635      0.22189      0.16446
      3.27000      0.41227      0.23602      0.17625
      3.28000      0.52336      0.29814      0.22522
      3.29000      0.52519      0.29957      0.22561
      3.30000      0.31065      0.17667      0.13399
      3.31000      0.13461      0.07534      0.05927
      3.32000      0.11202      0.06244      0.04957
      3.33000      0.25741      0.14445      0.11296
      3.34000      0.37366      0.21044      0.16322
      3.35000      0.32796      0.18503      0.14293
      3.36000      0.22552      0.12749      0.09804
      3.37000      0.13027      0.07446      0.05581
      3.38000      0.11422      0.06641      0.04781
      3.39000      0.16518      0.09644      0.06873
      3.40000      0.25579      0.14840      0.10739
      3.41000      0.32380      0.18582      0.13798
      3.42000      0.44538      0.25494      0.19044
      3.43000      0.47226      0.27106      0.20121
      3.44000      0.34346      0.19675      0.14671
      3.45000      0.25670      0.14580      0.11089
      3.46000      0.19701      0.11099      0.08602
      3.47000      0.20111      0.11257      0.08854
      3.48000      0.22591      0.12796      0.09795
      3.49000      0.25851      0.14957      0.10895
      3.50000      0.26058      0.15171      0.10887
      3.51000      0.27893      0.16076      0.11818
      3.52000      0.40215      0.22853      0.17362
      3.53000      0.42401      0.23953      0.18449
      3.54000      0.27865      0.15918      0.11946
      3.55000      0.21694      0.12727      0.08967
      3.56000      0.19174      0.11277      0.07897
      3.57000      0.15544      0.09081      0.06464
      3.58000      0.19771      0.11526      0.08245
      3.59000      0.26161      0.15104      0.11057
      3.60000      0.25823      0.14719      0.11104
      3.61000      0.23189      0.13244      0.09944
      3.62000      0.16155      0.09294      0.06861
      3.63000      0.09916      0.05681      0.04235
      3.64000      0.09314      0.05313      0.04000
      3.65000      0.10819      0.06225      0.04594
      3.66000      0.19855      0.11454      0.08401
      3.67000      0.31290      0.18090      0.13200
      3.68000      0.36629      0.21198      0.15430
      3.69000      0.35676      0.20423      0.15253
      3.70000      0.36853      0.20861      0.15992
      3.71000      0.39592      0.22540      0.17052
      3.72000      0.38109      0.21857      0.16253
      3.73000      0.37003      0.21223      0.15780
      3.74000      0.40842      0.23460      0.17381
      3.75000      0.35791      0.20513      0.15279
      3.76000      0.36689      0.20885      0.15804
      3.77000      0.41032      0.23358      0.17674
      3.78000      0.39272      0.22391      0.16881
      3.79000      0.31265      0.17879      0.13386
      3.80000      0.20253      0.11574      0.08678
      3.81000      0.28952      0.16467      0.12485
      3.82000      0.61710      0.35029      0.26680
      3.83000      0.68507      0.38875      0.29631
      3.84000      0.43090      0.24461      0.18629
      3.85000      0.27484      0.15532      0.11951
      3.86000      0.23061      0.13061      0.10000
      3.87000      0.24258      0.13801      0.10458
      3.88000      0.32904      0.18772      0.14132
      3.89000      0.38775      0.22116      0.16659
      3.90000      0.30788      0.17406      0.13382
      3.91000      0.21572      0.11894      0.09678
      3.92000      0.22107      0.11764      0.10343
      3.93000      0.30479      0.16626      0.13853
      3.94000      0.36322      0.20706      0.15615
      3.95000      0.51491      0.29526      0.21965
      3.96000      0.71363      0.40279      0.31084
      3.97000      0.65576      0.36582      0.28994
      3.98000      0.49136      0.27297      0.21840
      3.99000      0.35656      0.19899      0.15756
      4.00000      0.30633      0.17314      0.13318
      4.01000      0.35110      0.19820      0.15291
      4.02000      0.32007      0.17941      0.14066
      4.03000      0.24696      0.13345      0.11352
      4.04000      0.28369      0.14478      0.13891
      4.05000      0.39559      0.19999      0.19560
      4.06000      0.49040      0.25772      0.23267
      4.07000      0.40619      0.22083      0.18536
      4.08000      0.38550      0.20559      0.17991
      4.09000      0.51974      0.27221      0.24753
      4.10000      0.48789      0.26121      0.22668
      4.11000      0.38350      0.21346      0.17005
      4.12000      0.40511      0.22673      0.17838
      4.13000      0.47015      0.26138      0.20877
      4.14000      0.44180      0.24200      0.19979
      4.15000      0.43350      0.22703      0.20647
      4.16000      0.53033      0.27154      0.25879
      4.17000      0.60485      0.31634      0.28851
      4.18000      0.60563      0.32674      0.27889
      4.19000      0.64035      0.35591      0.28444
      4.20000      0.71749      0.40641      0.31108
      4.21000      0.79831      0.44680      0.35151
      4.22000      0.74442      0.40745      0.33698
      4.23000      0.48114      0.26192      0.21923
      4.24000      0.27801      0.15403      0.12399
      4.25000      0.26841      0.14956      0.11885
      4.26000      0.31745      0.17000      0.14745
      4.27000      0.37048      0.18559      0.18489
      4.28000      0.37334      0.17946      0.19388
      4.29000      0.46139      0.22809      0.23330
      4.30000      0.69092      0.35290      0.33802
      4.31000      0.60746      0.31496      0.29250
      4.32000      0.43238      0.23257      0.19981
      4.33000      0.61499      0.33414      0.28085
      4.34000      0.75310      0.40663      0.34647
      4.35000      0.52199      0.28551      0.23648
      4.36000      0.31012      0.17295      0.13717
      4.37000      0.31681      0.17661      0.14020
      4.38000      0.49003      0.27254      0.21748
      4.39000      0.66229      0.36060      0.30169
      4.40000      0.67300      0.35185      0.32115
      4.41000      0.64625      0.32230      0.32395
      4.42000      0.78047      0.38468      0.39578
      4.43000      1.04996      0.54157      0.50839
      4.44000      1.20256      0.64413      0.55843
      4.45000      1.08785      0.57505      0.51280
      4.46000      1.06120      0.54547      0.51574
      4.47000      1.25803      0.65675      0.60129
      4.48000      1.32975      0.70882      0.62093
      4.49000      1.26382      0.67872      0.58510
      4.50000      1.34050      0.71940      0.62110
      4.51000      1.46696      0.77848      0.68848
      4.52000      1.34908      0.69521      0.65388
      4.53000      1.17848      0.59365      0.58483
      4.54000      0.96962      0.49602      0.47361
      4.55000      0.73683      0.38691      0.34992
      4.56000      0.71652      0.37810      0.33843
      4.57000      0.88305      0.47079      0.41225
      4.58000      1.08190      0.58173      0.50017
      4.59000      1.23344      0.65864      0.57480
      4.60000      1.31647      0.69168      0.62479
      4.61000      1.20778      0.62414      0.58364
      4.62000      1.05493      0.54400      0.51093
      4.63000      1.03423      0.53709      0.49713
      4.64000      0.98070      0.49522      0.48549
      4.65000      0.94223      0.45295      0.48927
      4.66000      1.15816      0.57332      0.58484
      4.67000      1.46219      0.75188      0.71031
      4.68000      1.51280      0.77511      0.73768
      4.69000      1.25508      0.63683      0.61824
      4.70000      1.00470      0.51042      0.49428
      4.71000      0.90540      0.45749      0.44791
      4.72000      0.98755      0.49462      0.49294
      4.73000      1.35748      0.67675      0.68073
      4.74000      1.64679      0.81510      0.83168
      4.75000      1.72507      0.85129      0.87378
      4.76000      1.69577      0.84507      0.85070
      4.77000      1.64692      0.83098      0.81594
      4.78000      1.68790      0.85079      0.83710
      4.79000      1.77495      0.89043      0.88452
      4.80000      1.84999      0.93567      0.91433
      4.81000      1.79698      0.90223      0.89475
      4.82000      1.63933      0.80918      0.83015
      4.83000      1.43371      0.69981      0.73390
      4.84000      1.38086      0.66741      0.71346
      4.85000      1.73047      0.86067      0.86979
      4.86000      2.24840      1.14457      1.10383
      4.87000      2.40999      1.21532      1.19468
      4.88000      2.14592      1.07188      1.07404
      4.89000      1.73872      0.87771      0.86101
      4.90000      1.40918      0.71325      0.69593
      4.91000      1.38322      0.68739      0.69582
      4.92000      1.78066      0.89577      0.88489
      4.93000      2.12706      1.09355      1.03351
      4.94000      2.17009      1.12132      1.04877
      4.95000      2.09890      1.06690      1.03199
      4.96000      1.88689      0.93606      0.95082
      4.97000      1.61251      0.80235      0.81016
      4.98000      1.55501      0.79029      0.76471
      4.99000      1.64471      0.81782      0.82689
      5.00000      1.80005      0.86863      0.93141
      5.01000      2.10895      1.03140      1.07756
      5.02000      2.20626      1.09091      1.11534
      5.03000      1.80285      0.90639      0.89645
      5.04000      1.50027      0.77476      0.72551
      5.05000      1.64289      0.85295      0.78994
      5.06000      1.77087      0.91024      0.86064
      5.07000      1.50880      0.75760      0.75120
      5.08000      1.40979      0.70087      0.70892
      5.09000      1.43196      0.71061      0.72135
      5.10000      1.41341      0.70498      0.70843
      5.11000      1.69373      0.85972      0.83402
      5.12000      1.82381      0.93303      0.89078
      5.13000      1.66184      0.85477      0.80707
      5.14000      1.64619      0.84127      0.80492
      5.15000      1.69296      0.84835      0.84461
      5.16000      1.74581      0.85833      0.88748
      5.17000      1.65951      0.80804      0.85147
      5.18000      1.45897      0.71172      0.74725
      5.19000      1.39557      0.68434      0.71122
      5.20000      1.51478      0.74587      0.76891
      5.21000      1.58198      0.79600      0.78598
      5.22000      1.41566      0.72148      0.69418
