Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Cd S  
     -4.99462      0.00000      0.00000      0.00000
     -4.98462      0.00000      0.00000      0.00000
     -4.97462      0.00000      0.00000      0.00000
     -4.96462      0.00000      0.00000      0.00000
     -4.95462      0.00000      0.00000      0.00000
     -4.94462      0.00000      0.00000      0.00000
     -4.93462      0.00000      0.00000      0.00000
     -4.92462      0.00000      0.00000      0.00000
     -4.91462      0.00000      0.00000      0.00000
     -4.90462      0.00000      0.00000      0.00000
     -4.89462      0.00000      0.00000      0.00000
     -4.88462      0.00000      0.00000      0.00000
     -4.87462      0.00000      0.00000      0.00000
     -4.86462      0.00000      0.00000      0.00000
     -4.85462      0.00000      0.00000      0.00000
     -4.84462      0.00000      0.00000      0.00000
     -4.83462      0.00000      0.00000      0.00000
     -4.82462      0.00000      0.00000      0.00000
     -4.81462      0.00000      0.00000      0.00000
     -4.80462      0.00000      0.00000      0.00000
     -4.79462      0.00000      0.00000      0.00000
     -4.78462      0.00000      0.00000      0.00000
     -4.77462      0.00000      0.00000      0.00000
     -4.76462      0.00000      0.00000      0.00000
     -4.75462      0.00000      0.00000      0.00000
     -4.74462      0.00000      0.00000      0.00000
     -4.73462      0.00000      0.00000      0.00000
     -4.72462      0.00000      0.00000      0.00000
     -4.71462      0.00000      0.00000      0.00000
     -4.70462      0.00000      0.00000      0.00000
     -4.69462      0.00000      0.00000      0.00000
     -4.68462      0.00000      0.00000      0.00000
     -4.67462      0.00000      0.00000      0.00000
     -4.66462      0.00000      0.00000      0.00000
     -4.65462      0.00000      0.00000      0.00000
     -4.64462      0.00000      0.00000      0.00000
     -4.63462      0.00000      0.00000      0.00000
     -4.62462      0.00000      0.00000      0.00000
     -4.61462      0.00000      0.00000      0.00000
     -4.60462      0.00000      0.00000      0.00000
     -4.59462      0.00000      0.00000      0.00000
     -4.58462      0.00000      0.00000      0.00000
     -4.57462      0.00000      0.00000      0.00000
     -4.56462      0.00000      0.00000      0.00000
     -4.55462      0.00000      0.00000      0.00000
     -4.54462      0.00000      0.00000      0.00000
     -4.53462      0.00000      0.00000      0.00000
     -4.52462      0.00000      0.00000      0.00000
     -4.51462      0.00000      0.00000      0.00000
     -4.50462      0.00000      0.00000      0.00000
     -4.49462      0.00000      0.00000      0.00000
     -4.48462      0.00000      0.00000      0.00000
     -4.47462      0.00000      0.00000      0.00000
     -4.46462      0.00000      0.00000      0.00000
     -4.45462      0.00000      0.00000      0.00000
     -4.44462      0.00000      0.00000      0.00000
     -4.43462      0.00000      0.00000      0.00000
     -4.42462      0.00000      0.00000      0.00000
     -4.41462      0.00000      0.00000      0.00000
     -4.40462      0.00000      0.00000      0.00000
     -4.39462      0.00000      0.00000      0.00000
     -4.38462      0.00000      0.00000      0.00000
     -4.37462      0.00000      0.00000      0.00000
     -4.36462     -0.00052      0.00000      0.00000
     -4.35462     -0.03104      0.00000      0.00000
     -4.34462     -0.68434      0.00000      0.00000
     -4.33462     -5.55004      0.00000      0.00000
     -4.32462    -16.54922      0.00000      0.00000
     -4.31462    -18.11674      0.00000      0.00000
     -4.30462     -7.20992      0.00000      0.00000
     -4.29462     -0.91127      0.00000      0.00000
     -4.28462      0.14758      0.00000      0.00000
     -4.27462      0.24748      0.00000      0.00000
     -4.26462      0.32058      0.00000      0.00000
     -4.25462      0.39033      0.00000      0.00000
     -4.24462      0.37388      0.00000      0.00000
     -4.23462      0.33059      0.00000      0.00000
     -4.22462      0.34737      0.00000      0.00000
     -4.21462      0.40227      0.00000      0.00000
     -4.20462      0.46519      0.00000      0.00000
     -4.19462      0.59227      0.00000      0.00000
     -4.18462      0.92710      0.00000      0.00000
     -4.17462      1.47789      0.00000      0.00000
     -4.16462      1.97395      0.00000      0.00000
     -4.15462      2.41105      0.00000      0.00000
     -4.14462      2.95441      0.00000      0.00000
     -4.13462      3.34580      0.00000      0.00000
     -4.12462      3.52531      0.00000      0.00000
     -4.11462      3.66773      0.00000      0.00000
     -4.10462      4.09234      0.00000      0.00000
     -4.09462      4.83633      0.00000      0.00000
     -4.08462      5.41596      0.00000      0.00000
     -4.07462      5.84375      0.00000      0.00000
     -4.06462      6.18237      0.00000      0.00000
     -4.05462      6.48928      0.00000      0.00000
     -4.04462      6.60125      0.00000      0.00000
     -4.03462      6.94098      0.00000      0.00000
     -4.02462      7.57863      0.00000      0.00000
     -4.01462      7.98526      0.00000      0.00000
     -4.00462      8.17672      0.00000      0.00000
     -3.99462      8.61602      0.00000      0.00000
     -3.98462      9.53341      0.00000      0.00000
     -3.97462     10.57221      0.00000      0.00000
     -3.96462     11.13025      0.00000      0.00000
     -3.95462     11.20098      0.00000      0.00000
     -3.94462     11.09040      0.00000      0.00000
     -3.93462     11.16449      0.00000      0.00000
     -3.92462     11.21728      0.00000      0.00000
     -3.91462     11.32285      0.00000      0.00000
     -3.90462     11.76410      0.00000      0.00000
     -3.89462     12.06494      0.00000      0.00000
     -3.88462     12.34771      0.00000      0.00000
     -3.87462     12.59850      0.00000      0.00000
     -3.86462     12.38407      0.00000      0.00000
     -3.85462     12.00232      0.00000      0.00000
     -3.84462     11.44668      0.00000      0.00000
     -3.83462     10.35430      0.00000      0.00000
     -3.82462      8.76615      0.00000      0.00000
     -3.81462      7.52585      0.00000      0.00000
     -3.80462      7.33265      0.00000      0.00000
     -3.79462      7.45932      0.00000      0.00000
     -3.78462      6.86022      0.00000      0.00000
     -3.77462      5.91331      0.00000      0.00000
     -3.76462      5.56006      0.00000      0.00000
     -3.75462      6.11668      0.00000      0.00000
     -3.74462      6.93586      0.00000      0.00000
     -3.73462      6.43911      0.00000      0.00000
     -3.72462      4.94057      0.00000      0.00000
     -3.71462      4.16069      0.00000      0.00000
     -3.70462      4.38859      0.00000      0.00000
     -3.69462      5.07184      0.00000      0.00000
     -3.68462      5.58031      0.00000      0.00000
     -3.67462      5.65695      0.00000      0.00000
     -3.66462      5.35646      0.00000      0.00000
     -3.65462      4.94202      0.00000      0.00000
     -3.64462      4.73286      0.00000      0.00000
     -3.63462      4.49829      0.00000      0.00000
     -3.62462      4.31621      0.00000      0.00000
     -3.61462      4.38119      0.00000      0.00000
     -3.60462      4.48318      0.00000      0.00000
     -3.59462      4.47404      0.00000      0.00000
     -3.58462      4.69010      0.00000      0.00000
     -3.57462      5.00304      0.00000      0.00000
     -3.56462      5.07867      0.00000      0.00000
     -3.55462      5.18291      0.00000      0.00000
     -3.54462      5.70125      0.00000      0.00000
     -3.53462      5.94132      0.00000      0.00000
     -3.52462      5.28814      0.00000      0.00000
     -3.51462      4.59419      0.00000      0.00000
     -3.50462      4.42795      0.00000      0.00000
     -3.49462      4.65500      0.00000      0.00000
     -3.48462      4.91683      0.00000      0.00000
     -3.47462      4.94614      0.00000      0.00000
     -3.46462      4.95566      0.00000      0.00000
     -3.45462      4.83296      0.00000      0.00000
     -3.44462      4.66107      0.00000      0.00000
     -3.43462      4.50333      0.00000      0.00000
     -3.42462      4.29611      0.00000      0.00000
     -3.41462      4.31709      0.00000      0.00000
     -3.40462      4.56972      0.00000      0.00000
     -3.39462      4.88909      0.00000      0.00000
     -3.38462      4.98746      0.00000      0.00000
     -3.37462      4.41984      0.00000      0.00000
     -3.36462      3.52877      0.00000      0.00000
     -3.35462      3.07385      0.00000      0.00000
     -3.34462      3.12533      0.00000      0.00000
     -3.33462      3.31752      0.00000      0.00000
     -3.32462      3.13676      0.00000      0.00000
     -3.31462      2.59049      0.00000      0.00000
     -3.30462      2.48769      0.00000      0.00000
     -3.29462      2.96955      0.00000      0.00000
     -3.28462      3.25771      0.00000      0.00000
     -3.27462      3.02257      0.00000      0.00000
     -3.26462      2.71817      0.00000      0.00000
     -3.25462      2.70293      0.00000      0.00000
     -3.24462      2.75051      0.00000      0.00000
     -3.23462      2.66659      0.00000      0.00000
     -3.22462      3.00455      0.00000      0.00000
     -3.21462      3.80220      0.00000      0.00000
     -3.20462      4.06841      0.00000      0.00000
     -3.19462      3.42652      0.00000      0.00000
     -3.18462      2.56987      0.00000      0.00000
     -3.17462      2.23578      0.00000      0.00000
     -3.16462      2.25638      0.00000      0.00000
     -3.15462      2.18336      0.00000      0.00000
     -3.14462      2.12500      0.00000      0.00000
     -3.13462      2.13759      0.00000      0.00000
     -3.12462      2.09408      0.00000      0.00000
     -3.11462      2.06260      0.00000      0.00000
     -3.10462      2.08229      0.00000      0.00000
     -3.09462      2.29905      0.00000      0.00000
     -3.08462      2.61717      0.00000      0.00000
     -3.07462      2.69545      0.00000      0.00000
     -3.06462      2.28194      0.00000      0.00000
     -3.05462      1.91499      0.00000      0.00000
     -3.04462      2.04215      0.00000      0.00000
     -3.03462      2.39864      0.00000      0.00000
     -3.02462      2.68474      0.00000      0.00000
     -3.01462      2.91395      0.00000      0.00000
     -3.00462      3.06358      0.00000      0.00000
     -2.99462      2.84021      0.00000      0.00000
     -2.98462      2.50549      0.00000      0.00000
     -2.97462      2.31872      0.00000      0.00000
     -2.96462      2.18489      0.00000      0.00000
     -2.95462      2.06424      0.00000      0.00000
     -2.94462      2.02473      0.00000      0.00000
     -2.93462      2.06243      0.00000      0.00000
     -2.92462      2.26121      0.00000      0.00000
     -2.91462      2.45366      0.00000      0.00000
     -2.90462      2.30472      0.00000      0.00000
     -2.89462      2.15250      0.00000      0.00000
     -2.88462      2.16172      0.00000      0.00000
     -2.87462      2.29295      0.00000      0.00000
     -2.86462      2.37692      0.00000      0.00000
     -2.85462      2.41931      0.00000      0.00000
     -2.84462      2.49921      0.00000      0.00000
     -2.83462      2.40703      0.00000      0.00000
     -2.82462      2.36431      0.00000      0.00000
     -2.81462      2.71491      0.00000      0.00000
     -2.80462      2.91877      0.00000      0.00000
     -2.79462      2.79489      0.00000      0.00000
     -2.78462      2.63913      0.00000      0.00000
     -2.77462      2.44491      0.00000      0.00000
     -2.76462      2.28035      0.00000      0.00000
     -2.75462      2.23216      0.00000      0.00000
     -2.74462      2.39267      0.00000      0.00000
     -2.73462      2.50442      0.00000      0.00000
     -2.72462      2.45662      0.00000      0.00000
     -2.71462      2.43424      0.00000      0.00000
     -2.70462      2.31941      0.00000      0.00000
     -2.69462      2.25131      0.00000      0.00000
     -2.68462      2.31853      0.00000      0.00000
     -2.67462      2.51661      0.00000      0.00000
     -2.66462      2.58957      0.00000      0.00000
     -2.65462      2.72456      0.00000      0.00000
     -2.64462      3.38582      0.00000      0.00000
     -2.63462      4.28643      0.00000      0.00000
     -2.62462      5.05702      0.00000      0.00000
     -2.61462      5.50079      0.00000      0.00000
     -2.60462      5.32927      0.00000      0.00000
     -2.59462      5.23062      0.00000      0.00000
     -2.58462      5.45540      0.00000      0.00000
     -2.57462      5.38950      0.00000      0.00000
     -2.56462      5.10002      0.00000      0.00000
     -2.55462      4.90831      0.00000      0.00000
     -2.54462      4.76679      0.00000      0.00000
     -2.53462      4.94299      0.00000      0.00000
     -2.52462      5.27026      0.00000      0.00000
     -2.51462      5.19355      0.00000      0.00000
     -2.50462      4.87268      0.00000      0.00000
     -2.49462      4.49503      0.00000      0.00000
     -2.48462      4.23299      0.00000      0.00000
     -2.47462      4.45634      0.00000      0.00000
     -2.46462      4.88275      0.00000      0.00000
     -2.45462      5.08121      0.00000      0.00000
     -2.44462      4.86062      0.00000      0.00000
     -2.43462      4.58694      0.00000      0.00000
     -2.42462      4.35998      0.00000      0.00000
     -2.41462      4.09264      0.00000      0.00000
     -2.40462      4.10617      0.00000      0.00000
     -2.39462      4.25212      0.00000      0.00000
     -2.38462      4.26179      0.00000      0.00000
     -2.37462      4.35122      0.00000      0.00000
     -2.36462      4.61652      0.00000      0.00000
     -2.35462      4.77418      0.00000      0.00000
     -2.34462      4.71608      0.00000      0.00000
     -2.33462      4.53825      0.00000      0.00000
     -2.32462      4.37858      0.00000      0.00000
     -2.31462      4.35866      0.00000      0.00000
     -2.30462      4.33433      0.00000      0.00000
     -2.29462      4.17149      0.00000      0.00000
     -2.28462      4.09408      0.00000      0.00000
     -2.27462      4.28874      0.00000      0.00000
     -2.26462      4.41070      0.00000      0.00000
     -2.25462      4.53940      0.00000      0.00000
     -2.24462      4.83562      0.00000      0.00000
