Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Cd S  
     -5.77649      0.00000      0.00000      0.00000
     -5.76649      0.00000      0.00000      0.00000
     -5.75649      0.00000      0.00000      0.00000
     -5.74649      0.00000      0.00000      0.00000
     -5.73649      0.00000      0.00000      0.00000
     -5.72649      0.00000      0.00000      0.00000
     -5.71649      0.00000      0.00000      0.00000
     -5.70649      0.00000      0.00000      0.00000
     -5.69649     -0.00165      0.00000      0.00000
     -5.68649     -0.07645      0.00000      0.00000
     -5.67649     -1.29959      0.00000      0.00000
     -5.66649     -8.12628      0.00000      0.00000
     -5.65649    -18.68615      0.00000      0.00000
     -5.64649    -15.77581      0.00000      0.00000
     -5.63649     -4.83316      0.00000      0.00000
     -5.62649     -0.44653      0.00000      0.00000
     -5.61649      0.11999      0.00000      0.00000
     -5.60649      0.14132      0.00000      0.00000
     -5.59649      0.12445      0.00000      0.00000
     -5.58649      0.11125      0.00000      0.00000
     -5.57649      0.13243      0.00000      0.00000
     -5.56649      0.22121      0.00000      0.00000
     -5.55649      0.26281      0.00000      0.00000
     -5.54649      0.25270      0.00000      0.00000
     -5.53649      0.26746      0.00000      0.00000
     -5.52649      0.26379      0.00000      0.00000
     -5.51649      0.24279      0.00000      0.00000
     -5.50649      0.24985      0.00000      0.00000
     -5.49649      0.32212      0.00000      0.00000
     -5.48649      0.36115      0.00000      0.00000
     -5.47649      0.30195      0.00000      0.00000
     -5.46649      0.26068      0.00000      0.00000
     -5.45649      0.26141      0.00000      0.00000
     -5.44649      0.23846      0.00000      0.00000
     -5.43649      0.23044      0.00000      0.00000
     -5.42649      0.32038      0.00000      0.00000
     -5.41649      0.43273      0.00000      0.00000
     -5.40649      0.47042      0.00000      0.00000
     -5.39649      0.45994      0.00000      0.00000
     -5.38649      0.45044      0.00000      0.00000
     -5.37649      0.41649      0.00000      0.00000
     -5.36649      0.39540      0.00000      0.00000
     -5.35649      0.44118      0.00000      0.00000
     -5.34649      0.50696      0.00000      0.00000
     -5.33649      0.49264      0.00000      0.00000
     -5.32649      0.45544      0.00000      0.00000
     -5.31649      0.47960      0.00000      0.00000
     -5.30649      0.52045      0.00000      0.00000
     -5.29649      0.53706      0.00000      0.00000
     -5.28649      0.52491      0.00000      0.00000
     -5.27649      0.52711      0.00000      0.00000
     -5.26649      0.73429      0.00000      0.00000
     -5.25649      1.18452      0.00000      0.00000
     -5.24649      1.61394      0.00000      0.00000
     -5.23649      1.94426      0.00000      0.00000
     -5.22649      2.28423      0.00000      0.00000
     -5.21649      2.67644      0.00000      0.00000
     -5.20649      3.08549      0.00000      0.00000
     -5.19649      3.23179      0.00000      0.00000
     -5.18649      3.39324      0.00000      0.00000
     -5.17649      3.87301      0.00000      0.00000
     -5.16649      4.27245      0.00000      0.00000
     -5.15649      4.61831      0.00000      0.00000
     -5.14649      5.10998      0.00000      0.00000
     -5.13649      5.62034      0.00000      0.00000
     -5.12649      6.09370      0.00000      0.00000
     -5.11649      6.38719      0.00000      0.00000
     -5.10649      6.55125      0.00000      0.00000
     -5.09649      6.84480      0.00000      0.00000
     -5.08649      7.08952      0.00000      0.00000
     -5.07649      7.28366      0.00000      0.00000
     -5.06649      7.64490      0.00000      0.00000
     -5.05649      8.02903      0.00000      0.00000
     -5.04649      8.87502      0.00000      0.00000
     -5.03649     10.30458      0.00000      0.00000
     -5.02649     11.79829      0.00000      0.00000
     -5.01649     12.51959      0.00000      0.00000
     -5.00649     11.97866      0.00000      0.00000
     -4.99649     10.67229      0.00000      0.00000
     -4.98649      9.25366      0.00000      0.00000
     -4.97649      8.14832      0.00000      0.00000
     -4.96649      7.43520      0.00000      0.00000
     -4.95649      7.06526      0.00000      0.00000
     -4.94649      7.04269      0.00000      0.00000
     -4.93649      6.61790      0.00000      0.00000
     -4.92649      5.58533      0.00000      0.00000
     -4.91649      4.87875      0.00000      0.00000
     -4.90649      5.05358      0.00000      0.00000
     -4.89649      5.60336      0.00000      0.00000
     -4.88649      5.38282      0.00000      0.00000
     -4.87649      4.49338      0.00000      0.00000
     -4.86649      4.02121      0.00000      0.00000
     -4.85649      4.30476      0.00000      0.00000
     -4.84649      5.08873      0.00000      0.00000
     -4.83649      5.67142      0.00000      0.00000
     -4.82649      5.10268      0.00000      0.00000
     -4.81649      3.75652      0.00000      0.00000
     -4.80649      3.00051      0.00000      0.00000
     -4.79649      3.09025      0.00000      0.00000
     -4.78649      3.51911      0.00000      0.00000
     -4.77649      4.08240      0.00000      0.00000
     -4.76649      4.32128      0.00000      0.00000
     -4.75649      3.91853      0.00000      0.00000
     -4.74649      3.38905      0.00000      0.00000
     -4.73649      3.13212      0.00000      0.00000
     -4.72649      3.38693      0.00000      0.00000
     -4.71649      4.05887      0.00000      0.00000
     -4.70649      4.64357      0.00000      0.00000
     -4.69649      4.83578      0.00000      0.00000
     -4.68649      4.45010      0.00000      0.00000
     -4.67649      3.55850      0.00000      0.00000
     -4.66649      2.87384      0.00000      0.00000
     -4.65649      2.65056      0.00000      0.00000
     -4.64649      2.83873      0.00000      0.00000
     -4.63649      3.24883      0.00000      0.00000
     -4.62649      3.80824      0.00000      0.00000
     -4.61649      4.29261      0.00000      0.00000
     -4.60649      4.12570      0.00000      0.00000
     -4.59649      3.40757      0.00000      0.00000
     -4.58649      2.99866      0.00000      0.00000
     -4.57649      3.07874      0.00000      0.00000
     -4.56649      3.43373      0.00000      0.00000
     -4.55649      3.86241      0.00000      0.00000
     -4.54649      4.27789      0.00000      0.00000
     -4.53649      4.74251      0.00000      0.00000
     -4.52649      4.73287      0.00000      0.00000
     -4.51649      4.28607      0.00000      0.00000
     -4.50649      3.79207      0.00000      0.00000
     -4.49649      3.21085      0.00000      0.00000
     -4.48649      2.75426      0.00000      0.00000
     -4.47649      2.73985      0.00000      0.00000
     -4.46649      3.28272      0.00000      0.00000
     -4.45649      4.10650      0.00000      0.00000
     -4.44649      4.25531      0.00000      0.00000
     -4.43649      3.81206      0.00000      0.00000
     -4.42649      3.66201      0.00000      0.00000
     -4.41649      3.70854      0.00000      0.00000
     -4.40649      3.66995      0.00000      0.00000
     -4.39649      3.55436      0.00000      0.00000
     -4.38649      3.92617      0.00000      0.00000
     -4.37649      4.94447      0.00000      0.00000
     -4.36649      4.99892      0.00000      0.00000
     -4.35649      3.83457      0.00000      0.00000
     -4.34649      3.27619      0.00000      0.00000
     -4.33649      3.59731      0.00000      0.00000
     -4.32649      3.86539      0.00000      0.00000
     -4.31649      3.64952      0.00000      0.00000
     -4.30649      3.34866      0.00000      0.00000
     -4.29649      3.29746      0.00000      0.00000
     -4.28649      3.18480      0.00000      0.00000
